Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Iceland,79,55,1259.9,378.2,1993.4,1992.7,1994.1,1995.6,1099.7,1552.8,1061.6,1123.0,88.0,209.3,131.5,153.4,11.0,88.8,31.1,46.5,348.9,26856.0,27371.6,1334359.8,4609791.1,5645672.6,16890.6,55895.9,65370.2
Denmark,39,10,905.4,709.8,2002.2,1998.5,2003.8,2003.6,2186.3,2375.6,2254.2,2338.1,163.0,343.3,227.2,232.6,25.0,65.4,32.2,37.8,273.5,20914.9,21316.4,1359391.0,3564109.9,4288183.3,34856.2,103405.5,122419.3
Canada,29,18,356.8,98.5,1992.4,1991.3,1995.5,1994.0,1414.1,2022.3,1527.9,1767.7,158.0,301.1,321.2,356.7,9.0,22.2,14.1,16.9,157.6,11944.2,12173.5,393970.6,1361497.2,1886738.6,13585.2,46575.4,61267.9
Indonesia,8,1,26.5,12.1,1992.0,1992.0,1992.0,1992.0,143.2,143.2,517.9,517.9,16.5,16.5,271.6,271.6,83.0,83.0,103.3,103.3,7.7,575.6,586.6,84602.6,173586.0,187049.4,10575.3,23531.9,26570.8
Faroe Islands,7,7,16.8,7.0,1979.3,1979.3,1985.8,1981.5,1547.1,2049.5,1698.5,1752.1,169.0,601.9,563.6,768.1,36.0,35.0,29.9,31.9,17.5,1311.3,1336.5,49470.2,108908.6,123214.0,7067.2,16541.3,19519.9
Sweden,5,2,315.5,482.0,2006.2,2006.5,2006.2,2006.2,2401.2,2321.8,2377.2,2377.2,198.0,189.2,197.2,197.2,79.0,63.8,63.7,63.7,59.1,4549.9,4637.2,430228.7,1033144.2,1165475.4,86045.7,261840.0,306209.2
Norway,3,3,12.1,5.1,2001.7,2001.7,2004.7,2005.9,2078.3,2068.0,2165.2,2206.2,308.0,372.0,319.0,303.2,30.0,27.3,33.6,35.9,6.4,477.2,486.4,35633.8,78624.8,89082.8,11877.9,27846.8,32905.9
Singapore,2,1,2.2,1.0,1992.0,1992.0,1992.0,1992.0,171.0,171.0,171.0,171.0,19.5,19.5,20.2,20.2,16.5,16.5,18.2,18.2,0.3,23.0,23.4,6983.9,14329.5,15440.9,3492.0,7770.2,8773.7
Poland,1,1,3.9,3.5,1980.0,1980.0,1980.0,1980.0,2394.4,2394.4,2394.4,2394.4,573.0,573.0,573.0,573.0,3.0,3.0,3.0,3.0,1.3,97.3,99.2,90579.5,214193.3,286793.2,90579.5,233892.6,315794.6
Spain,1,1,94.2,141.2,2004.0,2004.0,2004.0,2004.0,3697.6,3697.6,3697.6,3697.6,292.0,292.0,292.0,292.0,78.0,78.0,78.0,78.0,20.3,1576.3,1606.6,27228.5,199402.4,229907.1,27228.5,235131.2,289045.8
United Kingdom of Great Britain and Northern Ireland,1,1,32.3,19.5,2008.0,2008.0,2008.0,2008.0,1862.3,1862.3,1862.3,1862.3,169.0,169.0,169.0,169.0,144.0,144.0,144.0,144.0,6.1,467.9,476.9,7374.4,26926.1,39756.5,7374.4,44122.5,60253.7
United States of America,1,1,45.8,34.3,2010.0,2010.0,2010.0,2010.0,3609.7,3609.7,3609.7,3609.7,289.0,289.0,289.0,289.0,115.0,115.0,115.0,115.0,8.2,632.1,644.3,58848.6,172625.2,238061.6,58848.6,235762.1,297269.3
Bangladesh,1,1,2052.4,617.1,1988.0,1988.0,1988.0,1988.0,48351.7,48351.7,48351.7,48351.7,3337.0,3337.0,3337.0,3337.0,13.0,13.0,13.0,13.0,132.3,10251.6,10448.4,624906.4,2755167.2,3190764.4,624906.4,2375268.9,2556310.3
Panama,1,1,0.5,0.0,2007.0,2007.0,2007.0,2007.0,42.0,42.0,42.0,42.0,15.0,15.0,15.0,15.0,10.0,10.0,10.0,10.0,0.4,27.4,27.9,257.0,635.6,779.9,257.0,548.6,499.7
Guinea,1,1,0.4,0.4,2015.0,2015.0,2015.0,2015.0,1596.7,1596.7,1596.7,1596.7,1015.0,1015.0,1015.0,1015.0,145.0,145.0,145.0,145.0,1.4,108.8,110.9,11476.5,27138.6,36337.1,11476.5,29634.5,40011.6
