Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,380,4,927.7,620.6,1995.7,1997.0,1995.9,1995.5,213.0,214.0,250.4,248.1,19.0,17.8,26.2,26.0,8.0,10.0,11.3,11.5,282.9,21777.4,22195.5,1388029.1,3520343.0,3974848.8,3652.7,9414.0,10601.7
General cargo,327,5,232.5,177.9,2006.5,2003.6,2012.8,2011.1,210.0,200.9,324.6,328.1,24.0,25.1,118.2,118.5,16.0,14.9,29.6,30.9,81.0,6161.5,6279.8,391103.6,1134966.3,1596868.9,1196.0,4357.0,5830.2
Miscellaneous - fishing,209,28,593.9,252.1,1986.7,1993.3,1996.9,1997.3,892.2,1798.1,2191.4,2044.2,139.0,381.0,1330.1,1235.2,31.0,48.3,188.0,193.8,298.5,22415.5,22845.9,1772906.5,3932648.4,4471023.0,8482.8,19963.9,23666.0
Cruise,200,21,670.1,112.9,1986.2,1985.2,1986.2,1982.6,210.2,239.3,269.8,268.2,17.5,20.0,31.0,30.9,7.0,7.7,10.3,10.0,279.3,21414.1,21825.2,355191.7,2489570.1,4133386.3,1776.0,11298.2,17112.1
Ferry-pax only,194,2,122.7,9.7,1990.4,1978.0,1991.8,1990.9,179.8,365.3,315.1,319.6,18.0,119.5,63.8,77.3,1.0,9.0,37.4,41.3,94.6,7105.0,7241.4,289829.4,791614.1,1023100.7,1494.0,4091.9,5412.8
Chemical tanker,182,2,197.7,226.0,2006.9,2007.0,2007.0,2007.2,269.1,261.3,346.7,340.4,32.0,33.2,103.0,100.8,12.5,11.5,22.4,22.7,148.6,11289.3,11506.0,809557.4,2034523.6,2507962.1,4448.1,13087.1,16045.3
Service - other,155,9,44.2,27.7,1979.1,1984.1,1985.8,1978.4,190.8,425.8,242.6,267.5,28.0,119.6,205.7,230.8,26.0,48.8,75.0,61.5,105.3,7905.1,8056.9,193528.0,397077.0,427874.5,1248.6,2778.3,3137.1
Ferry-RoPax,52,1,145.4,12.3,2007.0,2007.0,2007.0,2007.0,185.5,185.5,240.0,240.0,18.0,18.0,48.7,48.7,8.0,8.0,12.9,12.9,48.2,3680.8,3751.4,76306.2,188699.1,231535.0,1467.4,3132.4,2852.9
Service - tug,38,2,2.1,1.1,1970.6,1969.0,1970.5,1970.3,149.5,204.1,195.9,199.3,21.0,57.0,107.6,107.7,53.0,34.8,127.4,122.3,10.6,799.5,814.9,27219.6,64366.2,86182.9,716.3,1849.6,2497.3
Refrigerated bulk,4,1,25.8,30.0,1983.0,1983.0,1983.0,1983.0,3219.4,3219.4,4919.4,4919.4,404.5,404.5,1822.3,1822.3,61.5,61.5,235.2,235.2,45.6,3421.4,3487.1,89024.2,194522.2,219110.9,22256.0,47427.4,51207.3
Oil tanker,1,1,6.6,10.1,2006.0,2006.0,2006.0,2006.0,248.0,248.0,248.0,248.0,30.0,30.0,30.0,30.0,79.0,79.0,79.0,79.0,4.1,315.5,321.6,8975.5,21553.7,24314.4,8975.5,27312.8,31941.0
