Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Nuuk,374,63,821.8,445.0,1996.0,1991.1,1996.8,1999.2,343.1,1112.3,436.6,396.1,32.0,258.1,260.6,284.3,21.0,121.7,63.9,59.0,415.1,31482.5,32087.0,1699480.9,4371767.3,5293095.1,4544.1,12364.9,14948.3
Sisimiut,300,51,574.2,239.3,1995.4,1993.2,1995.8,1997.6,178.3,1105.0,346.6,330.2,17.0,219.6,990.3,906.6,7.0,60.1,97.4,101.6,253.2,19169.1,19537.2,1200770.3,3127717.9,3857814.0,4002.6,10810.9,13284.5
Aasiaat,206,29,254.8,186.0,1993.8,1993.9,1998.0,1997.4,280.2,765.7,329.0,328.6,31.5,114.3,102.8,109.0,15.0,79.3,63.8,68.9,136.2,10334.6,10533.1,565642.4,1441254.4,1749633.9,2745.8,7525.4,9140.7
Illulissat (Jakobshavn),193,37,392.2,135.6,1992.1,1991.6,1992.4,1993.7,222.4,462.3,311.0,313.8,22.0,105.2,104.6,101.2,7.0,25.8,23.1,21.8,171.1,13069.2,13320.1,445916.2,1476495.5,2025956.3,2310.4,7598.5,9869.4
Maniitsoq,156,23,165.0,100.3,1995.5,1995.9,1995.8,1996.0,135.4,691.4,261.9,266.2,14.5,234.8,182.3,167.4,4.0,60.7,45.7,36.6,75.8,5758.1,5868.7,326806.1,809299.1,950851.2,2094.9,5477.7,6492.5
Uummannaq Harbor,95,21,116.4,52.2,1994.8,1992.0,1996.9,1997.6,233.7,361.8,313.5,374.4,22.0,42.2,39.2,62.0,12.0,16.9,13.8,15.5,51.4,3915.9,3991.1,178760.4,608569.2,867699.8,1881.7,6713.3,9070.1
Paamuit (Frederikshab),89,20,109.7,64.9,1991.8,1992.6,1997.0,1998.0,163.3,767.8,228.4,215.1,18.0,295.6,197.9,155.7,3.0,14.7,10.4,11.7,56.1,4269.3,4351.2,203952.3,517151.3,628690.3,2291.6,6226.7,7519.1
Narsarssuaq,68,18,159.7,98.2,1994.1,1990.7,1996.9,1999.8,193.9,406.8,290.3,313.4,17.5,74.1,105.2,136.0,9.0,41.4,9.2,8.1,54.0,4140.3,4219.8,227531.1,666850.8,833988.4,3346.0,10563.5,12678.9
Qeqertarsuaq,54,21,52.5,20.4,1996.4,1992.4,1995.0,1996.9,129.4,307.9,201.8,287.1,16.5,54.7,93.6,149.3,7.5,9.3,10.7,14.1,24.4,1864.8,1900.6,85633.3,275728.6,414954.4,1585.8,5389.7,7588.3
Toqqusaq,49,6,20.6,12.1,1994.0,1995.0,2001.9,2002.4,90.9,395.2,359.8,326.2,22.0,89.3,238.9,196.2,8.0,5.8,3.0,3.2,15.8,1192.5,1215.4,58411.7,140550.4,172000.1,1192.1,3191.6,3975.0
Kangerlusuaq,47,19,116.9,35.7,1992.7,1991.6,1992.5,1995.0,174.8,286.2,235.6,242.0,17.0,30.6,30.7,37.0,14.0,20.6,18.9,38.8,55.2,4216.1,4297.1,94144.2,434022.9,707466.0,2003.1,9005.9,13423.2
Nanortalik Havn,44,16,93.4,47.5,1996.3,1992.9,1996.8,2001.2,361.6,514.7,323.3,310.6,31.5,162.9,127.2,134.8,6.0,53.8,76.6,64.7,48.7,3704.6,3775.7,150714.1,429078.4,524576.0,3425.3,10161.3,12163.0
Gronnedal (Kangilinnguit),35,17,26.0,9.8,1988.0,1991.4,1994.4,1994.6,231.2,245.2,219.6,191.5,25.0,40.2,39.1,45.0,4.0,10.8,4.6,5.9,13.9,1054.5,1074.7,46372.1,148768.1,237253.3,1324.9,4485.0,6677.6
Qasigiannguit-Christianshab,11,6,6.8,4.7,1989.4,1989.7,2004.8,2004.6,68.6,235.2,133.0,279.9,34.0,68.8,53.6,66.3,6.0,19.6,9.7,11.5,4.0,301.4,307.2,21353.9,51242.2,62717.9,1941.3,5323.0,6476.7
Nalunaq Gold Mine,9,8,12.4,4.2,1990.9,1989.0,2002.5,1999.9,523.0,585.1,464.5,471.3,65.0,123.1,83.8,110.3,7.0,7.0,9.0,9.2,7.8,589.7,601.0,19034.7,62207.1,85992.9,2115.0,7111.0,9384.1
Tasiilaq,7,6,10.6,5.9,1985.0,1988.2,1994.4,1997.0,546.0,526.5,531.2,547.5,60.0,72.3,48.1,60.0,12.0,15.3,17.3,15.8,5.3,399.7,407.4,26666.3,75266.3,111024.2,3809.5,11906.7,16659.6
Pituffik (Thule Air Base),3,2,28.1,11.5,2010.3,2012.0,2011.5,2015.9,679.9,934.6,830.1,1106.9,44.0,58.8,57.3,71.4,22.0,37.0,35.6,48.6,8.0,616.0,627.8,25579.5,71332.7,95349.5,8526.5,29143.8,34744.4
Kuummiut,2,1,7.2,7.0,2006.0,2006.0,2006.0,2006.0,1376.6,1376.6,1376.6,1376.6,156.0,156.0,178.8,178.8,15.0,15.0,9.4,9.4,2.7,206.5,210.5,24901.8,62581.4,77144.2,12450.9,36632.4,44913.0
