Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Malaysia,309,150,3761.1,3778.6,2007.9,2006.8,2005.7,2006.5,497.4,1074.2,1365.4,1236.9,80.0,207.6,173.2,174.3,19.0,70.4,440.1,316.8,606.9,43538.3,44374.2,7145429.0,19159944.5,23216009.2,23124.4,68498.1,92652.2
Singapore,151,61,3020.0,3835.8,2003.7,2005.1,2003.1,2003.4,927.3,1198.1,1305.1,1191.0,73.0,155.8,180.3,168.0,26.0,70.3,77.8,69.0,463.1,34431.6,35092.7,3462676.3,10323170.7,11996599.9,22931.6,78122.1,100960.9
China,104,77,5294.7,7592.2,2007.4,2006.9,2007.6,2006.8,1929.6,2072.7,2235.8,2256.7,166.5,198.7,229.7,240.5,65.5,133.8,113.6,121.2,650.0,49035.9,49977.4,3807682.7,11068117.8,13310929.2,36612.3,138898.8,178831.9
Indonesia,77,54,2425.3,3248.7,2009.6,2007.2,2009.5,2006.9,1019.0,1294.3,1258.7,1390.2,99.0,192.2,222.3,288.6,28.0,79.0,42.3,54.5,219.9,16961.0,17286.7,2399796.8,5836757.4,6932037.4,31166.2,85550.3,106943.4
Japan,75,26,14894.3,12291.0,2006.8,2004.6,2008.3,2007.5,2475.8,2847.5,2732.5,2712.6,167.0,225.0,193.5,195.3,47.0,55.8,65.0,64.1,1600.1,100629.1,102561.2,3226727.7,21319833.7,18676770.2,43023.0,347347.3,529980.1
Hong Kong,28,21,1642.2,2195.3,2006.3,2006.5,2007.6,2006.1,1408.5,1741.0,1627.8,1801.5,120.5,160.8,226.5,272.7,40.5,62.5,63.2,72.4,158.2,11515.4,11736.5,1217439.8,3390785.5,3692315.1,43480.0,143536.4,186102.0
Philippines,27,24,595.5,532.5,2005.5,2006.5,2004.0,2006.4,842.9,1095.4,931.8,1065.4,65.0,88.3,68.3,78.2,12.0,39.2,40.7,73.8,76.2,5879.5,5992.4,460780.4,1649696.8,2068609.6,17065.9,67485.0,81835.9
Thailand,22,15,712.9,1272.0,2004.7,2006.2,2006.0,2006.0,1464.6,1599.4,1620.7,1621.7,123.5,170.8,265.1,272.0,34.0,50.0,68.6,70.5,85.6,6603.5,6730.3,778998.1,1923687.3,2304707.5,35409.0,107732.4,134261.3
"Taiwan, Province of China",20,12,2418.9,2131.0,2009.4,2010.3,2006.4,2006.9,1502.3,1699.2,1973.2,1982.6,109.0,142.1,158.5,196.4,71.5,81.6,155.2,130.8,258.8,17247.1,17578.3,778285.8,3530753.5,3272112.1,38914.3,211100.0,307663.7
Viet Nam,19,17,165.5,161.1,2007.4,2007.1,2005.5,2004.0,830.8,1361.2,1227.5,1194.9,68.0,189.9,246.0,220.5,23.0,72.6,39.6,56.9,38.9,2971.9,3028.9,226510.0,700691.8,912596.3,11921.6,46170.1,59227.0
"Korea, Republic of",8,7,886.7,655.0,2008.1,2007.3,2009.4,2011.7,2317.3,2384.0,2338.0,2378.2,177.0,188.3,179.3,181.7,25.0,57.8,66.7,81.1,82.8,5836.8,5948.8,245410.2,1315408.9,1372896.0,30676.3,194783.9,273505.6
