Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,241,51,7464.0,9181.1,2008.3,2008.2,2009.8,2009.5,1041.6,1849.6,1599.5,1604.2,78.0,158.3,175.0,177.1,14.0,18.0,19.4,19.3,1405.5,108625.4,110711.0,8598724.2,29655503.9,32773893.1,35679.4,126388.0,148593.8
Cruise,184,29,15924.1,1515.0,1997.1,1998.2,1998.8,1998.0,1064.0,982.9,1024.0,1024.3,63.0,62.7,76.0,76.4,8.0,11.5,8.5,8.3,3402.8,263587.9,268648.8,5860914.5,28652186.1,31819850.5,31852.8,136739.7,141688.9
Bulk carrier,156,76,17431.2,30164.2,2013.3,2012.1,2013.3,2013.2,4045.4,3916.3,3831.9,3856.0,344.0,378.8,465.2,464.2,187.5,261.0,242.2,244.4,1477.2,114380.4,116576.5,11264941.1,24675885.1,30837028.1,72211.2,254534.8,302475.7
General cargo,51,18,2181.2,3360.0,2005.8,2008.4,2007.4,2008.1,946.1,2656.6,2325.9,2702.4,68.0,247.6,343.7,353.9,15.0,50.5,80.4,87.5,277.6,21374.9,21785.3,1269540.1,4635473.9,6844310.6,24892.9,148940.0,203392.2
Chemical tanker,47,26,1850.0,3027.5,2010.7,2011.5,2010.8,2010.9,1136.2,1440.5,1501.1,1486.5,111.0,126.5,203.5,200.6,24.0,28.1,24.8,24.7,278.7,21510.3,21923.3,1025347.5,5149924.6,5984919.8,21815.9,126783.0,153853.0
Liquefied gas tanker,22,4,106.8,116.6,2011.1,2009.5,2011.6,2011.7,1260.1,1198.1,1184.7,1186.6,102.0,96.6,117.4,117.6,92.0,97.0,128.5,128.8,78.3,5945.7,6059.8,88033.6,255047.7,281654.3,4001.5,21908.2,28809.8
Vehicle,20,12,1343.4,431.7,2009.3,2010.0,2009.3,2009.3,1191.6,1068.2,1128.2,1106.4,75.0,69.7,76.1,74.2,7.0,10.6,8.8,8.8,83.6,6475.5,6599.8,437152.7,1927374.7,2232096.3,21857.6,83080.9,89413.2
Oil tanker,13,12,1783.4,3211.8,2007.9,2007.8,2008.5,2008.4,1371.3,2359.2,2989.7,3083.3,132.0,209.6,337.8,341.9,35.0,33.4,41.4,41.6,160.4,12421.3,12659.8,1757780.6,3770250.5,4166787.7,135213.9,342575.2,423811.7
Miscellaneous - fishing,11,10,31.3,29.9,2002.2,2002.6,2001.8,2001.5,5119.7,7559.0,8278.3,8482.1,1056.0,1343.0,1870.3,1885.6,25.0,213.8,31.1,25.1,55.2,4145.7,4225.3,210344.3,466584.1,530458.9,19122.2,45003.2,53348.6
Service - other,6,5,263.1,169.4,2001.0,2001.0,2007.4,2006.7,2737.5,3622.9,4313.3,4033.6,457.0,533.8,880.4,844.3,70.0,551.2,1517.3,1361.0,43.3,3267.4,3330.1,1181943.6,2425088.7,2613180.0,196990.6,438337.2,494944.8
Service - tug,4,4,1.9,1.7,1995.0,1995.0,1993.1,1993.6,1139.1,1068.8,1074.5,1073.0,359.0,542.0,468.6,488.8,40.0,48.5,45.1,45.9,2.4,182.4,185.9,42499.7,100499.0,134562.8,10624.9,27435.5,37042.5
Ro-Ro,3,2,141.9,73.3,2013.0,2013.0,2013.0,2013.0,4536.1,4558.9,2925.8,2948.5,245.0,218.2,239.6,239.7,46.0,306.5,63.6,70.9,35.2,2704.2,2756.1,90667.9,267214.7,220222.3,30222.6,71546.7,81002.6
Refrigerated bulk,2,2,20.6,24.9,1998.5,1998.5,1998.5,1998.5,1090.0,1090.0,1089.8,1089.7,67.5,67.5,67.5,67.5,60.0,60.0,59.7,59.4,13.7,1045.4,1065.5,73729.8,161103.1,181467.5,36864.9,78558.7,84819.8
Ferry-RoPax,1,1,2.2,0.1,2008.0,2008.0,2008.0,2008.0,1513.2,1513.2,1513.2,1513.2,51.0,51.0,51.0,51.0,89.0,89.0,89.0,89.0,2.2,168.7,171.9,4212.6,9113.8,12117.3,4212.6,9404.8,13402.4
Ferry-pax only,1,1,0.4,0.1,2017.0,2017.0,2017.0,2017.0,1363.8,1363.8,1363.8,1363.8,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.7,53.7,54.7,5245.8,10683.6,13458.1,5245.8,12199.0,16082.2
