Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Noumea,500,171,31205.6,18183.1,2004.4,2006.6,2004.7,2008.7,1017.3,3017.0,1379.4,1848.1,66.0,372.1,197.2,280.2,15.0,127.5,45.3,65.3,5211.6,402772.8,410506.0,18379696.2,66908659.2,76466543.8,36759.4,135334.1,154396.3
Baie De Prony,122,58,3610.4,5357.5,2007.3,2009.8,2011.0,2011.4,1094.3,1373.5,1509.6,1543.1,98.5,129.2,241.0,250.4,30.5,52.3,55.4,58.4,538.7,41567.5,42365.6,3100337.9,10210509.1,11853600.9,25412.6,100114.6,119844.8
Kone,62,37,6025.1,9774.5,2013.7,2013.3,2013.4,2013.5,3727.4,3533.5,3450.6,3506.1,308.5,348.0,441.2,448.5,46.5,51.1,55.6,55.5,678.5,52391.4,53397.4,3435459.7,12489294.6,14365111.3,55410.6,254074.0,305009.2
Nakety,23,16,3456.4,5995.6,2013.7,2013.1,2013.7,2013.6,4319.3,5105.1,4686.3,4667.1,402.0,469.3,502.4,496.4,84.0,90.7,92.2,91.7,300.8,23294.6,23741.9,2010132.3,4660884.4,5802968.1,87397.1,325045.6,389930.4
Nepoui,22,11,2009.4,3415.3,2009.4,2011.7,2011.3,2011.4,4253.0,4752.2,4629.5,4649.5,392.0,506.9,531.5,537.3,24.5,49.5,50.9,51.1,233.2,17992.1,18337.5,1612286.9,4109463.9,5376592.0,73285.8,280600.2,346385.4
Baie Ugue,13,10,1423.1,2403.2,2013.1,2011.9,2012.4,2012.1,4086.1,4276.3,4218.4,4224.4,456.0,499.8,470.9,470.1,52.0,74.6,66.1,64.9,135.3,10479.0,10680.2,1061683.4,2196944.3,2829545.4,81668.0,274746.6,325248.2
Baie De Kouaoua,10,10,2259.7,3984.3,2012.1,2012.1,2013.3,2013.3,4363.7,6859.2,7095.5,7087.2,492.5,729.6,1299.6,1296.8,75.5,100.6,146.3,146.1,171.1,13252.6,13507.0,1220831.0,2941698.8,3560604.1,122083.1,467383.6,562135.6
Prony,10,8,1603.2,2826.3,2014.3,2014.6,2014.2,2014.2,4201.1,4915.3,4737.6,4738.0,383.5,567.1,594.2,594.8,66.5,83.4,74.9,74.8,146.1,11298.9,11515.8,926759.0,2693119.6,3609979.4,92675.9,434357.4,558000.1
Thio,1,1,74.5,124.4,2009.0,2009.0,2009.0,2009.0,4374.9,4374.9,4374.9,4374.9,386.0,386.0,386.0,386.0,81.0,81.0,81.0,81.0,8.3,637.8,650.0,50990.4,141553.0,220001.3,50990.4,240225.7,311349.8
Mont-Dore,1,1,167.1,293.5,2015.0,2015.0,2015.0,2015.0,4599.8,4599.8,4599.8,4599.8,448.0,448.0,448.0,448.0,433.0,433.0,433.0,433.0,13.9,1077.6,1098.2,59773.7,175452.9,200434.0,59773.7,273138.2,333811.2
