Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,239,51,6360.5,7807.2,2008.3,2008.2,2009.8,2009.6,827.6,1141.6,1370.1,1371.1,64.0,87.4,157.2,158.1,19.0,24.3,30.3,30.2,1178.3,91020.6,92768.2,7202819.8,23883059.4,26548965.9,30137.3,104134.8,122461.5
Cruise,183,28,15267.5,1424.3,1997.2,1999.1,1999.6,1998.9,973.9,1012.6,984.0,968.5,62.0,70.2,84.7,84.7,9.0,13.9,17.9,18.2,3239.4,250923.0,255740.8,5140786.9,26265782.2,29526912.8,28091.7,126090.0,132585.4
Bulk carrier,155,79,15396.4,26611.4,2013.4,2012.2,2013.7,2013.7,3969.9,3315.7,3394.7,3409.2,351.0,348.0,557.8,559.5,60.0,77.4,91.6,91.7,1318.3,102093.8,104054.0,9490819.8,21212557.9,26368236.3,61231.1,219740.5,261780.4
General cargo,53,18,2154.9,3375.9,2005.8,2008.2,2008.8,2009.3,743.5,2088.0,2181.0,2560.5,68.0,213.9,449.5,481.4,28.0,58.2,58.8,59.0,258.7,19904.1,20286.2,1275540.8,4657384.6,6876661.9,24066.8,143997.1,196642.1
Chemical tanker,46,26,4316.9,7150.3,2010.7,2011.5,2011.5,2011.5,4151.6,3193.2,3590.6,3599.2,349.0,284.8,446.3,446.9,29.0,38.8,41.6,41.8,533.1,41090.0,41878.9,1779365.5,10892177.3,12601222.3,38681.9,276969.2,338623.8
Vehicle,21,13,5543.8,1839.3,2009.0,2009.5,2009.3,2009.2,4539.3,4424.0,4401.3,4407.6,280.0,292.5,292.6,292.3,8.0,55.2,49.9,49.0,316.1,24489.3,24959.5,1862520.2,8211716.9,9510005.1,88691.4,337116.1,362810.9
Liquefied gas tanker,21,4,99.4,107.9,2011.0,2009.5,2010.9,2011.1,1113.3,1211.1,1157.3,1154.0,101.0,126.2,134.4,133.9,32.0,28.5,36.6,36.8,51.1,3900.0,3974.9,81467.5,236024.6,260646.8,3879.4,21239.6,27930.6
Oil tanker,13,12,2049.5,3601.6,2007.9,2007.8,2007.8,2007.7,3485.5,3367.9,3435.8,3457.6,356.0,315.8,466.2,465.2,38.0,72.7,79.7,82.6,200.6,15539.8,15838.1,2214185.5,4910360.6,5461380.2,170322.0,456149.2,554362.7
Miscellaneous - fishing,12,10,70.6,56.5,1997.9,1999.0,2001.0,2001.5,11139.8,13426.5,14781.7,13399.8,1623.0,1900.0,2930.4,2871.9,46.0,280.5,126.3,148.9,110.0,8258.7,8417.3,397640.7,882043.6,1002794.3,33136.7,77985.8,92447.4
Service - other,7,6,243.6,170.6,2001.0,2001.0,2005.1,2004.2,2559.3,2750.9,3329.1,3261.8,577.0,1467.8,1421.0,1378.5,123.0,796.0,1199.8,1347.6,59.2,4459.1,4544.7,1190268.5,2442169.6,2631585.6,170038.4,378363.9,427226.5
Service - tug,7,7,30.0,23.9,2003.3,2003.3,2011.4,2011.0,1659.8,3269.7,4581.7,4505.9,979.0,891.1,1218.9,1168.5,509.0,883.3,200.4,215.8,34.3,2578.5,2628.0,612401.3,1448144.7,1938987.4,87485.9,225904.3,305009.1
Ro-Ro,3,2,185.4,96.7,2013.0,2013.0,2013.0,2013.0,4645.4,8767.6,3824.2,3892.8,318.0,1052.5,402.1,437.6,57.0,445.5,117.7,135.4,56.8,4334.6,4417.8,130577.9,463409.4,337109.4,43526.0,103442.0,121050.7
Refrigerated bulk,2,2,73.2,88.1,1998.5,1998.5,1998.5,1998.5,3864.4,3864.4,3864.3,3864.2,216.0,216.0,216.0,216.0,39.5,39.5,39.2,38.9,36.6,2803.2,2857.0,261450.0,571280.9,643494.2,130725.0,278573.5,300775.7
Ferry-RoPax,1,1,29.3,1.7,2008.0,2008.0,2008.0,2008.0,20599.0,20599.0,20599.0,20599.0,1021.0,1021.0,1021.0,1021.0,1215.0,1215.0,1215.0,1215.0,26.5,1990.2,2028.5,57347.2,124067.4,164954.4,57347.2,128028.6,182449.1
Ferry-pax only,1,1,13.7,2.0,2017.0,2017.0,2017.0,2017.0,41794.1,41794.1,41794.1,41794.1,5384.0,5384.0,5384.0,5384.0,22.0,22.0,22.0,22.0,18.4,1379.3,1405.8,160758.9,327400.6,412423.6,160758.9,373837.4,492841.0
