Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,425,81,5769.4,555.1,1997.3,1998.9,2005.4,2004.0,148.1,169.6,197.4,195.1,15.0,15.6,25.6,24.5,9.0,10.1,8.6,9.2,1351.9,104601.7,106610.1,1734765.1,9653783.0,11395153.6,4081.8,20165.5,22499.2
Oil tanker,155,70,5996.1,11025.3,2005.5,2008.4,2010.4,2010.4,467.5,1344.8,1402.4,1428.8,68.0,173.3,284.4,286.5,22.0,40.5,43.0,43.3,863.8,66742.8,68024.2,6088218.4,10948112.7,12975481.1,39278.8,99364.3,123550.3
Container,153,29,437.6,549.5,2007.4,2007.0,2006.9,2006.9,122.7,444.4,231.7,238.2,11.0,44.2,73.6,72.9,8.0,9.3,12.7,12.2,118.5,9076.7,9251.0,678100.5,2242652.1,2550258.6,4432.0,15519.0,18479.1
Chemical tanker,145,25,1043.1,1728.4,2008.7,2007.9,2008.7,2008.7,253.0,1324.9,971.2,1011.2,32.0,174.4,231.2,233.9,15.0,25.9,29.4,29.6,250.6,19169.5,19537.6,768904.6,3429186.4,4068012.9,5302.8,27359.8,33699.9
Ferry-RoPax,136,5,28.7,4.2,2005.0,1975.2,1994.3,1986.5,171.4,801.8,296.7,364.5,9.0,126.8,208.7,292.9,14.0,8.8,11.1,9.1,32.2,2418.2,2464.6,143582.7,310633.1,413003.6,1055.8,2357.0,3358.9
General cargo,116,32,254.6,353.1,1995.5,1993.3,2002.7,2002.9,165.2,486.3,334.2,378.1,26.0,73.4,167.1,182.3,11.0,28.4,16.4,16.7,89.1,6835.1,6966.4,534084.5,1585484.8,2227178.6,4604.2,18116.7,23849.4
Ferry-pax only,99,1,17.6,1.5,2011.0,2011.0,2011.0,2011.0,173.1,173.1,254.9,254.9,10.0,10.0,125.9,125.9,9.0,9.0,12.6,12.6,22.1,1657.4,1689.3,124570.7,253699.9,319583.4,1258.3,2926.1,3857.6
Service - tug,53,15,5.6,4.0,1978.2,1980.2,1978.0,1978.4,371.9,368.1,396.5,401.9,73.0,187.6,301.8,325.5,22.0,154.7,220.2,219.2,19.3,1447.6,1475.4,103259.6,244177.8,326940.9,1948.3,5030.8,6792.5
Refrigerated bulk,49,7,123.9,135.2,2002.9,2001.1,1997.9,1998.0,76.0,385.2,187.2,184.4,9.0,25.4,111.4,109.3,10.0,9.6,9.8,9.8,60.5,4604.4,4692.8,401116.5,876458.9,987248.6,8186.1,17444.4,18834.7
Liquefied gas tanker,46,3,44.2,45.5,2008.7,2009.3,2008.5,2008.5,211.3,210.2,228.3,228.4,20.0,19.5,28.7,28.7,8.0,7.7,9.9,9.9,25.8,1967.6,2005.4,34343.7,99499.2,109879.0,746.6,4087.6,5375.3
Vehicle,36,16,143.6,47.2,2003.3,2004.6,2005.2,2004.9,95.3,138.0,132.2,136.3,13.5,19.6,33.6,34.9,6.5,10.0,9.4,9.5,14.5,1112.6,1134.0,47796.4,210730.9,244047.8,1327.7,5046.5,5431.1
Miscellaneous - fishing,10,1,0.5,0.5,1955.0,1955.0,1955.0,1955.0,277.5,277.5,276.4,276.4,30.0,30.0,31.3,31.3,6.0,6.0,19.6,19.6,2.6,192.1,195.8,3344.3,7418.3,8433.9,334.4,787.1,933.0
Bulk carrier,8,7,174.6,221.5,2011.9,2012.0,2011.8,2011.8,1149.5,1645.0,1390.3,1281.4,97.0,139.4,293.2,290.6,17.0,20.8,10.4,10.7,30.5,2356.7,2401.9,90881.8,251403.2,390035.2,11360.2,53307.9,69031.3
Ro-Ro,1,1,1.5,1.7,1993.0,1993.0,1993.0,1993.0,231.8,231.8,231.8,231.8,20.0,20.0,20.0,20.0,2.0,2.0,2.0,2.0,0.6,46.0,46.8,1848.8,3406.8,3972.1,1848.8,4345.4,4612.7
Service - other,1,1,7.5,2.7,1995.0,1995.0,1995.0,1995.0,608.7,608.7,608.7,608.7,220.0,220.0,220.0,220.0,73.0,73.0,73.0,73.0,2.1,163.7,166.9,19064.3,39115.7,42149.6,19064.3,42421.2,47899.6
