Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Marshall Islands,59,41,615.5,625.7,2002.6,2003.3,2003.1,2002.8,3742.7,6724.6,2001.4,1581.1,561.0,1001.5,967.2,767.0,93.0,250.1,337.0,332.4,221.1,16671.8,16991.9,2542715.9,6066368.2,6924163.2,43096.9,109572.3,130621.8
"Korea, Republic of",37,23,359.1,412.7,1994.2,1993.5,1994.7,1994.3,2494.1,2866.0,2786.8,2883.0,209.0,293.9,292.7,330.4,121.0,209.2,252.8,276.2,326.4,24727.8,25202.6,1258765.8,2752433.4,3101740.1,34020.7,72854.9,79061.0
Guam,29,8,292.1,327.4,2009.5,2007.2,2011.3,2010.3,985.9,1296.1,1045.6,1036.1,112.0,142.8,129.4,125.5,27.0,45.2,36.3,34.9,52.5,4008.8,4085.8,191057.6,628532.8,878331.4,6588.2,31578.1,42179.4
Papua New Guinea,27,24,277.7,271.0,2001.2,1999.6,2001.6,2000.9,4508.7,5334.7,4785.7,4967.2,569.0,728.7,954.5,976.1,103.0,188.6,202.0,198.7,140.2,10573.8,10776.9,1547682.3,3433506.2,3913066.9,57321.6,133098.7,156035.3
Japan,23,19,238.8,217.9,2000.2,1999.7,1998.7,1998.2,5153.0,6475.2,4837.7,4597.3,425.0,695.8,734.7,669.1,76.0,291.8,381.8,339.3,200.0,15073.0,15362.4,1126056.7,2487961.7,2832471.3,48959.0,113069.3,131765.1
Thailand,21,19,377.6,439.5,1991.4,1991.4,1992.1,1991.6,3850.4,4251.5,4196.7,4104.7,297.0,387.2,382.0,367.3,357.0,376.7,362.7,383.9,288.5,21885.4,22305.6,1374841.0,3008165.5,3391274.6,65468.6,140814.2,153492.6
"Taiwan, Province of China",19,16,343.8,371.6,1999.2,2001.7,2000.1,1999.0,4225.3,7598.3,6908.2,6746.9,615.0,1000.9,1381.9,1316.7,94.0,161.0,113.3,106.1,138.7,10484.6,10685.9,1540828.9,3453434.8,3940798.0,81096.3,187229.7,215826.3
Tuvalu,15,14,213.6,196.5,2002.7,2001.9,2004.5,2003.1,7725.7,7885.8,6715.8,5920.9,772.0,745.3,1051.5,1060.4,89.0,344.8,631.4,473.3,98.2,7379.0,7520.7,1308243.6,2900158.8,3295957.1,87216.2,204463.9,241573.8
Solomon Islands,11,11,219.9,222.9,2002.6,2002.6,2008.7,2007.6,7679.7,8954.2,6536.6,6004.2,824.0,887.9,1451.2,1447.0,117.0,196.5,313.3,289.8,69.8,5249.8,5350.6,1468103.9,3254132.4,3697955.3,133464.0,312633.9,369122.0
Kiribati,10,9,118.7,132.4,1994.2,1995.6,1999.1,1999.0,3977.1,4675.8,4322.2,3954.6,442.5,565.1,1068.9,1004.1,65.5,57.7,67.2,64.6,53.4,4017.5,4094.6,787852.7,1708339.4,1934514.1,78785.3,188214.6,224028.2
China,9,7,126.3,135.9,1992.3,1992.6,1992.4,1991.9,3123.9,4271.5,3943.4,3938.9,294.0,520.7,654.0,658.2,291.0,304.6,330.3,347.4,107.0,8088.2,8243.5,466057.5,1003749.3,1119643.0,51784.2,111498.6,121725.0
Northern Mariana Islands,5,2,34.7,49.0,2006.2,2003.5,2006.8,2007.0,1151.4,1068.3,1587.1,1623.7,92.0,101.5,211.8,215.8,22.0,21.5,17.2,17.0,10.7,817.6,833.3,79751.4,245508.2,315892.3,15950.3,55881.8,71898.5
Nauru,3,3,23.4,15.0,2015.0,2015.0,2015.7,2015.5,4145.9,4742.3,4422.2,4134.8,156.0,276.0,256.3,254.6,56.0,518.0,807.1,752.6,7.2,540.6,551.0,105760.5,234597.1,266713.1,35253.5,82967.5,98352.9
Philippines,3,3,33.0,34.1,1995.0,1995.0,1996.9,1993.2,2113.8,4411.7,3040.5,2635.0,220.0,453.3,505.5,394.7,197.0,230.0,209.8,240.2,27.0,2041.0,2080.2,137503.5,302531.7,342234.0,45834.5,102326.1,115686.7
Viet Nam,2,2,25.3,29.9,1986.5,1986.5,1987.0,1987.0,3175.4,3175.4,3176.8,3176.7,218.5,218.5,218.0,218.0,294.0,294.0,298.4,298.2,20.5,1556.5,1586.4,88756.1,193936.3,218451.0,44378.0,94569.1,102106.2
Hong Kong,1,1,16.0,19.0,2016.0,2016.0,2016.0,2016.0,2767.7,2767.7,2767.7,2767.7,250.0,250.0,250.0,250.0,23.0,23.0,23.0,23.0,5.8,438.9,447.3,56382.8,123199.3,138772.4,56382.8,120151.2,129727.2
Chile,1,1,3.1,2.1,2013.0,2013.0,2013.0,2013.0,2112.6,2112.6,2112.6,2112.6,412.0,412.0,412.0,412.0,114.0,114.0,114.0,114.0,0.8,62.4,63.6,14696.5,32599.7,37062.6,14696.5,34587.6,41001.5
Mexico,1,1,22.9,23.8,1996.0,1996.0,1996.0,1996.0,5999.0,5999.0,5999.0,5999.0,433.0,433.0,433.0,433.0,4.0,4.0,4.0,4.0,10.8,825.1,841.0,70582.3,154225.8,173720.8,70582.3,150410.1,162397.7
Italy,1,1,10.6,20.3,2006.0,2006.0,2006.0,2006.0,184.4,184.4,184.4,184.4,37.0,37.0,37.0,37.0,3.0,3.0,3.0,3.0,2.0,154.2,157.1,10489.1,22089.1,24324.6,10489.1,25762.8,32200.4
Palau,1,1,12.9,2.3,1990.0,1990.0,1990.0,1990.0,1915.4,1915.4,1915.4,1915.4,169.0,169.0,169.0,169.0,55.0,55.0,55.0,55.0,4.3,322.1,328.3,9424.6,53226.9,115735.2,9424.6,54446.0,105227.1
Peru,1,1,4.1,3.5,1976.0,1976.0,1976.0,1976.0,1861.9,1861.9,1861.9,1861.9,204.0,204.0,204.0,204.0,4.0,4.0,4.0,4.0,0.4,28.0,28.5,24275.1,53846.8,61218.3,24275.1,57130.2,67724.4
American Samoa,1,1,9.5,4.0,2008.0,2008.0,2008.0,2008.0,5644.1,5644.1,5644.1,5644.1,736.0,736.0,736.0,736.0,225.0,225.0,225.0,225.0,1.5,114.0,116.2,27921.5,61935.3,70414.2,27921.5,65712.0,77897.6
New Caledonia,1,1,14.5,10.5,1998.0,1998.0,1998.0,1998.0,30812.0,30812.0,30812.0,30812.0,4500.0,4500.0,4500.0,4500.0,7.0,7.0,7.0,7.0,23.4,1755.4,1789.1,73694.6,163468.8,185847.4,73694.6,173436.8,205598.8
