Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Barrio Caacupe Mi,147,23,212.7,225.7,1991.9,1994.9,1989.6,1987.1,833.3,659.1,667.3,660.3,150.0,130.4,171.6,176.3,31.0,49.2,133.8,128.6,92.5,6956.8,7090.4,909121.4,2862060.6,3092640.7,6184.5,17633.9,24216.5
Villeta,84,19,122.3,131.7,1992.7,1995.8,1989.8,1989.3,777.8,678.2,675.6,677.8,134.5,128.5,139.8,140.4,5.0,102.9,44.0,43.3,59.8,4494.1,4580.4,576520.0,1629694.8,2116976.1,6863.3,20383.8,28258.7
San Antonio,67,24,190.9,292.5,1999.0,1999.0,1996.8,1996.9,468.3,620.1,446.0,416.0,142.0,148.4,200.8,189.4,21.0,37.6,176.2,200.7,97.7,7432.3,7575.0,568341.9,1044063.7,1325236.6,8482.7,22824.2,29654.6
Puerto Sara,51,16,52.9,53.4,1997.5,1994.1,1982.6,1982.4,712.4,616.8,666.4,669.6,151.0,146.7,160.1,160.5,38.0,42.7,172.8,151.1,28.1,2109.9,2150.4,299582.4,782296.3,1087578.3,5874.2,17124.2,23917.8
Asuncion,17,10,13.9,19.3,1996.6,1992.3,1989.2,1985.0,315.7,546.2,532.3,606.4,78.0,118.5,150.5,157.5,28.0,268.6,368.9,334.8,18.8,1411.5,1438.6,137113.3,241329.6,330710.6,8065.5,21723.0,29189.7
Colonia Mariano Roque Alonso,10,6,8.1,8.9,2012.8,2012.0,2011.3,2011.2,334.2,349.5,379.1,365.5,64.0,68.7,54.1,49.7,16.5,165.8,50.1,40.9,4.5,337.2,343.7,76177.7,182627.9,236801.3,7617.8,19663.3,25710.5
Puerto La Victoria,4,2,1.5,1.7,2015.8,2015.5,2015.5,2015.6,411.5,498.9,438.8,406.7,160.0,527.5,522.2,409.1,4.0,4.0,3.6,3.2,1.7,130.5,133.0,43044.9,101788.1,136288.8,10761.2,27787.4,37517.7
Puerto Guarani,3,3,0.6,0.6,2000.3,2000.3,2009.0,2011.7,195.7,245.5,241.8,269.8,36.0,74.3,88.0,107.1,6.0,5.7,5.7,6.6,0.6,44.1,44.9,16167.1,38230.4,51188.4,5389.0,13915.5,18788.3
Concepcion,1,1,0.4,0.6,2016.0,2016.0,2016.0,2016.0,555.7,555.7,555.7,555.7,202.0,202.0,202.0,202.0,5.0,5.0,5.0,5.0,0.4,32.9,33.6,14867.6,35157.4,47073.9,14867.6,38390.8,51834.1
Fuerte Olimpo,1,1,0.1,0.0,1971.0,1971.0,1971.0,1971.0,127.6,127.6,127.6,127.6,84.0,84.0,84.0,84.0,9.0,9.0,9.0,9.0,0.1,9.3,9.5,969.1,2291.6,3068.3,969.1,2502.4,3378.6
Encarnacion,1,1,0.1,0.1,1971.0,1971.0,1971.0,1971.0,226.0,226.0,226.0,226.0,406.0,406.0,406.0,406.0,21.0,21.0,21.0,21.0,0.4,29.6,30.2,1716.8,4059.8,5435.9,1716.8,4433.2,5985.5
Calera Cue,1,1,0.1,0.1,1971.0,1971.0,1971.0,1971.0,280.3,280.3,280.3,280.3,65.0,65.0,65.0,65.0,6.0,6.0,6.0,6.0,0.2,12.8,13.0,2129.0,5034.4,6740.8,2129.0,5497.4,7422.4
