Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Miscellaneous - fishing,697,91,2784.8,1789.7,1992.6,1990.6,1995.3,1997.2,693.8,2890.1,2516.0,2005.6,148.0,516.0,1258.2,1218.9,36.0,162.0,454.1,390.4,1161.6,87567.0,89248.3,12585486.5,27917035.3,31738842.2,18056.7,42495.5,50375.8
General cargo,152,13,73.2,96.5,1979.6,1984.7,1981.2,1981.4,336.3,355.2,325.2,327.7,29.5,36.7,80.3,82.7,22.0,30.5,52.6,53.1,43.7,3290.4,3353.6,270839.9,779432.0,1113664.9,1781.8,5993.8,8443.8
Service - other,48,4,18.8,23.3,1978.5,1984.0,1988.8,1986.7,317.3,671.3,901.3,859.3,42.5,118.5,666.7,775.1,21.5,42.1,54.0,61.4,34.2,2565.3,2614.5,162543.0,333502.6,359369.2,3386.3,7535.1,8508.2
Ferry-RoPax,25,2,1161.2,243.6,2001.0,1992.5,2004.7,2004.7,2103.7,1555.0,4304.2,4302.1,103.0,146.2,646.2,653.0,82.0,77.5,232.5,237.3,381.5,29279.0,29841.1,1604129.0,3932554.8,4849879.9,64165.2,137401.5,130238.2
Refrigerated bulk,19,12,61.6,66.1,1992.7,1992.1,1993.1,1993.0,521.6,461.3,600.1,596.6,21.0,29.0,53.7,53.0,92.0,108.1,82.2,81.6,52.2,3953.9,4029.8,195976.2,428217.5,482346.7,10314.5,21980.2,23732.0
Service - tug,15,1,0.5,0.3,1999.0,1999.0,1999.0,1999.0,195.8,195.8,187.7,187.7,196.0,196.0,513.7,513.7,57.0,57.0,88.6,88.6,8.1,607.1,618.7,7821.9,18496.4,24765.7,521.5,1346.5,1818.0
Ro-Ro,12,2,22.5,21.5,1980.6,1980.5,1980.6,1980.6,308.8,308.8,405.7,405.9,18.0,18.0,25.5,25.5,10.0,10.5,49.3,49.7,10.0,758.7,773.2,78126.4,602324.9,284231.5,6510.5,15888.4,22649.6
Chemical tanker,6,5,5.2,7.7,2009.3,2009.4,2009.6,2009.5,86.0,147.0,134.4,138.3,15.5,16.9,19.7,20.0,8.0,15.3,22.7,23.4,3.0,226.3,230.6,10523.2,31245.7,38491.4,1753.9,5764.3,7113.4
Cruise,2,2,1.4,0.3,1975.5,1975.5,1967.3,1965.4,240.2,240.2,201.8,232.9,23.0,23.0,29.3,30.8,4.5,4.5,4.8,4.8,0.6,48.4,49.4,1154.7,6521.1,14179.3,577.3,3335.2,6446.0
Bulk carrier,1,1,1.4,1.9,1979.0,1979.0,1979.0,1979.0,427.8,427.8,427.8,427.8,61.0,61.0,61.0,61.0,18.0,18.0,18.0,18.0,0.7,49.6,50.5,4060.6,9210.3,11095.6,4060.6,12244.0,15282.4
