,imp_code_str3,imp_name,HS2,Description,USD,tonne
0,756,"Switzerland, Liechtenstein",25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",88901075.091,2194317.844757
1,756,"Switzerland, Liechtenstein",27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",673101416.371,1043133.82109
2,756,"Switzerland, Liechtenstein",72,Iron and steel,1209589900.787,1037974.8640370001
3,756,"Switzerland, Liechtenstein",68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",419325712.358,655466.95498
4,756,"Switzerland, Liechtenstein",39,Plastics and articles thereof,3070834684.8399997,634092.439435
5,756,"Switzerland, Liechtenstein",48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",1065543870.0270001,608004.7451759999
6,756,"Switzerland, Liechtenstein",38,Chemical products n.e.c.,565685418.806,521242.870789
7,756,"Switzerland, Liechtenstein",29,Organic chemicals,4609533348.235001,512736.118758
8,756,"Switzerland, Liechtenstein",44,Wood and articles of wood; wood charcoal,564702653.296,480665.979704
9,756,"Switzerland, Liechtenstein",22,"Beverages, spirits and vinegar",766939095.121,456600.577261
10,756,"Switzerland, Liechtenstein",73,Iron or steel articles,1575297583.046,433854.579572
11,756,"Switzerland, Liechtenstein",87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7280084907.217,418174.077383
12,756,"Switzerland, Liechtenstein",08,"Fruit and nuts, edible; peel of citrus fruit or melons",528890054.996,367467.968961
13,756,"Switzerland, Liechtenstein",84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",6345048802.655001,337004.051988
14,756,"Switzerland, Liechtenstein",94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",2131800032.6520002,322248.444853
15,756,"Switzerland, Liechtenstein",28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",222565973.919,240563.091803
16,756,"Switzerland, Liechtenstein",69,Ceramic products,249468359.90300003,228926.167386
17,756,"Switzerland, Liechtenstein",76,Aluminium and articles thereof,998426659.2770001,196844.078165
18,756,"Switzerland, Liechtenstein",12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",67723781.799,149323.105896
