,exp_code_str3,exp_name,imp_code_str3,imp_name,USD,tonne
0,156,China,392,Japan,40170435396.923,21306284.681189
1,840,United States of America,392,Japan,32351111076.858,33811967.102481
2,682,Saudi Arabia,392,Japan,18048143760.647,42544410.961434
3,784,United Arab Emirates,392,Japan,16596461488.03,35951700.40602899
4,410,"Korea, Republic of",392,Japan,15731011676.083,14450906.515739
5,276,Germany,392,Japan,14370719389.84,1522601.734682
6,036,Australia,392,Japan,12801083863.779001,33170976.401404
7,643,Russian Federation,392,Japan,9980041640.310999,16441489.257198999
8,764,Thailand,392,Japan,9929053671.518,6989016.561132
9,704,Viet Nam,392,Japan,9186971050.95,6322117.4249370005
10,634,Qatar,392,Japan,9162946940.371,20461763.545765
11,458,Malaysia,392,Japan,8224267996.999001,14058390.82803
12,360,Indonesia,392,Japan,7762499992.331,9006325.007661
13,414,Kuwait,392,Japan,6714724524.706,13356432.785810001
14,158,"China, Taiwan Province of",392,Japan,5634584222.27,3761496.7968140002
15,380,Italy,392,Japan,4636573768.243,499132.201005
16,250,France,392,Japan,4591258157.000999,923815.450961
17,702,Singapore,392,Japan,3214120853.439,1408663.164779
18,124,Canada,392,Japan,3062750225.824,5205766.617748001
19,608,Philippines,392,Japan,2915161323.207,2565809.924456
20,826,United Kingdom,392,Japan,2643358952.508,382070.828393
21,356,India,392,Japan,2592939360.25,2844062.7550179996
22,484,Mexico,392,Japan,2546092149.123,5024571.060894
23,152,Chile,392,Japan,2309025047.354,2375372.298348
24,710,South Africa,392,Japan,2233948587.203,2788664.962503
25,076,Brazil,392,Japan,2010784747.339,3057694.280869
26,364,Iran (Islamic Republic of),392,Japan,1722515122.902,4439855.044156001
27,512,Oman,392,Japan,1608113363.46,5005295.607071
28,096,Brunei Darussalam,392,Japan,1414162388.225,3387687.9264950003
29,554,New Zealand,392,Japan,1342850709.2480001,1403145.683193
30,528,Netherlands (Kingdom of the),392,Japan,1301768399.3339999,508956.937202
31,724,Spain,392,Japan,1208422442.004,356628.910391
32,756,"Switzerland, Liechtenstein",392,Japan,1207428854.203,86480.123209
33,598,Papua New Guinea,392,Japan,1187554628.215,2706660.724942
34,398,Kazakhstan,392,Japan,1141141911.501,1531650.9373149998
35,752,Sweden,392,Japan,1001421210.078,560235.2303160001
36,246,Finland,392,Japan,939128211.5120001,790878.7677859999
37,040,Austria,392,Japan,908009477.4449999,422303.05109399994
38,048,Bahrain,392,Japan,879385451.199,1703987.972089
39,056,Belgium,392,Japan,876144547.7870001,194421.066459
40,578,Norway,392,Japan,848419032.469,422507.210236
41,604,Peru,392,Japan,767589436.7659999,989627.5489769999
42,372,Ireland,392,Japan,698309370.491,74592.401089
43,368,Iraq,392,Japan,646130541.829,1792370.6783699999
44,208,Denmark,392,Japan,582658192.582,94018.432671
45,566,Nigeria,392,Japan,530341463.676,1263189.361805
46,642,Romania,392,Japan,475253388.916,216859.27092299997
47,616,Poland,392,Japan,422745587.034,96168.90052
48,032,Argentina,392,Japan,417714322.635,191331.863712
49,376,Israel,392,Japan,409066151.009,70672.396992
50,348,Hungary,392,Japan,395901647.14,38266.958553
51,218,Ecuador,392,Japan,394127103.272,1149036.0760579999
52,170,Colombia,392,Japan,329561429.232,200704.28719200002
53,792,Türkiye,392,Japan,327713984.176,171655.363002
54,203,Czechia,392,Japan,317657200.285,94653.540411
55,804,Ukraine,392,Japan,307537511.808,154212.17310699998
56,068,Bolivia (Plurinational State of),392,Japan,274082991.441,231708.052098
57,116,Cambodia,392,Japan,273504751.659,23584.29511
58,104,Myanmar,392,Japan,262907288.83,59819.448365000004
59,188,Costa Rica,392,Japan,257151481.605,14935.995561
60,050,Bangladesh,392,Japan,256795109.316,54709.754336
61,344,"China, Hong Kong SAR",392,Japan,208157209.121,47785.112936000005
62,818,Egypt,392,Japan,186034853.329,324024.697938
63,024,Angola,392,Japan,183585551.00399998,432849.16483300005
64,504,Morocco,392,Japan,173077312.276,40577.12235
65,440,Lithuania,392,Japan,167350077.642,20578.001033
66,540,New Caledonia,392,Japan,165521790.576,1331548.14424
67,300,Greece,392,Japan,148661755.247,99585.487804
68,586,Pakistan,392,Japan,143953405.313,156805.675229
69,688,Serbia,392,Japan,134416472.81,16913.271947
70,703,Slovakia,392,Japan,126235120.13499999,14937.55184
71,012,Algeria,392,Japan,122268430.909,246307.20394
72,620,Portugal,392,Japan,121016867.55,30966.561504
73,352,Iceland,392,Japan,119781742.917,41923.076874
74,478,Mauritania,392,Japan,119743989.89,16786.639287
75,144,Sri Lanka,392,Japan,115150121.993,91909.608458
76,470,Malta,392,Japan,111079680.99499999,6092.609472
77,705,Slovenia,392,Japan,109086998.722,12753.677376
78,780,Trinidad and Tobago,392,Japan,106929402.08700001,266861.370188
79,320,Guatemala,392,Japan,106515204.424,50561.743325
80,591,Panama,392,Japan,100278999.539,52890.983167000006
81,231,Ethiopia,392,Japan,87032744.805,34251.126546
82,834,"Tanzania, United Republic of",392,Japan,74788607.07,37019.745019
83,894,Zambia,392,Japan,69213051.528,15255.603650999998
84,418,Lao People's Dem. Rep.,392,Japan,64290829.836,24663.286703
85,442,Luxembourg,392,Japan,58980224.760000005,9351.263619000001
86,690,Seychelles,392,Japan,55402907.361,11148.262957
87,304,Greenland,392,Japan,55197285.742,5348.336432
88,450,Madagascar,392,Japan,53021299.791,14773.655509
89,266,Gabon,392,Japan,49453127.083000004,122846.47661
90,233,Estonia,392,Japan,48646316.951,60054.14378599999
91,548,Vanuatu,392,Japan,45619711.987,8448.458034000001
92,430,Liberia,392,Japan,43391270.872,23176.634294000003
93,428,Latvia,392,Japan,41521387.449,86664.30084899999
94,191,Croatia,392,Japan,38310578.73,8741.155558
95,226,Equatorial Guinea,392,Japan,38049885.709,111463.877463
96,854,Burkina Faso,392,Japan,36791122.823,34446.121743
97,100,Bulgaria,392,Japan,34131319.125,6255.904874
98,242,Fiji,392,Japan,32643027.757,142386.905155
99,404,Kenya,392,Japan,27366049.918,4513.002783
100,340,Honduras,392,Japan,26781169.643,8971.742712000001
101,600,Paraguay,392,Japan,25397362.014,47362.471102
102,788,Tunisia,392,Japan,22548687.403,1983.422155
103,258,French Polynesia,392,Japan,22289426.353,359.493895
104,887,Yemen,392,Japan,21655277.359,44087.392588
105,508,Mozambique,392,Japan,20844779.673,20809.699763
106,400,Jordan,392,Japan,15790967.691,43741.538249
107,558,Nicaragua,392,Japan,15708718.311999999,4089.627004
108,862,Venezuela (Bolivarian Rep. of),392,Japan,14243952.062,34966.584816
109,686,Senegal,392,Japan,13907414.509,3436.154236
110,214,Dominican Republic,392,Japan,12703195.81,658.289003
111,388,Jamaica,392,Japan,12522135.281,1084.281182
112,583,Micronesia (Federated States of),392,Japan,12353342.352,4200.518535
113,706,Somalia,392,Japan,12290714.488,2693.958533
114,454,Malawi,392,Japan,12063050.731,2244.2840389999997
115,184,Cook Islands,392,Japan,11840318.931,1559.197831
116,222,El Salvador,392,Japan,10246638.520000001,2592.021038
117,434,Libya,392,Japan,9502225.809,442.331976
118,496,Mongolia,392,Japan,8620146.081,7512.872954999999
119,858,Uruguay,392,Japan,7974843.095,1870.891865
120,716,Zimbabwe,392,Japan,7618651.873,14309.923449
121,192,Cuba,392,Japan,7616928.967999999,792.249111
122,044,Bahamas,392,Japan,7263923.334,1725.922525
123,268,Georgia,392,Japan,6871373.258,3078.717236
124,112,Belarus,392,Japan,6594212.261,14196.320949
125,480,Mauritius,392,Japan,6437932.59,883.4955729999999
126,008,Albania,392,Japan,6260076.795,3307.512249
127,288,Ghana,392,Japan,6229322.903,4589.216467
128,446,"China, Macao SAR",392,Japan,6114442.683999999,1363.16862
129,296,Kiribati,392,Japan,5937106.617,1588.2954359999999
130,800,Uganda,392,Japan,5790919.086,2808.753761
131,498,"Moldova, Republic of",392,Japan,5459794.227,280.029359
132,740,Suriname,392,Japan,5140047.746,898.03142
133,084,Belize,392,Japan,5088552.891,2365.7752290000003
134,031,Azerbaijan,392,Japan,5080416.635,3109.255857
135,516,Namibia,392,Japan,4759200.187,1915.999939
136,090,Solomon Islands,392,Japan,4205343.122,946.456999
137,051,Armenia,392,Japan,4164441.6220000004,306.19358600000004
138,524,Nepal,392,Japan,3322656.046,641.350928
139,070,Bosnia and Herzegovina,392,Japan,3214926.165,1994.9747879999998
140,860,Uzbekistan,392,Japan,3044995.2060000002,1924.517177
141,654,Saint Helena,392,Japan,2873407.077,139.651687
142,238,Falkland Islands (Malvinas),392,Japan,2834057.6149999998,370.50469200000003
143,384,Côte d'Ivoire,392,Japan,2568241.752,593.970457
