Inventory,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
All Global Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
All International Voyages,1229088,41343,71953336.7,102531467.9,2003.7,2003.8,2009.2,2009.4,668.4,1825.5,2058.1,2438.9,67.0,228.6,428.3,471.9,22.0,79.5,68.9,76.8,7386879.1,561972489.7,572762361.5,42427448653.6,117844885887.1,135247567981.6,34519.5,120548.3,148093.0
All Domestic Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
Int. Arr. Inventory,3072,1119,183108.3,263038.0,2004.6,2006.3,2009.5,2009.7,609.5,2220.1,2212.1,2324.0,79.0,244.9,406.2,422.6,40.0,86.0,108.0,120.9,24034.5,1854611.3,1890219.8,148475166.3,384204144.2,446520039.4,48331.8,155692.5,188177.2
Int. Dep. Inventory,3076,1126,125549.8,183377.4,2004.6,2006.3,2008.6,2008.8,577.0,1750.5,1510.4,1612.9,76.0,262.8,467.1,508.8,46.0,98.5,75.5,80.5,18498.5,1425361.6,1452728.5,101573797.0,264655968.1,308548409.7,33021.4,109096.1,132390.1
Domestic Inventory,10,5,105.5,161.1,2004.1,2005.4,2006.7,2006.8,232.3,1118.9,609.4,640.7,68.0,180.3,408.2,410.6,65.5,207.8,744.0,749.2,42.4,3221.9,3283.7,178507.0,510237.8,601306.6,17850.7,56482.2,66177.9
