Inventory,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
All Global Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
All International Voyages,1229088,41343,71953336.7,102531467.9,2003.7,2003.8,2009.2,2009.4,668.4,1825.5,2058.1,2438.9,67.0,228.6,428.3,471.9,22.0,79.5,68.9,76.8,7386879.1,561972489.7,572762361.5,42427448653.6,117844885887.1,135247567981.6,34519.5,120548.3,148093.0
All Domestic Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
Int. Arr. Inventory,306,160,5293.5,5747.8,2001.2,1999.5,2003.4,2003.4,3236.1,7067.5,2877.0,2543.0,313.0,804.3,804.8,632.9,83.5,396.4,485.7,357.2,2388.3,181005.9,184481.2,16218476.8,38962020.5,44585618.5,53001.6,134918.2,158037.9
Int. Dep. Inventory,291,157,5417.2,6532.5,2001.0,1998.9,2001.3,2001.8,3263.6,6836.0,2987.5,2908.3,321.0,963.1,827.0,749.8,70.0,238.7,223.7,211.4,2180.5,165395.6,168571.2,14917681.4,35251885.8,40402978.0,51263.5,134653.0,158758.4
Domestic Inventory,65,15,134.3,152.9,1998.5,1994.9,2006.3,2006.1,273.7,490.6,393.1,384.7,36.0,90.1,324.3,300.5,21.0,31.6,340.6,312.8,94.4,7106.2,7242.7,358992.4,1056956.5,1059859.0,5523.0,15107.3,18828.2
