Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Miscellaneous - fishing,110,71,1638.9,1183.6,2004.3,2002.7,2004.6,2004.0,7721.3,11832.7,9348.3,9311.0,880.5,1366.1,1773.8,1727.3,117.0,590.9,1139.8,1021.0,551.9,41447.7,42243.5,8323739.2,18463658.1,20991309.6,75670.4,178086.7,211111.0
Refrigerated bulk,86,50,1485.3,1753.7,1991.3,1991.8,1992.2,1992.1,3927.1,4151.9,3797.4,3784.4,321.0,439.6,603.3,589.5,369.0,396.1,427.6,431.2,1340.0,101443.1,103390.8,5202730.5,11368218.8,12805229.3,60496.9,128918.2,139192.9
Container,47,11,1327.2,1643.6,2007.4,2007.7,2011.3,2010.9,2186.7,1743.3,1890.7,1822.5,140.0,124.7,171.4,168.8,25.0,42.1,29.0,29.8,305.1,23486.7,23937.7,1621987.2,6063564.2,6913777.8,34510.4,138674.3,168336.1
General cargo,26,6,275.3,331.8,2009.7,2010.7,2009.9,2009.1,614.9,1340.1,999.7,1047.0,61.0,157.4,164.3,172.4,47.5,55.6,49.9,50.9,46.4,3543.9,3612.0,125353.4,457703.2,675802.1,4821.3,28846.8,39393.2
Chemical tanker,21,8,442.1,702.6,2010.0,2010.0,2010.6,2010.8,1803.9,1818.4,1792.5,1782.3,212.0,198.1,219.5,220.8,24.0,24.1,25.9,25.6,92.1,7094.9,7231.2,446714.8,1778029.7,2184076.7,21272.1,96256.0,121866.8
Service - tug,7,5,8.5,5.1,1977.6,1984.0,1974.6,1983.7,2179.5,2604.1,2495.8,2418.6,342.0,437.5,509.8,489.4,66.0,68.5,77.9,83.2,16.5,1237.8,1261.6,130318.2,308163.2,412613.9,18616.9,48072.1,64905.5
Service - other,4,4,49.4,26.1,1995.5,1995.5,1990.4,1989.8,2531.8,4173.4,5440.7,5497.2,260.0,536.0,1252.8,1319.7,24.5,42.8,30.3,26.8,19.5,1463.6,1491.7,182142.9,373717.3,402703.0,45535.7,101324.7,114409.9
Oil tanker,3,3,37.0,58.0,2001.3,2001.3,2002.4,2002.2,3970.1,3245.4,3579.6,3597.0,467.0,444.7,484.2,483.3,20.0,32.0,26.3,25.0,12.9,981.2,1000.1,165305.9,84983.9,90971.2,55102.0,159842.9,207455.7
Bulk carrier,1,1,26.0,42.5,2007.0,2007.0,2007.0,2007.0,1305.2,1305.2,1305.2,1305.2,116.0,116.0,116.0,116.0,43.0,43.0,43.0,43.0,2.9,223.4,227.7,17416.9,48350.7,75146.5,17416.9,82054.7,106348.8
Cruise,1,1,3.8,0.7,1990.0,1990.0,1990.0,1990.0,562.5,562.5,562.5,562.5,41.0,41.0,41.0,41.0,31.0,31.0,31.0,31.0,1.1,83.3,84.9,2767.8,15631.3,33988.4,2767.8,15989.4,30902.4
