Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Port Of Sohar,2519,1234,139101.4,189886.4,2006.6,2007.5,2008.9,2008.8,549.5,1512.6,1688.6,1780.1,55.0,165.3,381.9,465.3,35.0,67.3,90.1,117.9,13365.8,1026366.6,1046072.8,70683912.5,221540933.5,256351321.5,28060.3,104573.5,127276.6
Salalah,1050,313,177734.3,195637.1,2007.5,2007.3,2009.6,2009.5,1362.9,2119.4,2336.8,2294.2,94.0,151.1,212.0,212.9,18.0,32.6,22.4,22.8,17850.8,1382193.0,1408731.1,90823770.8,277859967.2,302763504.7,86498.8,299506.5,354821.0
Mina Raysut,536,411,28618.3,39152.6,2005.0,2006.3,2007.5,2008.1,1165.8,1635.5,1726.9,1698.2,104.0,177.4,223.8,243.0,49.0,64.2,50.3,58.9,3351.9,259015.6,263988.7,20266544.4,56998748.4,66990097.5,37810.7,135115.3,161112.8
Mina Qabus,441,322,39535.4,50028.2,2006.7,2008.3,2009.5,2009.5,599.8,1460.9,1460.2,1510.0,53.0,157.6,318.5,333.1,8.0,24.5,21.1,27.2,4042.8,299235.0,304980.3,17915267.3,56747207.8,58039611.7,40624.2,159891.5,207303.9
Duqm,203,165,19880.0,33223.5,2006.6,2006.5,2006.1,2006.0,1214.0,2474.0,3605.4,3706.2,139.0,278.9,1301.4,1407.4,69.0,211.7,236.7,243.0,2421.3,186068.2,189640.7,12417404.8,28962846.8,35267859.2,61169.5,209273.1,265879.0
Fahal,133,121,35871.3,67942.7,2006.8,2007.0,2009.2,2009.3,793.5,1941.9,2170.7,2247.9,76.0,182.4,383.0,388.2,52.0,61.5,74.0,74.8,2221.1,171848.3,175147.8,16748298.9,29771348.1,31161865.8,125927.1,350063.2,438743.8
Sur,112,56,36663.5,29337.4,2005.6,2006.3,2004.6,2004.8,1318.7,3305.3,5442.9,4348.6,167.0,263.4,596.9,589.6,42.5,62.8,410.8,408.7,4863.4,293292.2,298923.4,7779668.9,48184073.8,41455874.5,69461.3,537851.6,815213.2
Mina Al Fahl,74,65,26289.7,50664.4,2009.7,2009.8,2010.6,2010.6,3116.1,2388.5,2480.9,2487.3,255.0,256.6,461.1,462.1,70.5,70.3,71.6,71.5,1706.7,132203.9,134742.2,12368523.8,21106210.6,22091395.6,167142.2,452636.8,566309.8
Qalhat Lng Terminal,73,37,34073.3,25739.1,2005.5,2006.1,2005.0,2004.8,4382.6,4585.6,4937.6,4842.1,322.0,327.1,448.2,456.2,22.0,17.0,54.8,58.6,4329.2,261030.2,266042.0,6234532.2,44474310.9,37585099.3,85404.6,736614.3,1132059.4
Muscat,10,10,999.5,1781.2,2007.7,2007.7,2011.2,2010.9,455.4,4176.6,1902.2,2082.6,45.0,193.6,341.9,356.5,4.0,207.0,301.3,190.7,80.4,6158.7,6276.9,662528.8,1118238.2,1205766.4,66252.9,218237.1,278642.9
