Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1559,334,187108.0,208418.9,2006.8,2007.1,2008.7,2008.6,1174.0,2019.0,1907.1,1895.8,85.0,131.9,192.9,193.6,21.0,28.1,28.2,28.4,19315.6,1495201.7,1523909.6,118423748.2,332136739.7,372316777.2,75961.4,246625.0,289232.7
Bulk carrier,839,541,76520.6,141548.9,2007.2,2008.9,2008.5,2008.4,965.7,2213.4,2380.0,2462.4,166.0,240.8,503.7,513.3,58.0,87.2,107.7,109.0,5198.1,402449.3,410176.3,35841672.2,86404651.7,102760137.0,42719.5,150300.9,181205.0
Oil tanker,769,484,180750.6,341782.3,2005.7,2007.2,2009.7,2009.7,1005.8,2710.3,3460.4,3502.4,164.0,280.1,543.0,545.1,48.0,94.8,73.7,73.3,12949.9,1001761.0,1020994.8,107137082.3,191440786.1,209448118.9,139320.0,370606.0,460496.9
Chemical tanker,674,378,26861.2,44408.9,2008.2,2009.1,2010.5,2010.5,1081.2,1954.3,1974.1,1991.4,139.0,194.4,346.2,348.1,39.0,71.7,74.8,74.6,4335.2,334650.0,341075.3,14937840.7,75701045.6,88166532.4,22163.0,130090.8,158346.4
Liquefied gas tanker,373,135,107937.8,82514.8,2007.6,2008.4,2006.1,2006.0,1883.1,3043.7,4552.2,4199.7,169.0,224.3,515.8,504.1,30.0,76.6,89.3,85.7,14970.6,935185.5,953141.1,22382878.1,146455555.9,124481502.3,60007.7,479926.7,727410.5
General cargo,339,193,4708.1,6460.3,2002.4,2003.2,2005.7,2005.8,697.0,1129.8,1139.4,1136.2,76.0,128.9,244.3,244.0,44.0,89.7,88.7,88.4,883.2,67715.5,69015.6,3834334.4,12720784.8,18297625.9,11310.7,57071.6,75986.6
Vehicle,260,181,14539.9,4788.0,2008.3,2008.0,2007.8,2007.6,335.1,958.5,942.1,939.4,23.0,63.2,207.8,205.5,11.0,19.6,23.7,28.2,873.0,67612.4,68910.5,4848483.0,21376611.5,24756294.8,18648.0,70881.1,76283.6
Cruise,103,42,7636.9,794.3,2005.7,2003.3,2005.2,2004.5,533.0,1179.5,971.9,1025.7,37.0,74.3,107.1,113.2,16.0,50.6,62.4,60.7,1787.5,138465.8,141124.3,3234556.3,15611022.3,17399124.4,31403.5,132502.1,136742.1
Service - tug,82,52,76.5,63.2,2004.8,2003.8,2006.2,2006.3,347.6,1335.3,1170.0,1139.7,131.0,683.0,1151.2,932.8,15.0,110.4,219.9,234.7,117.5,8831.1,9000.6,1617037.6,3823807.2,5119871.2,19720.0,50920.5,68751.3
Ro-Ro,64,40,2236.4,1288.1,2002.9,2002.0,2001.7,2000.5,387.4,1622.4,2259.8,2295.3,62.5,355.3,563.6,557.0,26.0,180.4,159.8,172.4,487.8,37505.1,38225.2,1460938.5,3343688.0,3304212.7,22827.2,53808.5,58660.5
Ferry-RoPax,54,4,132.5,13.1,2012.2,2011.5,2009.8,2010.6,719.5,986.0,1750.0,1548.2,22.0,26.8,176.2,144.5,40.0,61.1,194.5,186.3,195.2,14653.3,14934.7,277714.3,612705.0,804885.2,5142.9,11411.9,15481.9
Service - other,19,13,559.0,547.2,2003.5,2002.3,2005.5,2005.2,1177.5,3379.0,3146.2,2952.0,275.0,554.8,939.7,1044.4,57.0,664.7,1139.7,1131.1,156.4,11837.5,12064.7,3818557.0,7834840.7,8442515.3,200976.7,447206.9,504960.0
Miscellaneous - fishing,4,4,22.6,16.4,1974.8,1974.8,1975.7,1976.5,3900.3,6462.2,6105.2,5745.0,378.0,755.2,1482.5,1225.6,772.0,696.0,339.1,408.3,27.2,2042.6,2081.9,115667.0,256571.7,291696.0,28916.7,68054.2,80674.2
Refrigerated bulk,1,1,28.1,33.0,1997.0,1997.0,1997.0,1997.0,5519.4,5519.4,5519.4,5519.4,426.0,426.0,426.0,426.0,48.0,48.0,48.0,48.0,11.0,838.7,854.8,97754.0,213597.2,240597.1,97754.0,208312.6,224915.1
