Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Kavkaz,5353,1104,9341.6,12252.4,1991.8,1992.8,1995.5,1995.8,429.8,455.2,453.1,460.3,59.0,88.1,121.8,123.3,24.0,48.3,65.8,63.8,3186.3,241026.4,245654.1,24323762.8,67807546.2,92338286.8,4543.9,15759.2,21267.0
St Petersburg,4162,1277,71412.1,86899.7,2001.6,2003.6,2006.2,2006.5,707.8,1483.8,962.8,1403.5,76.0,142.5,280.7,330.8,21.0,54.2,75.4,89.3,15068.8,1135949.7,1157760.0,84261175.7,230160120.6,277670159.8,20245.4,63919.8,76616.1
Novorossiysk,3712,1579,66034.5,108960.6,2002.1,2004.3,2007.6,2008.0,481.8,926.4,807.4,820.7,62.0,130.4,260.4,267.6,20.0,49.1,77.7,77.1,9484.0,731599.1,745645.8,53889362.3,146892202.6,172655043.4,14517.6,50497.8,62258.1
Ust-Luga,2201,1069,126679.9,221957.1,2008.1,2007.9,2010.9,2010.9,977.8,1953.4,1939.6,1982.9,101.0,201.8,423.1,426.5,30.0,61.3,79.5,80.3,14601.9,1106665.6,1127913.6,88531672.2,219549739.4,253877341.1,40223.4,133580.8,165408.2
Nakhodka,1728,1083,145973.4,231608.3,2006.4,2008.0,2010.5,2010.5,1175.9,2561.9,2588.1,2835.0,125.0,259.4,467.4,496.9,45.0,91.0,119.0,132.2,11806.3,910347.0,927825.6,80407439.0,206268637.7,248921123.7,46532.1,166652.8,203147.3
Taman',1300,954,36299.7,62838.8,2004.2,2004.3,2009.2,2009.3,450.4,1135.5,1158.9,1175.3,72.0,199.2,507.1,508.9,16.0,66.6,108.7,108.7,4570.6,352738.9,359511.5,24564339.4,62374928.8,75219887.3,18895.6,69236.7,84169.1
Vostochnyy,1084,538,47022.9,80740.9,2007.5,2007.8,2007.8,2007.8,936.5,1760.3,1729.1,1803.3,102.0,176.9,308.8,322.0,34.5,75.7,104.7,108.4,4591.7,355035.3,361852.0,28583514.3,75134906.0,91394333.7,26368.6,99236.7,119969.6
Tuapse,1058,579,18536.1,30934.5,2001.3,2004.5,2006.9,2007.1,505.1,975.0,968.5,999.5,59.0,135.6,313.9,320.3,27.0,51.4,84.4,83.8,2831.0,218295.5,222486.8,13639188.7,40185683.8,47164697.1,12891.5,49920.8,61524.5
Baltiysk,1018,593,16277.2,22642.3,2002.0,2003.0,2009.6,2009.8,528.5,1046.6,1054.8,1144.5,63.0,142.3,292.2,331.3,25.0,47.5,84.0,96.0,2442.4,184655.4,188200.8,14153176.1,40213770.9,50029459.1,13902.9,49641.9,61942.2
Murmansk,1005,566,67615.5,120197.6,2003.1,2005.6,2009.5,2009.7,1710.6,2775.2,2731.5,2775.0,184.0,384.0,446.0,442.4,35.0,92.0,82.8,81.3,7605.0,582746.3,593935.0,47073832.0,117392738.0,138382413.2,46839.6,156989.7,194037.7
Vostokmorservice,966,431,13357.2,18389.5,1998.0,2000.0,2005.5,2006.9,714.0,1399.1,1366.3,1557.3,76.0,172.1,296.3,312.7,31.0,84.3,82.7,91.9,2603.8,199278.8,203105.0,16051884.4,44449854.9,52906475.7,16616.9,53662.8,64957.1
Rostov-On-Don,933,400,1641.6,2099.6,1991.7,1990.0,1995.1,1995.6,369.4,448.3,471.6,469.3,73.0,86.3,112.2,110.3,26.0,46.7,58.8,58.0,538.4,40531.8,41310.0,4626741.0,12143577.2,16605859.7,4959.0,17193.3,23221.2
Temryuk,927,293,1713.2,2300.1,1995.8,1994.0,1999.8,1999.8,489.8,477.0,514.2,515.4,80.0,109.9,121.1,120.4,29.0,49.9,80.6,76.7,791.8,59796.9,60945.0,4803462.3,12400419.8,16643344.3,5181.7,18057.4,24065.4
Vladivostok,926,441,22532.1,29137.4,1996.3,1998.2,2006.3,2007.2,798.8,1589.9,1693.9,1965.3,83.0,185.0,437.2,478.7,33.0,98.9,99.1,113.4,3764.3,287584.0,293105.6,22347734.0,56534728.5,65498916.2,24133.6,69051.1,81310.5
Primorsk,810,299,44981.0,78488.2,2008.0,2007.8,2009.1,2009.1,1352.3,1559.7,1331.0,1339.5,118.5,153.2,211.9,214.2,28.0,43.4,45.9,45.9,5991.2,451957.5,460635.1,37544525.5,95659821.4,108468277.7,46351.3,141994.3,175882.4
Astrakhan,798,302,1787.4,2267.7,1993.9,1996.9,1995.7,1995.9,609.9,691.6,719.0,711.6,101.0,167.7,218.6,207.3,42.0,83.5,87.2,84.9,623.3,46873.0,47773.0,5869963.4,15391837.9,21326060.4,7355.8,24473.0,33848.2
