Inventory,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
All Global Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
All International Voyages,1229088,41343,71953336.7,102531467.9,2003.7,2003.8,2009.2,2009.4,668.4,1825.5,2058.1,2438.9,67.0,228.6,428.3,471.9,22.0,79.5,68.9,76.8,7386879.1,561972489.7,572762361.5,42427448653.6,117844885887.1,135247567981.6,34519.5,120548.3,148093.0
All Domestic Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
Int. Arr. Inventory,38004,9443,805237.8,1158074.3,1999.6,2003.0,2008.3,2008.4,507.7,1202.2,1236.9,1223.4,62.0,164.6,302.8,293.4,42.0,96.2,76.9,78.4,109379.5,8230469.0,8388494.0,631185579.9,1708342715.3,2011374674.8,16608.4,56466.2,70287.8
Int. Dep. Inventory,37730,9352,925844.5,1440485.6,1999.6,2002.9,2008.7,2008.9,546.1,1527.7,1436.9,1538.9,76.0,195.2,359.9,376.8,27.0,68.2,84.8,89.7,121109.6,9145292.9,9320882.5,723111559.1,1926804391.8,2288814944.3,19165.4,65586.4,81832.8
Domestic Inventory,44178,3398,117707.0,142417.2,1991.6,1995.0,1998.9,1999.9,205.5,925.1,573.8,534.5,43.0,240.5,618.8,513.9,26.0,100.5,185.7,155.4,48388.7,3668348.1,3738780.4,253134980.5,565476271.5,717646850.8,5729.9,17225.1,21897.3
