Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,149,32,823.6,1219.5,2004.4,2003.2,2004.5,2004.7,928.0,1803.8,1181.4,1200.9,132.0,452.4,258.2,263.2,26.0,106.3,53.8,56.2,244.2,18727.6,19087.2,2195887.6,6434527.4,8974577.9,14737.5,56907.9,73953.4
Oil tanker,25,6,472.0,765.3,1995.9,1998.3,1998.7,1998.5,1581.5,4932.9,1432.9,1366.3,229.0,443.1,688.8,647.1,45.0,678.8,1133.4,1047.7,121.2,9256.5,9434.2,1125755.9,1370165.1,1507093.4,45030.2,136038.7,173363.3
Container,23,1,152.0,198.3,2007.0,2007.0,2007.0,2007.0,842.7,842.7,1058.1,1058.1,143.0,143.0,161.6,161.6,14.0,14.0,42.9,42.9,47.3,3599.8,3668.9,443589.9,1125040.4,1270292.5,19286.5,49706.7,55977.6
Bulk carrier,10,9,201.4,373.7,2006.8,2009.0,2013.5,2013.6,741.6,770.0,620.2,620.3,66.5,80.1,63.4,63.0,99.0,159.1,160.4,155.9,21.1,1633.5,1664.9,124203.5,273279.3,322035.2,12420.3,39613.9,47351.5
Service - other,3,2,5.4,3.2,2005.7,2008.5,2007.4,2008.6,1509.5,1556.3,1467.8,1507.0,198.0,194.5,186.3,191.5,95.0,116.8,141.6,126.4,1.8,132.5,135.0,22599.0,46368.2,49964.6,7533.0,16762.2,18926.9
Chemical tanker,3,3,90.3,156.4,1996.7,1996.7,1996.4,1996.4,1539.6,2674.8,2287.8,2315.0,271.0,783.0,1066.5,1079.3,41.0,44.3,55.8,55.7,30.0,2285.1,2328.9,115420.1,393818.9,465662.5,38473.4,147503.8,176429.3
Cruise,3,2,130.4,18.1,1989.7,1987.5,1991.4,1991.0,726.2,831.9,886.9,879.2,41.0,51.0,68.8,67.7,9.0,10.5,9.6,9.7,26.6,2062.5,2102.1,47410.8,392424.5,523325.6,15803.6,109144.8,129758.3
Liquefied gas tanker,2,2,163.1,103.1,2014.0,2014.0,2013.2,2013.3,600.0,600.0,671.1,610.4,49.5,49.5,68.0,66.6,31.5,31.5,25.6,26.0,14.0,879.8,896.7,24020.8,179470.6,149028.0,12010.4,108629.9,168797.1
Ro-Ro,2,2,11.3,17.1,2016.0,2016.0,2016.0,2016.0,9497.2,9497.2,8988.6,9995.2,3931.5,3931.5,7659.9,7691.6,160.5,160.5,7.7,6.4,86.6,6503.7,6628.5,61863.1,476940.6,225063.8,30931.5,75486.0,107608.1
Ferry-RoPax,1,1,12.8,3.0,2007.0,2007.0,2007.0,2007.0,11326.4,11326.4,11326.4,11326.4,3024.0,3024.0,3024.0,3024.0,1514.0,1514.0,1514.0,1514.0,17.9,1347.6,1373.5,101993.8,220658.0,293376.8,101993.8,227703.1,324491.9
Ferry-pax only,1,1,13.6,1.5,2004.0,2004.0,2004.0,2004.0,8456.3,8456.3,8456.3,8456.3,560.0,560.0,560.0,560.0,656.0,656.0,656.0,656.0,5.1,379.2,386.5,123599.1,251721.2,317090.9,123599.1,287424.0,378919.7
Service - tug,1,1,3.9,3.6,2012.0,2012.0,2012.0,2012.0,1412.5,1412.5,1412.5,1412.5,164.0,164.0,164.0,164.0,244.0,244.0,244.0,244.0,2.6,198.5,202.4,91985.6,217518.3,291245.3,91985.6,237523.4,320696.9
