Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,143,29,734.3,1080.3,2004.3,2002.7,2003.8,2003.9,859.8,1945.8,1079.9,1094.4,92.0,246.2,209.9,221.7,42.0,129.3,89.6,96.7,213.2,16340.6,16654.3,1889499.3,5547437.8,7742098.6,13213.3,51235.4,66631.2
Oil tanker,24,5,158.9,268.2,1995.9,1999.0,1999.8,1998.6,1582.5,819.7,490.6,486.1,225.0,113.1,143.8,143.3,43.5,21.7,34.4,33.6,40.9,3124.9,3184.9,549337.9,391977.2,461110.7,22889.1,63847.3,81691.8
Container,23,1,118.2,154.3,2007.0,2007.0,2007.0,2007.0,822.4,822.4,823.2,823.2,74.0,74.0,73.9,73.9,56.0,56.0,55.8,55.8,33.9,2590.5,2640.2,345110.3,875274.7,988280.0,15004.8,38671.5,43550.3
Bulk carrier,9,8,684.0,1265.1,2006.6,2009.0,2013.4,2013.4,2147.4,2045.7,2116.9,2110.5,266.0,357.6,360.1,352.8,7.0,56.4,9.6,9.7,50.0,3867.3,3941.5,370583.8,796892.7,942072.3,41176.0,133003.4,156892.5
Service - other,3,2,6.5,3.6,2005.7,2008.5,2003.0,2003.8,892.4,1558.1,1764.3,1673.0,420.0,347.8,429.1,428.6,42.0,38.8,57.1,56.3,1.9,143.6,146.4,25089.2,51477.5,55470.1,8363.1,18609.2,21012.4
Chemical tanker,3,3,95.7,165.3,1996.7,1996.7,1997.9,1997.9,2036.3,2462.0,2422.9,2446.6,186.0,371.7,438.0,442.8,46.0,116.0,124.6,126.0,21.6,1652.4,1684.2,101974.5,375844.0,442997.6,33991.5,141737.2,170268.1
Cruise,3,2,90.6,13.3,1989.7,1987.5,1987.7,1987.1,446.8,830.1,616.5,646.6,38.0,60.8,59.9,62.2,12.0,12.0,12.0,12.2,16.9,1306.8,1331.9,34870.6,288627.7,384905.4,11623.5,80275.9,95437.1
Liquefied gas tanker,2,2,1474.8,1118.8,2014.0,2014.0,2014.5,2014.6,6716.9,6716.9,6066.8,6622.1,111.5,111.5,70.9,61.8,506.0,506.0,740.8,793.7,166.2,10078.7,10272.2,260615.6,1947177.9,1616888.8,130307.8,1178587.3,1831374.5
Ferry-RoPax,1,1,3.6,0.8,2007.0,2007.0,2007.0,2007.0,3210.9,3210.9,3210.9,3210.9,443.0,443.0,443.0,443.0,184.0,184.0,184.0,184.0,2.9,216.5,220.6,28914.0,62553.8,83168.7,28914.0,64551.0,91989.5
Ferry-pax only,1,1,1.9,0.2,2004.0,2004.0,2004.0,2004.0,1207.7,1207.7,1207.7,1207.7,37.0,37.0,37.0,37.0,132.0,132.0,132.0,132.0,0.7,53.4,54.5,17651.7,35949.3,45285.0,17651.7,41048.1,54115.0
Service - tug,1,1,4.6,4.2,2012.0,2012.0,2012.0,2012.0,1661.2,1661.2,1661.2,1661.2,381.0,381.0,381.0,381.0,5.0,5.0,5.0,5.0,2.8,210.1,214.2,108184.3,255823.4,342533.7,108184.3,279351.4,377171.8
Ro-Ro,1,1,4.3,5.3,2016.0,2016.0,2016.0,2016.0,6511.6,6511.6,6511.6,6511.6,6326.0,6326.0,6326.0,6326.0,29.0,29.0,29.0,29.0,67.3,5049.7,5146.7,19053.1,146891.8,69316.9,19053.1,46497.5,66284.0
