Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,591,207,1481.2,1987.6,2004.0,2000.6,2007.4,2007.3,254.9,375.7,360.0,369.3,22.0,37.2,59.0,59.2,36.0,63.6,92.8,94.9,450.4,34380.5,35040.6,2154167.3,6588737.6,9331189.3,3645.0,15319.9,20316.7
Chemical tanker,545,67,3425.1,5224.4,2007.4,2008.6,2006.2,2006.0,349.8,345.9,459.8,458.7,25.0,55.5,68.1,68.0,38.0,53.6,74.8,75.1,1032.0,79146.2,80665.8,3548649.7,12880658.3,15378562.5,6511.3,26900.5,32782.3
Container,276,70,1494.5,1835.4,2002.9,2002.6,2002.6,2002.6,292.0,389.6,415.0,411.0,19.0,25.6,44.0,44.0,47.5,68.5,82.2,81.2,477.4,36327.7,37025.2,1909813.6,6906001.7,7860737.1,6919.6,26753.8,32295.5
Liquefied gas tanker,272,44,2036.0,2101.8,1998.1,2005.2,2001.3,2000.4,235.1,297.7,291.9,296.2,33.5,71.0,111.3,109.3,28.0,41.0,59.9,62.8,564.6,42407.5,43221.8,1000772.3,4095343.4,3987446.3,3679.3,23575.3,33078.6
Bulk carrier,152,112,1825.5,3015.9,2007.5,2007.5,2008.2,2008.4,378.4,494.4,488.4,484.2,40.0,77.4,110.6,113.4,56.0,106.0,108.6,109.9,225.6,17416.6,17751.0,1191741.2,2764427.6,3674734.3,7840.4,29483.9,35971.5
Ro-Ro,130,10,298.5,219.8,1989.7,1992.1,1991.1,1992.4,244.4,313.9,327.5,342.6,19.0,30.6,33.3,36.2,23.0,41.2,32.4,36.0,102.9,7874.2,8025.4,458181.9,2695605.9,1454442.1,3524.5,8502.4,11181.8
Oil tanker,74,50,940.4,1696.4,2008.6,2007.8,2008.9,2008.9,230.7,329.7,307.2,308.7,31.5,61.8,108.9,112.0,22.5,42.8,75.9,74.4,137.1,10587.7,10791.0,873352.6,1627713.4,1831692.7,11802.1,31600.7,39331.4
Service - tug,42,17,112.6,64.4,1997.7,2003.5,2010.2,2010.0,282.5,1786.3,4273.9,3991.3,49.0,954.4,768.5,805.6,50.5,188.3,1641.9,1608.3,67.6,5072.1,5169.5,1648328.8,3897801.5,5218945.5,39245.9,101340.0,136826.2
Service - other,20,10,53.3,33.2,2005.2,2006.1,2009.2,2009.4,381.0,2100.5,1264.9,1250.3,81.0,267.9,636.8,635.9,43.0,366.4,663.8,639.9,21.5,1605.2,1636.0,231419.6,474822.2,511649.7,11571.0,25747.4,29072.4
Ferry-RoPax,15,5,123.2,21.5,1992.1,1995.0,1995.7,1996.6,356.0,547.5,528.4,500.7,18.0,24.7,28.5,27.8,8.0,13.5,35.4,31.9,44.1,3398.2,3463.5,133714.4,330665.2,405728.3,8914.3,19028.5,17330.9
Miscellaneous - fishing,12,4,1.0,0.8,2010.1,2000.8,2013.8,2014.1,280.0,193.3,442.4,437.7,11.5,15.5,139.9,141.3,18.5,21.0,118.8,120.2,5.1,380.0,387.3,5452.8,12095.4,13751.2,454.4,1069.4,1267.7
Ferry-pax only,2,2,3.2,1.0,1997.0,1997.0,1992.2,1992.3,8692.2,8692.2,6613.2,6353.7,513.5,513.5,869.6,863.1,38.5,38.5,22.3,22.6,8.7,652.8,665.3,79980.0,162886.7,205186.9,39990.0,92994.9,122597.9
Vehicle,2,1,5.2,1.6,2001.0,2001.0,2001.0,2001.0,270.3,270.3,270.3,270.3,17.0,17.0,16.4,16.4,21.0,21.0,19.0,19.0,1.2,91.2,93.0,1587.7,7000.2,8106.9,793.9,3017.5,3247.5
