Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,1625,633,12147.2,16631.1,2000.9,2000.7,2005.5,2005.7,787.9,1245.4,1243.5,1266.1,80.0,131.4,217.3,222.3,50.0,77.1,94.5,97.0,2818.6,215602.0,219741.5,19993639.6,60538515.6,85586513.8,12303.8,50441.2,66904.9
Container,1259,128,10711.8,13448.0,2003.2,2002.5,2003.6,2003.6,530.0,770.2,733.7,723.8,42.0,62.8,85.7,84.6,68.0,76.1,81.3,81.6,3319.0,253025.6,257883.7,14928086.0,51600117.9,58690901.7,11857.1,43675.7,52380.9
Bulk carrier,747,554,36496.6,61371.3,2007.8,2008.4,2008.8,2008.8,1389.6,1969.3,1945.7,1960.3,124.0,182.3,343.4,348.2,142.0,181.0,189.2,190.7,3870.2,298882.8,304621.4,23558872.7,53925477.2,71539530.3,31538.0,116913.7,142215.7
Liquefied gas tanker,644,82,30705.8,29206.2,2005.9,2007.3,2005.7,2005.1,794.5,1315.5,1198.9,1217.4,75.0,121.1,207.7,206.4,27.0,33.5,62.8,63.3,4214.6,298298.4,304025.7,10197955.3,53735587.9,48517287.3,15835.3,116011.1,170297.1
Ferry-RoPax,571,15,5314.6,910.5,1990.3,1994.5,1995.8,1996.3,228.4,303.2,432.3,434.1,17.0,18.1,56.6,56.0,8.0,7.1,20.7,21.4,2019.1,155599.4,158586.9,5657018.4,13989358.9,17165033.3,9907.2,21147.9,19261.3
Oil tanker,512,335,30753.0,56320.7,2008.8,2008.4,2008.5,2008.5,792.0,1228.4,1203.6,1207.2,90.5,146.4,251.8,253.5,29.0,34.7,37.2,37.1,2844.0,219871.6,224093.1,28693240.1,54983252.9,63122467.2,56041.5,142807.6,176899.2
Chemical tanker,494,316,12599.7,20273.3,2007.4,2008.0,2009.0,2009.0,900.0,1374.6,1406.8,1417.8,81.0,129.4,217.2,219.5,45.0,70.7,82.6,82.6,2298.5,177029.5,180428.4,6350519.3,34087412.2,39899546.9,12855.3,80429.5,98844.8
Ro-Ro,211,18,984.0,693.4,1988.9,1994.2,1992.0,1992.8,504.9,1035.6,635.1,649.7,43.0,96.7,85.8,90.1,28.0,52.1,38.5,42.4,329.3,25250.0,25734.8,1352651.8,7561028.1,4193031.0,6410.7,15436.2,20023.0
Refrigerated bulk,42,31,851.8,957.4,1993.2,1993.0,1992.8,1992.6,1892.4,2781.9,2903.1,2914.7,140.5,203.9,295.6,296.9,136.5,138.1,147.6,147.5,440.9,33531.7,34175.5,2840171.4,6205912.3,6990376.6,67623.1,144104.1,155589.2
Vehicle,41,26,1581.9,516.5,2006.1,2009.2,2009.8,2009.4,811.0,922.2,901.4,907.7,41.0,59.3,79.9,82.0,13.0,11.7,12.5,12.6,110.3,8518.8,8682.4,522999.7,2305868.0,2670430.2,12756.1,48485.9,52181.5
Service - tug,23,22,30.5,18.7,1999.2,2000.4,2011.4,2011.2,820.7,1643.8,2606.7,2546.1,135.0,307.4,476.2,514.2,56.0,395.2,502.5,493.4,56.3,4228.7,4309.9,479012.7,1132720.9,1516652.1,20826.6,53778.1,72609.6
Miscellaneous - fishing,18,12,8.4,4.8,1998.1,1996.2,1987.1,1991.2,560.2,856.5,848.8,787.7,59.0,163.3,148.9,162.8,14.0,25.6,20.8,20.0,10.1,761.8,776.4,33853.3,75093.1,85373.2,1880.7,4426.2,5247.0
Service - other,11,11,52.3,46.6,2000.4,2000.4,1999.0,1997.7,744.0,1019.2,1151.0,1284.3,160.0,153.2,168.9,168.6,95.0,189.4,205.7,296.9,22.3,1620.4,1651.5,324841.7,666503.8,718198.2,29531.1,65711.6,74197.7
Cruise,4,3,64.5,6.5,2016.0,2016.3,2016.0,2016.0,336.8,336.8,336.8,336.8,22.0,22.0,22.0,22.0,7.0,7.0,7.0,7.0,12.1,934.1,952.0,17156.5,142005.9,189374.9,4289.1,29622.0,35216.5
Ferry-pax only,2,2,1.7,0.5,1997.0,1997.0,1991.7,1991.7,4575.8,4575.8,3410.3,3264.8,35.0,35.0,49.2,49.0,187.5,187.5,349.9,348.4,4.7,353.8,360.6,41096.7,83697.2,105432.7,20548.3,47784.2,62995.4
