,exp_code_str3,exp_name,HS2,Description,USD,tonne
0,818,Egypt,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",5642462874.448,11719816.706756
1,818,Egypt,31,Fertilizers,1065303346.32,4667618.146608001
2,818,Egypt,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",146274981.26,4128045.925033
3,818,Egypt,72,Iron and steel,756775306.226,1442419.2171739999
4,818,Egypt,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",349517342.39,1056876.455139
5,818,Egypt,29,Organic chemicals,347764235.614,967194.114545
6,818,Egypt,08,"Fruit and nuts, edible; peel of citrus fruit or melons",489990463.122,786518.789037
7,818,Egypt,39,Plastics and articles thereof,957520407.252,693828.4926819999
8,818,Egypt,07,Vegetables and certain roots and tubers; edible,332345938.531,491129.973623
9,818,Egypt,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",98461837.827,401874.139144
10,818,Egypt,17,Sugars and sugar confectionery,117801360.559,319317.156175
11,818,Egypt,70,Glass and glassware,214618768.489,313966.389688
12,818,Egypt,20,"Preparations of vegetables, fruit, nuts or other parts of plants",178844048.636,175649.418657
13,818,Egypt,23,"Food industries, residues and wastes thereof; prepared animal fodder",37739273.213,174354.611929
14,818,Egypt,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",193183670.099,160586.41407
15,818,Egypt,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",43632438.969,154913.41640699998
16,818,Egypt,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",150254414.68199998,144000.014481
17,818,Egypt,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",150553074.925,111075.386499
18,818,Egypt,76,Aluminium and articles thereof,269322142.61399996,105672.945839
19,818,Egypt,38,Chemical products n.e.c.,109138703.22,88919.259789
20,818,Egypt,73,Iron or steel articles,125427566.948,87850.58940900001
21,818,Egypt,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",42099672.037,84993.811834
22,818,Egypt,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",438717907.986,68340.965203
23,818,Egypt,57,Carpets and other textile floor coverings,167547615.026,68338.218117
24,818,Egypt,69,Ceramic products,45979272.602,56445.808153
25,818,Egypt,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",54986785.582,53503.891743
26,818,Egypt,26,"Ores, slag and ash",8143348.460999999,50767.70059
27,818,Egypt,55,Man-made staple fibres,102461071.146,46246.057464000005
28,818,Egypt,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",46613142.209,34204.504740000004
29,818,Egypt,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",74472016.104,33111.329161
30,818,Egypt,40,Rubber and articles thereof,75897849.664,30267.341812
31,818,Egypt,22,"Beverages, spirits and vinegar",18614999.779,29745.595722
32,818,Egypt,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",51511366.892,28488.183684
33,818,Egypt,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",64785422.556,28135.106253
34,818,Egypt,96,Miscellaneous manufactured articles,89395544.55,28025.489677999998
35,818,Egypt,44,Wood and articles of wood; wood charcoal,9751360.058,26021.02634
36,818,Egypt,52,Cotton,138853240.906,24970.277831
37,818,Egypt,09,"Coffee, tea, mate and spices",43393295.173999995,20755.184669000002
38,818,Egypt,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",83740740.547,20299.002647
39,818,Egypt,61,Apparel and clothing accessories; knitted or crocheted,268511591.935,20083.109977
40,818,Egypt,21,Miscellaneous edible preparations,62566137.247999996,18394.990331
41,818,Egypt,54,Man-made filaments; strip and the like of man-made textile materials,94745523.90400001,17918.002911
42,818,Egypt,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",106327662.943,17090.581953
43,818,Egypt,62,Apparel and clothing accessories; not knitted or crocheted,274993805.619,16603.018111
44,818,Egypt,74,Copper and articles thereof,79450101.727,14040.556533
45,818,Egypt,35,Albuminoidal substances; modified starches; glues; enzymes,34109080.756,13247.985953000001
46,818,Egypt,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",73216150.656,8639.083689000001
47,818,Egypt,89,"Ships, boats and floating structures",3283991.856,6720.741125
48,818,Egypt,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,8484736.099,5910.436191
49,818,Egypt,60,Fabrics; knitted or crocheted,25953635.035,4864.701859
50,818,Egypt,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28865391.551,4756.368104
51,818,Egypt,78,Lead and articles thereof,8770875.696,4406.062737
52,818,Egypt,30,Pharmaceutical products,26420439.356000002,4054.608811
53,818,Egypt,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",1301513.932,3939.0673869999996
54,818,Egypt,05,Animal originated products; not elsewhere specified or included,25623391.632,3210.527913
55,818,Egypt,41,Raw hides and skins (other than furskins) and leather,49098187.903000005,3098.1546550000003
56,818,Egypt,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",12550754.295,2911.3225650000004
57,818,Egypt,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",11978388.768,2542.654304
58,818,Egypt,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",2849829.894,2423.568593
59,818,Egypt,10,Cereals,1551961.177,2296.414241
60,818,Egypt,18,Cocoa and cocoa preparations,9353040.2,2292.89978
61,818,Egypt,83,Metal; miscellaneous products of base metal,3979194.137,2122.343871
62,818,Egypt,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,425827.822,2038.258848
63,818,Egypt,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10710885.468,1587.4710380000001
64,818,Egypt,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",12223122.864,1470.396192
65,818,Egypt,13,"Lac; gums, resins and other vegetable saps and extracts",1952925.52,859.256142
66,818,Egypt,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",19236078.200999998,792.4127679999999
67,818,Egypt,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",2832299.539,715.355336
68,818,Egypt,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",439429.707,658.37235
69,818,Egypt,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,468736.136,631.4776320000001
70,818,Egypt,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",6468575.644,427.408658
71,818,Egypt,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",655825.733,407.995385
72,818,Egypt,95,"Toys, games and sports requisites; parts and accessories thereof",1157541.076,404.37761900000004
73,818,Egypt,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",211927.836,364.10184000000004
74,818,Egypt,79,Zinc and articles thereof,450830.545,339.945968
75,818,Egypt,02,Meat and edible meat offal,946938.5310000001,249.730755
76,818,Egypt,37,Photographic or cinematographic goods,686456.62,227.408294
77,818,Egypt,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",961633.826,177.99626
78,818,Egypt,64,Footwear; gaiters and the like; parts of such articles,1652791.002,143.993774
79,818,Egypt,92,Musical instruments; parts and accessories of such articles,83621.868,61.627007
80,818,Egypt,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",295457.516,58.183835
81,818,Egypt,97,Works of art; collectors' pieces and antiques,10557075.576000001,49.571955
82,818,Egypt,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,29066.581,37.623366
83,818,Egypt,93,Arms and ammunition; parts and accessories thereof,39157.183,31.509135999999998
84,818,Egypt,80,Tin; articles thereof,21389.170000000002,29.707312
85,818,Egypt,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",60968.64599999999,19.869866000000002
86,818,Egypt,65,Headgear and parts thereof,179863.358,17.296731
87,818,Egypt,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",15366.161,11.773221
88,818,Egypt,45,Cork and articles of cork,9590.87,10.615954
89,818,Egypt,43,Furskins and artificial fur; manufactures thereof,11847.944,6.430079000000001
90,818,Egypt,81,"Metals; n.e.c., cermets and articles thereof",4032.46,5.967297
91,818,Egypt,91,Clocks and watches and parts thereof,229787.28799999997,5.823431
92,818,Egypt,75,Nickel and articles thereof,4993.439,1.966874
93,818,Egypt,88,"Aircraft, spacecraft, and parts thereof",344515.77400000003,1.9000640000000002
94,818,Egypt,50,Silk,9471.612,0.253031
95,818,Egypt,01,Animals; live,8.656,9.9e-05
