,imp_code_str3,imp_name,HS2,Description,USD,tonne
0,818,Egypt,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",9557769865.072,14519008.228169
1,818,Egypt,72,Iron and steel,3409908009.747,5088545.021757
2,818,Egypt,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2707124066.581,285430.483585
3,818,Egypt,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",1866363497.8869998,176509.1113
4,818,Egypt,39,Plastics and articles thereof,1728960990.455,875638.956539
5,818,Egypt,10,Cereals,1288283620.838,1333022.3202550001
6,818,Egypt,73,Iron or steel articles,1099442970.838,725402.544962
7,818,Egypt,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",814879097.492,80205.724871
8,818,Egypt,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",800199935.456,1085959.507368
9,818,Egypt,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",793761760.793,739181.456681
10,818,Egypt,44,Wood and articles of wood; wood charcoal,712905813.213,2056847.4466000001
11,818,Egypt,29,Organic chemicals,610176259.9909999,321332.863062
12,818,Egypt,38,Chemical products n.e.c.,584870009.613,210463.838017
13,818,Egypt,40,Rubber and articles thereof,430670594.06,135514.339879
14,818,Egypt,17,Sugars and sugar confectionery,425263413.928,468925.196262
15,818,Egypt,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",415233898.147,625120.313118
16,818,Egypt,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",400469320.24,126265.622803
17,818,Egypt,09,"Coffee, tea, mate and spices",354095691.215,107414.573757
18,818,Egypt,74,Copper and articles thereof,331853711.879,43870.015839
19,818,Egypt,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",326660342.16,237523.442942
20,818,Egypt,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",305900273.321,71964.061263
21,818,Egypt,02,Meat and edible meat offal,281587702.651,109857.83885500001
22,818,Egypt,76,Aluminium and articles thereof,274376500.655,80763.37338100001
23,818,Egypt,07,Vegetables and certain roots and tubers; edible,213351377.60999998,317265.77297499997
24,818,Egypt,54,Man-made filaments; strip and the like of man-made textile materials,186677908.436,32902.013828
25,818,Egypt,30,Pharmaceutical products,181927447.00800002,7267.744879
26,818,Egypt,23,"Food industries, residues and wastes thereof; prepared animal fodder",180047234.815,345351.507723
