Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,437,62,20020.4,1852.9,2005.2,2005.3,2008.2,2007.6,198.8,445.1,417.8,416.9,15.0,43.9,49.5,50.0,8.0,11.2,22.8,22.1,4032.8,309566.6,315510.3,3175726.6,27117808.6,33206929.3,7267.1,54887.8,64478.2
Ro-Ro,424,8,333.3,347.4,1994.8,1993.4,1993.5,1994.1,114.8,222.8,158.3,167.9,14.0,25.2,34.9,38.2,7.0,16.2,14.6,16.3,208.5,15861.3,16165.9,700595.2,4021456.8,2198478.8,1652.3,3982.5,5202.6
Container,255,16,1432.0,1772.3,2007.0,2007.9,2007.3,2007.3,354.2,386.8,490.0,495.8,30.0,32.4,56.7,58.4,9.0,11.5,17.4,17.4,323.5,24722.9,25197.6,2068002.9,7044441.8,8016102.4,8109.8,29360.8,35134.6
Chemical tanker,228,102,4490.1,7484.6,2007.6,2009.0,2009.7,2009.7,496.4,1356.6,1213.5,1225.0,46.5,141.3,249.8,251.0,42.5,56.7,60.4,60.0,888.5,68119.0,69426.9,2221106.4,12203492.8,14208463.1,9741.7,62246.8,76130.0
General cargo,222,45,1160.8,1439.3,1997.3,2002.7,2000.7,2001.0,271.7,1253.9,632.1,658.6,25.5,107.9,147.0,152.3,11.0,51.6,48.0,50.8,347.7,26651.2,27162.9,863985.9,2863651.1,4139899.8,3891.8,19319.7,26051.3
Oil tanker,162,100,7265.2,12815.7,2006.4,2007.1,2008.2,2008.2,538.2,1442.4,1458.4,1464.9,76.0,165.4,324.9,325.5,38.0,68.1,76.3,75.9,1029.2,78880.2,80394.7,9210573.3,15936335.3,20064535.2,56855.4,137743.2,172235.3
Service - tug,119,30,26.0,21.5,1983.9,1982.7,1986.0,1987.3,267.9,720.1,470.9,386.5,52.0,129.0,197.1,194.0,21.0,172.1,127.7,108.2,62.5,4692.9,4783.0,550206.4,1301072.6,1742065.9,4623.6,11938.9,16119.6
Liquefied gas tanker,71,25,1332.9,1517.5,2010.2,2009.2,2013.1,2012.8,853.5,1445.1,1484.5,1461.6,83.0,129.7,221.5,217.7,33.0,52.2,51.7,49.9,233.3,17876.1,18219.3,679399.0,2919893.5,2798720.5,9569.0,62848.8,88977.2
Service - other,9,6,24.6,10.9,1990.0,1988.0,1972.1,1972.9,391.7,762.9,1032.0,1108.5,87.0,129.9,145.0,170.6,69.0,46.0,68.5,69.2,10.9,828.5,844.4,75915.2,155761.3,167842.2,8435.0,18769.3,21193.2
Bulk carrier,8,2,8.6,12.9,2016.6,2012.5,2015.5,2015.7,121.5,293.4,212.9,211.3,41.0,41.0,46.3,46.4,37.0,22.5,34.8,35.2,2.7,202.0,205.9,27147.8,61576.7,74180.6,3393.5,10232.4,12771.6
Ferry-RoPax,2,2,150.8,29.8,1998.0,1998.0,2003.0,2003.0,1659.0,1659.0,3044.3,3004.1,74.5,74.5,142.9,142.8,16.0,16.0,3.0,3.0,38.7,2986.7,3044.1,186597.6,460893.7,565911.9,93298.8,199242.3,182483.2
Ferry-pax only,1,1,3.9,0.6,1995.0,1995.0,1995.0,1995.0,16616.0,16616.0,16616.0,16616.0,3522.0,3522.0,3522.0,3522.0,75.0,75.0,75.0,75.0,6.1,460.1,469.0,47846.8,97444.6,122750.0,47846.8,111265.6,146684.8
