Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,12203,1108,392576.0,448615.1,2005.7,2007.6,2007.8,2007.7,805.1,1193.4,1523.5,1484.9,60.0,82.5,227.4,222.5,13.0,23.4,34.2,33.6,56253.7,4343536.4,4426932.2,353742961.8,1019367146.9,1152329822.4,28988.2,92669.0,108245.3
General cargo,8750,1371,89508.7,128160.7,2002.7,2004.4,2007.7,2007.9,955.3,1682.0,1841.2,1857.4,104.0,170.3,301.1,306.3,28.0,56.2,62.0,61.8,15824.6,1211579.5,1234841.9,106355996.8,335971160.9,482355639.2,12155.0,53905.4,72970.8
Bulk carrier,7364,2674,953438.3,1705351.2,2009.2,2010.3,2010.4,2010.5,2832.6,3202.4,3432.5,3434.0,263.0,317.1,422.8,419.2,51.0,90.1,103.9,104.3,61521.6,4759146.8,4850522.5,433293384.1,1057782005.5,1277760407.9,58839.4,215799.2,261215.5
Chemical tanker,4870,814,76637.4,123622.0,2007.1,2008.9,2009.5,2009.6,959.5,2091.8,2200.4,2254.7,81.0,195.9,376.9,382.3,22.0,55.8,73.6,73.8,16169.3,1242945.2,1266809.7,75701066.8,289870142.0,346326934.1,15544.4,68389.2,83901.6
Liquefied gas tanker,2709,547,646521.4,501966.3,2006.4,2008.7,2006.5,2007.1,2509.7,3904.0,4090.5,4124.9,172.0,299.7,425.8,442.2,25.0,51.2,102.9,101.7,68182.9,4356578.1,4440224.4,123565663.0,879517497.7,736866302.8,45613.0,396183.9,610536.9
Vehicle,2562,548,448152.0,150486.4,2005.1,2006.8,2006.8,2006.6,2623.8,3684.8,3571.0,3567.8,170.0,243.2,371.3,371.1,12.0,16.3,21.7,21.9,27928.6,2161228.5,2202724.1,152387000.2,671863278.8,778086152.5,59479.7,226082.3,243314.2
Oil tanker,1762,660,486206.7,916052.4,2009.2,2009.3,2009.0,2009.0,1765.6,2765.9,3957.7,4012.8,180.0,257.1,407.1,408.2,26.0,78.7,47.5,47.2,30288.6,2344890.2,2389912.1,281568182.3,507628858.1,549451288.5,159800.3,426244.0,530473.7
Ferry-RoPax,911,17,3754.9,896.5,1999.6,1999.3,1996.9,1997.8,129.7,1248.0,316.8,260.7,12.0,142.5,45.7,51.9,13.0,485.6,43.3,42.3,1309.0,99960.3,101879.5,5633717.3,13907660.3,17082048.6,6184.1,13209.0,12128.6
Miscellaneous - fishing,879,187,1173.1,817.7,1987.6,1995.0,1997.3,1999.3,266.1,4677.4,1929.0,2004.1,27.0,656.3,1558.5,1501.4,18.0,143.2,171.5,177.9,1044.3,78466.5,79973.0,5750208.9,12755071.9,14501225.1,6541.8,15395.7,18250.7
Cruise,789,46,55679.3,4980.1,2003.8,2000.3,2008.0,2006.3,532.7,765.2,725.1,717.1,37.0,50.7,46.0,47.9,9.0,13.5,50.0,51.7,9153.4,708833.2,722442.8,5568295.0,72437458.7,95288726.5,7057.4,80111.2,99993.0
Refrigerated bulk,657,143,8414.1,9191.2,1995.8,1994.9,1996.5,1996.5,1868.2,1835.2,1864.8,1889.7,112.0,190.2,206.2,207.1,48.0,96.5,90.7,94.1,4302.8,327930.6,334226.9,27267089.6,59579914.9,67111170.8,41502.4,88441.2,95489.9
Ro-Ro,524,18,4311.0,1856.7,1998.0,1997.1,2000.8,2001.0,560.0,1857.5,673.5,723.3,38.0,119.9,87.6,121.3,11.0,34.2,23.9,31.3,1118.5,86159.8,87814.0,3813680.6,22196173.1,12044938.8,7278.0,17550.3,23013.3
Ferry-pax only,325,12,93.9,43.3,1994.7,1998.9,1999.9,1999.8,473.1,511.6,894.0,1570.7,18.0,36.5,216.5,418.9,7.0,12.0,26.9,21.0,243.2,18262.5,18613.2,3552170.0,7239639.5,9120392.2,10929.8,25426.4,33520.6
Service - tug,245,47,150.2,124.9,2002.0,2001.8,2003.2,2003.3,778.9,2108.9,1035.0,1031.8,98.0,218.1,397.7,362.5,23.0,168.5,280.7,222.2,247.8,18653.2,19011.3,3195533.9,7556475.8,10117712.7,13043.0,33679.4,45472.8
Service - other,140,71,1062.4,740.6,1996.5,1998.5,1995.2,1993.2,830.0,2867.0,1964.5,1850.7,98.0,399.0,646.4,573.6,92.0,340.8,309.7,340.0,468.1,35361.3,36040.3,5167995.6,10603592.3,11426012.8,36914.3,82140.4,92748.2
Other liquids tankers,24,3,298.4,365.1,2003.0,2003.3,2000.4,2000.7,1322.7,5243.5,3607.3,3779.9,114.0,406.8,573.0,578.8,16.5,35.8,54.4,54.0,92.5,7166.1,7303.7,187300.6,534800.5,1153029.7,7804.2,27036.7,43688.4
