Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ro-Ro,210,8,137.2,142.9,1990.5,1995.4,1990.5,1990.1,112.6,142.8,137.4,146.5,23.0,31.4,38.9,43.4,8.0,10.6,12.2,14.2,114.4,8656.4,8822.6,350980.4,2293294.2,1172131.8,1671.3,4048.6,5484.9
Cruise,158,43,4818.2,386.8,1996.5,1998.5,2011.3,2010.2,166.6,352.2,634.7,572.6,18.0,29.5,70.2,67.6,9.0,10.2,8.6,8.5,878.8,67751.3,69052.1,235004.7,5154057.7,7089059.1,1487.4,28739.1,37932.0
General cargo,110,22,485.2,642.0,1981.3,1988.4,2003.3,2003.2,157.2,1156.1,1589.4,1622.9,18.0,118.5,362.5,366.4,27.5,47.9,20.2,19.9,77.6,5956.4,6070.8,352325.2,1188778.2,1741120.0,3203.0,16073.5,22218.6
Service - tug,49,7,5.5,4.9,1986.5,1989.3,2000.5,1998.2,111.5,228.1,192.4,151.4,28.0,99.9,378.7,329.2,10.0,90.0,112.0,95.0,15.8,1182.9,1205.6,124913.6,295383.0,395501.9,2549.3,6582.6,8887.7
Ferry-RoPax,47,2,3.5,0.9,1970.1,1971.5,1970.1,1970.1,95.2,94.9,98.8,98.8,14.0,13.0,14.8,14.8,2.0,7.5,2.7,2.7,4.8,361.0,368.0,32071.5,69385.0,92251.1,682.4,1523.4,2171.0
Oil tanker,25,7,177.4,308.2,2002.1,2004.3,2007.3,2007.4,178.6,638.0,763.9,795.2,22.0,76.5,297.6,301.1,12.0,10.1,17.7,17.6,31.1,2378.6,2424.3,276162.3,403466.1,520317.0,11046.5,28094.4,35934.8
Chemical tanker,25,10,419.9,699.6,2012.0,2008.9,2012.0,2012.1,210.8,2021.8,1836.6,1941.2,35.0,306.2,498.4,501.3,16.0,101.0,10.2,10.1,82.2,6284.2,6404.8,306977.7,1417842.9,1705261.1,12279.1,65355.5,81821.9
Liquefied gas tanker,14,1,10.5,10.9,2007.0,2007.0,2007.0,2007.0,147.7,147.7,157.2,157.2,24.0,24.0,29.5,29.5,9.0,9.0,9.2,9.2,8.1,617.1,629.0,8231.9,23849.1,26337.0,588.0,3219.2,4233.4
Miscellaneous - fishing,12,2,0.3,0.3,1957.1,1967.5,1960.3,1958.9,121.1,149.9,130.1,127.6,87.0,54.0,83.5,87.9,4.0,35.0,17.2,13.7,3.0,221.9,226.2,1906.4,4228.7,4807.6,158.9,373.9,443.2
Ferry-pax only,3,2,4.1,0.6,1998.3,1997.5,1995.3,1995.3,179.3,8380.9,2431.4,2406.4,235.0,1832.8,3346.5,3344.3,20.0,44.5,71.9,71.9,6.6,496.6,506.1,50485.3,102818.0,129518.9,16828.4,39133.7,51591.2
Service - other,2,1,0.5,0.2,1991.0,1991.0,1991.0,1991.0,263.2,263.2,263.2,263.2,58.0,58.0,71.9,71.9,36.0,36.0,20.1,20.1,0.7,49.0,50.0,1359.0,2788.3,3004.5,679.5,1512.0,1707.2
Container,2,2,3.5,4.3,2012.0,2012.0,2007.7,2007.6,291.2,291.2,336.5,341.7,34.5,34.5,44.3,44.5,7.5,7.5,3.5,3.4,1.1,83.7,85.3,9561.2,24249.2,27380.0,4780.6,12320.9,13875.3
Bulk carrier,1,1,115.0,199.2,2014.0,2014.0,2014.0,2014.0,3148.8,3148.8,3148.8,3148.8,326.0,326.0,326.0,326.0,4.0,4.0,4.0,4.0,9.7,754.8,769.3,40567.2,119076.3,136030.5,40567.2,185373.3,226550.8
Refrigerated bulk,1,1,5.7,6.2,1993.0,1993.0,1993.0,1993.0,775.2,775.2,775.2,775.2,48.0,48.0,48.0,48.0,741.0,741.0,741.0,741.0,14.3,1079.5,1100.2,18501.4,40426.4,45536.5,18501.4,39426.2,42568.5
Vehicle,1,1,1.8,0.5,2010.0,2010.0,2010.0,2010.0,91.1,91.1,91.1,91.1,11.0,11.0,11.0,11.0,3.0,3.0,3.0,3.0,0.2,19.0,19.3,506.6,2233.8,2586.9,506.6,1925.8,2072.5
