Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1152,294,69328.7,78266.5,2006.6,2006.6,2007.6,2007.7,596.6,1020.8,1011.9,1005.0,45.5,70.9,149.0,149.8,18.0,22.5,28.2,29.5,7514.3,581900.8,593073.3,51743224.0,141236220.8,159109296.8,44916.0,139764.8,161879.3
Bulk carrier,548,474,31625.0,56151.3,2010.6,2010.7,2011.3,2011.4,940.1,1738.9,1789.8,1812.6,93.0,184.3,404.8,410.5,55.0,81.9,94.7,94.0,2575.1,199395.8,203224.2,17856279.2,41661161.5,50552194.5,32584.5,121073.9,144573.0
Chemical tanker,507,313,11767.8,19296.9,2008.8,2009.1,2008.3,2008.2,854.8,1297.6,1353.1,1360.9,98.0,138.7,228.8,229.8,25.0,49.5,55.2,55.5,2181.0,168243.9,171474.2,8682215.6,37162061.7,43429612.9,17124.7,83914.5,101216.6
Oil tanker,363,149,14443.5,25791.9,2004.6,2005.7,2005.8,2005.8,827.3,1036.7,913.7,910.6,98.0,154.2,183.5,180.1,37.0,78.5,76.1,76.0,1984.9,153601.8,156550.9,16882171.8,30838485.9,36499828.6,46507.4,114532.5,142803.5
General cargo,163,126,3353.9,4404.1,2005.3,2005.0,2006.9,2007.2,851.8,1382.1,1309.5,1272.5,79.0,145.2,231.9,224.8,50.0,80.6,88.5,87.1,550.9,42315.8,43128.3,2263666.3,7718915.8,11221080.1,13887.5,73129.3,98799.1
Liquefied gas tanker,156,85,21161.4,18206.0,2003.3,2007.2,2008.1,2007.8,1029.5,2000.8,2142.1,2141.9,76.5,171.3,329.6,334.9,48.0,88.8,85.8,90.1,2803.3,185564.8,189127.6,5273462.8,32623223.7,27981888.6,33804.2,254033.1,380097.1
Vehicle,66,45,6089.6,2081.1,2007.2,2007.5,2009.9,2010.0,939.7,1588.0,1730.5,1740.6,64.0,105.8,200.7,202.0,17.5,27.4,42.0,40.3,389.1,30137.1,30715.7,2107372.8,9291254.4,10760219.5,31929.9,121365.5,130615.9
Service - tug,36,18,12.7,9.1,2006.2,2002.5,2008.9,2009.5,261.9,811.3,518.0,487.5,86.5,363.6,710.5,657.1,93.0,227.8,213.9,230.1,27.1,2032.3,2071.3,232729.0,550334.1,736867.6,6464.7,16693.0,22538.4
Ro-Ro,6,3,20.2,15.6,2001.3,1997.7,1989.6,1992.3,537.9,625.7,830.4,827.0,55.0,89.8,92.6,96.6,22.5,44.8,234.7,241.0,15.8,1195.5,1218.5,25793.0,122523.3,74456.6,4298.8,10295.7,12821.7
Miscellaneous - fishing,2,2,0.5,0.2,1997.5,1997.5,2001.5,2001.2,381.6,381.6,367.5,332.6,144.0,144.0,232.5,224.9,11.0,11.0,13.2,13.0,0.6,42.9,43.8,1398.7,3102.6,3527.3,699.3,1645.9,1951.1
Service - other,1,1,11.0,4.1,1981.0,1981.0,1981.0,1981.0,4198.7,4198.7,4198.7,4198.7,342.0,342.0,342.0,342.0,51.0,51.0,51.0,51.0,7.1,536.3,546.6,28654.4,58792.5,63352.5,28654.4,63760.8,71995.0
