Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1142,295,79661.6,89523.2,2006.6,2006.5,2006.8,2006.9,838.8,1207.0,1170.8,1157.5,63.0,82.1,117.1,115.8,28.0,33.2,37.6,37.6,8945.0,692649.0,705947.9,59411588.4,162838866.8,183551835.9,52024.2,162447.4,188332.7
Bulk carrier,550,477,61533.5,108675.6,2010.4,2010.5,2011.4,2011.4,3319.4,3329.3,3451.0,3470.8,336.0,371.1,495.6,500.8,78.0,123.1,123.9,125.4,5497.0,425702.7,433876.2,35351369.5,81165353.5,98422735.8,64275.2,235018.8,279808.1
Chemical tanker,514,316,16171.7,26390.4,2008.7,2009.1,2008.8,2008.7,1023.6,1803.2,1824.7,1829.8,87.0,169.3,301.3,301.8,48.5,74.9,86.0,85.8,3011.2,232493.0,236956.9,11723227.1,50556432.8,59089964.0,22807.8,112663.7,135994.6
Oil tanker,373,158,23230.1,41682.0,2004.4,2004.9,2005.0,2005.0,981.3,1580.0,1389.3,1387.7,90.0,206.9,515.9,515.9,81.0,146.9,155.7,155.6,2808.7,217358.7,221532.0,24737046.2,44760293.3,52959840.2,66319.2,163616.8,204873.9
General cargo,165,131,6304.6,8598.7,2004.2,2004.0,2007.1,2007.4,1832.3,2207.4,2472.5,2502.5,202.0,210.5,325.0,328.7,33.0,59.0,69.5,68.8,911.4,70163.3,71510.4,3970646.0,13839539.9,20216308.9,24064.5,132223.9,179171.9
Liquefied gas tanker,155,82,25945.3,22187.8,2003.5,2007.1,2009.1,2009.0,1251.5,2690.4,2634.0,2621.1,112.0,196.5,361.8,358.8,42.0,68.4,43.8,44.2,3268.7,209715.8,213742.4,6036461.5,39406330.0,33459556.1,38944.9,307727.4,465692.6
Vehicle,66,46,5748.6,1935.9,2007.4,2007.7,2007.2,2007.2,1519.3,1596.8,1636.3,1630.1,94.0,102.3,142.1,141.1,9.0,10.2,9.9,10.0,387.2,29990.9,30566.7,1960315.3,8642888.5,10009345.7,29701.7,112896.3,121501.2
Service - tug,41,23,19.2,13.6,2004.5,2000.2,2006.2,2007.0,455.6,957.9,673.4,637.3,150.0,260.4,1101.2,1076.7,19.0,169.4,217.3,196.8,30.7,2308.8,2353.1,347455.9,821628.7,1100116.4,8474.5,21882.8,29545.5
Ro-Ro,7,4,51.2,37.3,1998.1,1993.0,1980.6,1981.1,609.1,1082.8,1482.5,1351.4,60.0,443.6,566.9,623.5,43.0,48.1,47.7,48.7,27.9,2153.5,2194.9,44594.7,120457.3,105530.0,6370.7,15057.4,16811.8
Service - other,3,3,35.4,31.1,2005.0,2005.0,2010.9,2009.0,4752.8,4406.5,3819.6,3525.2,988.0,1335.0,605.9,405.7,1388.0,1193.7,934.2,1230.7,23.9,1797.5,1832.0,216811.7,444849.9,479352.7,72270.6,160814.1,181581.9
Miscellaneous - fishing,2,2,1.4,0.7,1997.5,1997.5,1994.5,1994.1,1099.9,1099.9,1127.4,1195.5,365.0,365.0,476.7,493.3,6.5,6.5,3.0,2.4,1.6,117.0,119.3,5027.4,11151.8,12678.4,2513.7,5915.9,7012.9
