Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Togo,508,210,2357.1,3192.4,2003.9,2005.2,2006.9,2007.0,152.6,595.9,209.1,222.8,24.0,117.1,338.9,363.8,63.5,159.5,211.8,235.3,1409.2,107793.9,109863.5,3249562.7,7844667.2,8949744.1,6396.8,21397.6,26330.8
Nigeria,349,178,3581.3,4006.4,2006.6,2006.5,2008.4,2007.3,248.6,408.5,280.1,296.1,23.0,128.0,73.8,91.2,43.0,87.0,55.1,62.3,793.7,61105.2,62278.4,3385632.2,8787396.1,10214623.7,9701.0,29487.7,34886.7
Côte d'Ivoire,271,168,1646.7,1954.5,1997.5,2000.1,2001.4,2000.2,328.3,1362.2,472.2,426.0,30.0,184.2,368.8,339.3,71.0,186.1,491.8,325.7,626.9,47527.6,48440.2,4915656.0,11632032.2,13466981.7,18139.0,48033.8,57587.1
Benin,148,104,1272.9,1506.3,2007.2,2006.4,2009.5,2009.7,189.0,423.6,240.6,248.5,18.5,83.7,163.2,202.9,41.0,65.0,46.7,49.8,269.9,20794.8,21194.1,2038485.1,4963513.1,5527081.5,13773.5,37592.9,43427.5
Senegal,102,61,3096.4,4159.1,2007.0,2007.0,2007.3,2007.6,1471.8,1452.8,1481.9,1485.1,111.0,121.9,110.6,113.1,50.0,59.4,61.4,64.4,596.4,46000.5,46883.7,3658024.6,10887725.2,12686238.8,35863.0,119162.8,141935.1
Spain,95,93,4771.1,7808.5,2005.6,2005.8,2007.5,2007.9,2395.7,2715.2,2833.7,2864.5,234.0,261.2,268.9,271.8,76.0,124.4,114.4,106.5,673.9,51952.0,52949.4,5292948.4,12540539.1,15613063.4,55715.2,174324.1,212377.4
Cameroon,88,41,917.6,1115.4,2007.7,2006.0,2008.9,2009.3,710.5,837.2,729.1,732.2,49.0,96.9,67.3,69.6,13.0,53.6,38.6,45.8,224.6,17213.6,17544.1,1444015.3,3739840.7,4313897.1,16409.3,45712.4,52837.5
Sierra Leone,50,28,731.8,1220.4,1997.5,2005.8,2009.1,2010.0,1016.5,1037.4,1046.9,1048.6,117.5,160.8,109.7,105.7,96.5,120.4,134.7,137.8,144.3,11007.4,11218.7,611405.3,1383845.8,1658888.3,12228.1,38654.4,45814.4
Gibraltar,45,43,4438.1,7850.0,2009.7,2009.7,2010.4,2010.4,2947.9,2968.8,2964.1,2963.2,239.0,255.4,260.3,260.3,116.0,127.2,125.4,125.0,403.0,31193.4,31792.3,2978353.0,6549854.1,8072327.8,66185.6,223864.4,266702.9
South Africa,45,44,6257.2,4908.3,2009.1,2009.1,2010.2,2010.6,3395.1,3267.1,3312.3,3214.4,222.0,241.0,234.5,262.4,28.0,75.8,71.8,137.7,526.0,40702.1,41483.6,2709558.1,9944221.9,11856642.0,60212.4,234352.3,270885.1
Angola,42,39,1564.8,1197.0,2003.9,2003.9,2009.7,2007.5,1233.8,1553.7,1281.0,1342.9,103.0,208.3,182.6,298.0,58.5,87.8,49.5,84.6,293.1,22443.1,22874.0,1213829.3,3473337.6,4076222.2,28900.7,86001.6,97635.5
