Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,570,172,37379.8,46759.8,2005.5,2006.8,2009.3,2009.2,388.9,2018.2,1844.2,1819.6,66.0,165.8,372.7,369.9,25.0,29.9,24.6,24.8,4580.4,354657.1,361466.5,37513050.5,104815783.4,117135496.5,65812.4,199434.6,231236.9
Bulk carrier,337,293,32294.0,56941.6,2009.3,2009.4,2010.9,2010.9,2121.8,2750.5,3115.9,3161.3,223.0,313.4,570.4,575.8,68.0,125.8,89.4,86.9,2540.2,196646.5,200422.1,18095956.7,39487148.9,48587829.7,53697.2,184207.6,218508.5
Chemical tanker,270,139,5964.8,9560.3,2007.0,2007.6,2008.7,2008.8,333.2,1477.0,1430.5,1453.2,67.0,189.8,378.0,377.8,44.0,110.8,85.6,85.1,1309.0,100346.3,102272.9,3599722.6,17373530.9,20441358.5,13332.3,74444.9,91329.3
General cargo,207,149,3341.8,4462.9,2005.6,2006.3,2007.6,2007.8,1132.7,1724.0,1730.7,1717.6,119.0,196.8,333.8,338.6,42.0,67.9,54.7,54.7,679.2,52099.9,53100.2,3136071.3,10125486.0,14493138.6,15150.1,72040.9,95828.0
Refrigerated bulk,189,69,1008.3,1121.5,1994.4,1991.7,1993.7,1993.6,339.3,1129.3,839.9,826.4,46.0,120.9,261.3,257.7,59.0,108.9,99.6,98.7,767.6,58068.6,59183.6,3327227.2,7270152.9,8189143.5,17604.4,37514.7,40504.6
Miscellaneous - fishing,113,36,270.3,285.3,1983.1,1987.2,1992.6,1991.7,751.8,3364.2,2433.7,2645.3,95.0,528.2,1491.3,1542.5,23.0,272.7,455.3,506.4,174.9,13131.4,13383.6,2005985.8,4449663.3,5058816.6,17752.1,41778.7,49526.1
Ro-Ro,100,24,15898.5,7724.0,2009.7,2009.2,2012.0,2011.8,3859.5,2888.2,3182.2,3266.6,240.0,197.6,336.7,347.1,26.0,37.5,60.2,64.1,1218.1,94038.7,95844.3,8323392.4,15600601.9,17949252.3,83233.9,195670.8,208106.7
Oil tanker,93,43,3953.6,7347.6,2005.8,2002.8,2010.6,2010.7,353.8,1539.7,1840.4,1888.8,115.0,556.6,634.3,632.0,34.0,62.1,28.9,28.3,720.3,54982.4,56038.0,3971471.2,6516602.1,7539182.0,42704.0,114020.7,140686.8
Liquefied gas tanker,80,31,2483.8,2833.3,2010.3,2010.8,2012.1,2012.1,585.3,1176.0,1330.5,1324.6,54.5,125.4,354.6,356.9,34.0,62.0,77.8,78.4,368.1,27936.2,28472.6,1734477.7,5850399.1,6091418.6,21681.0,126753.4,171556.0
Vehicle,77,67,6317.9,2100.0,2010.0,2009.7,2010.6,2010.3,361.4,1322.2,1350.8,1362.1,51.0,92.8,225.5,231.3,12.0,16.8,22.2,23.2,358.8,27777.5,28310.9,2126571.5,9375900.2,10858248.0,27617.8,104975.3,112976.4
Service - tug,59,36,123.5,114.7,2004.3,2002.0,2007.0,2006.5,716.0,1272.4,1308.0,1312.4,316.0,666.3,987.7,1022.4,23.0,225.9,112.3,116.9,108.2,8185.6,8342.7,2933261.6,6936280.6,9287304.8,49716.3,128376.4,173329.9
Service - other,24,19,379.4,290.7,2007.2,2007.5,2007.1,2007.1,579.5,2850.3,3569.5,3929.7,502.5,1389.0,4539.6,5331.5,206.5,220.0,254.3,239.0,125.8,9547.2,9730.5,2028564.8,4162169.7,4484989.9,84523.5,188079.1,212367.9
Cruise,4,3,170.1,24.1,2001.5,2002.7,2002.3,2001.3,1674.1,1237.6,1450.6,1666.8,110.5,85.0,150.7,158.8,43.0,32.7,62.9,67.5,41.7,3233.4,3295.5,63121.6,522464.3,696742.8,15780.4,108984.5,129567.7
