Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Miscellaneous - fishing,124,15,161.4,182.7,1979.0,1981.1,1983.3,1983.6,968.7,2264.4,2104.3,2306.1,124.5,230.9,820.2,778.3,23.5,101.0,290.7,438.0,99.3,7457.6,7600.8,1285075.7,2850545.6,3240781.7,10363.5,24390.1,28912.9
Bulk carrier,63,51,318.0,556.1,2010.0,2010.5,2010.2,2010.2,144.4,164.0,159.4,159.1,14.0,45.6,49.7,49.1,125.0,127.2,130.6,130.4,57.3,4435.0,4520.2,220190.6,462708.9,572648.5,3495.1,11809.3,13891.1
Service - tug,56,20,201.1,172.0,2006.3,2004.6,2008.5,2008.3,973.8,1245.0,1304.2,1345.2,427.5,881.0,1150.5,1138.5,36.5,84.2,178.0,175.3,126.7,9513.1,9695.8,4398709.6,10401624.0,13927212.4,78548.4,202826.0,273849.5
Container,31,17,131.0,168.7,2005.5,2005.8,2005.6,2005.5,152.0,157.3,154.9,155.8,18.0,33.5,41.2,41.6,23.0,30.4,32.9,32.7,35.7,2752.2,2805.0,142348.1,490303.4,541489.8,4591.9,16393.7,19303.5
Refrigerated bulk,21,5,14.9,19.9,1985.1,1992.0,1986.8,1986.2,173.4,170.4,204.4,207.2,32.0,49.6,140.1,145.0,151.0,121.0,183.7,188.9,85.6,6434.3,6557.8,59082.6,129098.4,145417.2,2813.5,5995.4,6473.3
General cargo,15,14,29.6,40.7,2008.6,2008.7,2011.5,2011.7,151.1,173.7,170.1,170.0,16.0,36.3,41.7,42.9,103.0,87.5,104.9,110.4,12.9,979.3,998.1,23229.4,77629.4,112108.1,1548.6,7879.3,10561.5
Ro-Ro,13,6,124.5,54.3,2013.8,2012.8,2014.0,2014.0,134.5,135.3,136.1,136.1,12.0,16.0,18.3,18.3,21.0,28.2,25.6,25.6,13.0,1004.8,1024.1,58283.8,107398.9,125220.1,4483.4,10537.6,11185.8
Oil tanker,9,3,31.2,48.9,2005.9,2005.7,2004.7,2004.5,335.7,324.4,308.0,293.2,53.0,47.3,135.4,125.5,33.0,54.0,35.5,35.9,10.1,766.6,781.3,61503.4,76590.3,75607.7,6833.7,22186.9,29267.0
Service - other,7,4,35.2,32.1,2008.7,2004.0,2013.5,2014.2,592.6,907.4,1464.8,1881.3,310.0,1451.8,899.7,657.5,78.0,328.2,225.0,175.9,21.6,1624.2,1655.3,224117.8,459840.5,495506.0,32016.8,71242.8,80443.2
Chemical tanker,5,4,6.7,10.4,1997.2,2000.2,1995.0,1994.1,233.6,242.5,257.4,261.0,49.0,57.4,88.8,91.5,60.0,51.9,64.7,65.0,6.4,483.9,493.2,16157.3,49594.6,62805.7,3231.5,11006.9,14074.9
Cruise,4,2,12.0,1.6,1996.0,1996.0,1996.5,1996.9,135.4,149.4,151.3,154.7,12.5,13.0,13.4,13.6,22.5,23.0,25.4,28.0,7.2,554.3,564.9,4070.5,33692.1,44930.8,1017.6,7028.1,8355.4
Vehicle,2,2,25.5,7.8,2011.0,2011.0,2010.1,2009.8,191.0,191.0,185.1,188.1,22.5,22.5,24.4,25.0,7.5,7.5,6.7,6.4,1.1,83.2,84.8,7908.2,34866.9,40379.4,3954.1,15029.6,16175.2
Liquefied gas tanker,1,1,9.9,11.9,2009.0,2009.0,2009.0,2009.0,272.8,272.8,272.8,272.8,73.0,73.0,73.0,73.0,85.0,85.0,85.0,85.0,3.4,267.2,272.3,2770.4,20699.2,17188.1,2770.4,25057.6,38936.4
