Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Damietta,525,269,2300.4,3013.0,2000.5,1999.6,2003.1,2003.3,201.8,325.1,255.9,261.6,20.0,89.3,104.0,107.6,35.0,80.1,56.7,61.1,523.9,40093.5,40863.3,3838970.3,10777715.5,13010037.8,7312.3,23081.0,28474.4
Port Said,257,139,727.7,1099.3,2002.5,2000.9,2003.4,2003.3,195.8,576.3,323.5,328.9,28.0,147.5,290.2,252.5,58.0,214.3,285.4,255.6,310.9,23552.8,24005.0,4103724.6,9689746.6,12376605.1,15967.8,41962.1,54587.1
Alexandria,239,130,1329.4,1784.7,2000.6,2001.4,2000.9,2001.0,301.2,574.0,366.7,360.8,59.0,241.2,169.8,158.5,54.0,298.9,158.0,140.5,435.9,33285.4,33924.5,2802950.5,7429690.1,9422614.0,11727.8,35933.0,46206.3
Port Said East,232,33,503.4,610.9,2004.3,2001.1,1999.8,1999.6,336.9,1021.7,257.6,257.2,48.0,235.7,121.3,105.4,39.5,74.1,85.0,86.5,293.4,22306.4,22734.7,1775861.8,4548788.3,5769381.1,7654.6,21371.8,27622.2
El Dekheila,156,80,761.7,1075.6,2000.5,1999.9,2001.6,2002.2,253.4,362.8,316.6,325.7,31.5,135.0,158.5,158.4,40.5,97.9,132.0,149.2,243.8,18604.5,18961.7,927567.5,3111069.3,3732987.0,5945.9,23996.7,30065.1
Ras Shukheir,144,31,174.4,233.3,2001.1,1998.1,2001.1,1999.1,146.7,640.1,316.0,307.9,54.5,411.3,490.3,346.5,29.0,44.0,100.6,80.8,80.1,6030.7,6146.5,2025879.2,4795278.1,6384983.5,14068.6,36565.3,49229.3
Suez,141,54,247.3,307.5,1998.6,1999.0,1998.2,1997.6,515.5,1047.8,424.3,380.1,122.0,558.2,908.5,656.1,54.0,296.0,396.7,413.4,391.2,29649.1,30218.4,1420348.9,3002888.3,3861419.4,10073.4,26611.6,34600.7
Wadi Feiran,134,34,423.5,637.6,2002.0,2001.8,1999.0,1997.7,226.4,318.3,298.9,288.6,49.5,131.2,250.3,231.2,40.5,114.0,142.9,102.7,215.3,16505.6,16822.5,2124897.0,5053827.2,6545991.7,15857.4,42440.1,56264.7
Ras Badran Oil Terminal,131,32,93.7,80.6,2002.0,1999.7,2005.5,2003.8,181.3,503.4,419.4,417.9,53.0,282.3,1017.4,1024.9,23.0,85.2,94.9,93.7,73.8,5542.5,5649.0,1975750.3,4673459.1,6255716.2,15082.1,39002.8,52656.6
Al Adabiyah,119,70,743.0,1202.3,1996.6,1998.7,2002.0,2002.0,230.3,583.8,309.8,313.4,32.0,205.9,223.0,196.1,86.0,138.8,200.6,214.4,363.3,27770.8,28304.0,1343095.4,3244719.9,4016743.2,11286.5,33232.8,42867.3
El Tor,107,31,270.8,447.8,1995.5,1997.6,1996.9,1998.0,116.2,334.6,345.3,350.6,54.0,161.1,220.0,224.0,26.0,50.9,64.6,68.4,63.2,4823.9,4916.5,790845.7,1846293.8,2358744.1,7391.1,19761.7,26132.7
Ismailia,102,17,52.8,47.0,2002.9,2000.4,2004.3,2002.9,277.2,1492.6,719.3,700.3,53.0,397.4,1225.6,734.2,67.0,345.6,294.2,292.4,103.6,7784.3,7933.7,931860.8,2156645.7,2842509.2,9135.9,23295.2,31025.5
Ras Charib,81,39,189.0,278.7,1996.7,1997.9,2002.0,2001.1,275.3,582.7,446.4,423.4,94.0,470.8,562.5,392.1,31.0,104.0,149.4,155.9,93.9,7099.9,7236.3,1791203.8,4183179.8,5539044.6,22113.6,56975.1,76551.9
Sharm Ash Shaykh,74,49,721.2,835.1,2002.0,2005.7,2005.9,2006.1,224.3,415.6,404.7,410.3,36.5,113.3,124.4,135.0,16.0,39.7,36.8,33.9,118.7,9100.7,9275.4,783026.8,2240390.0,2742872.5,10581.4,37925.9,47727.7
Idku,67,48,414.0,387.0,2006.8,2005.8,2010.0,2008.5,415.4,936.5,706.0,623.3,88.0,449.3,441.2,398.1,69.0,147.7,126.3,124.6,109.5,7988.5,8141.9,1670792.4,4273536.6,5510100.3,24937.2,71296.0,97554.2
Ras Abu Zanimah,55,29,79.1,84.1,1995.1,1998.5,1994.3,1994.0,254.2,1334.3,421.3,319.6,102.0,737.6,2070.9,1811.4,107.0,406.2,1869.3,1656.7,70.9,5332.7,5435.1,1502119.4,3558723.4,4766972.5,27311.3,70976.3,95737.4
Sidi Kerir (Kurayr),51,44,2212.9,4182.1,2004.3,2006.7,2008.7,2008.8,400.7,453.6,438.9,437.1,59.0,99.0,101.6,98.2,48.0,66.1,71.5,71.2,344.2,26642.8,27154.3,1294209.0,2629405.0,2889380.9,25376.6,71805.4,89969.3
Ras Sudr,47,28,413.1,602.0,2000.6,2004.3,2006.3,2006.6,252.3,379.9,354.0,334.9,46.0,104.4,147.1,134.7,40.0,50.7,65.7,64.4,102.9,7920.5,8072.6,337942.6,1010747.6,1079932.7,7190.3,31209.1,41067.6
Sokhna,39,31,473.8,554.2,2004.1,2005.1,2005.0,2004.4,244.9,273.1,271.5,276.4,24.0,61.6,31.7,32.5,41.0,69.9,52.9,53.6,67.8,5209.5,5309.5,364228.6,1094022.7,1234193.6,9339.2,34427.4,41762.0
Atakka Dry Port,37,14,77.4,101.9,2009.4,2006.3,2008.8,2008.1,112.6,925.8,272.8,255.6,28.0,466.0,1577.9,1033.1,17.0,16.4,18.7,14.0,27.5,2076.9,2116.8,774123.1,1844786.8,2446894.1,20922.2,54687.1,73291.8
Safaga,31,25,291.7,215.5,2002.5,2001.2,2009.3,2008.5,311.6,349.1,424.0,335.7,33.0,98.9,103.3,109.7,31.0,73.2,52.2,82.9,75.2,5787.5,5898.6,215495.3,671494.7,780652.0,6951.5,23506.5,26778.4
Nuwaiba,29,21,463.6,584.3,1995.2,1999.3,2001.8,2002.8,592.4,779.6,632.9,606.7,81.0,220.5,202.8,183.9,31.0,57.5,51.4,38.6,102.3,7788.7,7938.2,363386.7,1328737.4,1320360.1,12530.6,50509.7,64251.9
El-Guna (El Gouna),28,9,18.9,25.0,1990.1,1991.9,1995.9,1995.7,270.8,732.7,397.3,397.3,60.0,856.8,1153.8,962.9,56.0,73.3,49.5,52.6,18.6,1397.1,1423.9,356325.6,843219.3,1129602.0,12725.9,33150.2,44649.4
Abu Zenimah,21,14,363.3,625.3,1997.5,1992.1,1997.8,1997.3,296.4,517.3,870.1,926.3,62.0,235.3,192.3,197.3,15.0,29.5,16.6,16.4,27.2,2089.7,2129.8,385426.8,824737.4,996552.6,18353.7,48186.2,61707.0
Nuweiba El Muzeima,20,18,593.5,658.8,2001.0,2002.2,2011.3,2011.4,386.2,559.6,724.3,691.8,43.0,103.0,68.0,75.7,21.5,37.6,20.9,18.5,60.7,4674.7,4764.4,337516.0,1010807.3,1114919.5,16875.8,60809.3,74258.4
Ain Sukhna Terminal,18,9,297.2,537.4,1999.8,2003.2,1995.9,1995.9,161.8,472.6,503.3,504.2,114.0,578.6,258.8,254.5,40.0,114.7,225.9,225.0,85.5,6608.9,6735.8,292609.2,629067.0,703348.3,16256.1,40594.7,50979.3
Hurghada,17,9,52.0,67.3,1997.3,2000.0,2003.2,2005.1,234.9,263.9,224.4,184.8,37.0,60.4,99.5,93.8,32.0,25.3,59.2,60.3,11.9,900.1,917.4,73656.6,187803.8,249636.9,4332.7,14440.5,19435.0
Rashid,15,13,129.3,171.9,2002.3,2002.2,1998.1,1998.5,531.9,647.1,689.3,645.7,263.0,350.9,811.8,796.1,7.0,95.2,26.3,25.7,53.3,4055.8,4133.7,219978.5,581298.3,707380.0,14665.2,52063.5,67169.9
Hamrawein,6,6,24.8,37.6,2000.8,2000.8,1996.6,1996.7,202.1,224.5,263.7,262.2,33.5,72.3,123.4,129.5,25.0,80.0,125.7,135.7,4.9,372.5,379.7,28029.2,90411.2,109227.2,4671.5,18583.5,22834.8
Mersa Martu,5,4,6.9,6.5,2005.6,2004.8,1999.6,1999.1,837.4,1715.9,1784.5,1918.2,192.0,739.4,345.3,282.4,10.0,8.4,9.6,9.8,4.6,344.8,351.4,154728.5,364412.5,485402.7,30945.7,79571.0,106971.1
Marsa Alam,5,2,9.4,3.3,2008.8,2008.5,2007.7,2008.3,869.3,1097.0,1105.2,851.7,186.0,240.8,311.9,269.4,7.0,6.2,4.8,4.4,2.7,202.9,206.8,49971.4,113977.6,145428.9,9994.3,24851.0,32236.0
Abu Chosoun,4,3,2.1,2.5,2003.2,2001.0,1990.2,1987.6,278.2,279.9,288.9,318.8,51.5,56.5,59.0,61.2,11.5,22.5,11.4,10.5,0.6,47.4,48.4,12855.3,32529.4,43996.1,3213.8,9632.5,12670.4
Al Qusayr,2,1,0.8,0.6,2010.0,2010.0,2010.0,2010.0,303.5,303.5,303.5,303.5,32.0,32.0,37.2,37.2,35.5,35.5,51.4,51.4,0.3,24.8,25.3,14250.7,33698.7,45120.7,7125.4,18399.0,24841.7
Mersa Matruh,1,1,11.4,8.1,1999.0,1999.0,1999.0,1999.0,10089.3,10089.3,10089.3,10089.3,1983.0,1983.0,1983.0,1983.0,0.0,0.0,0.0,0.0,8.4,629.0,641.0,56746.2,116430.8,125461.2,56746.2,126269.9,142576.6
