Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Turkey,1595,952,26533.0,40234.5,1999.8,2001.3,2004.8,2004.8,739.4,836.7,773.1,794.2,70.0,97.3,110.2,116.3,60.0,99.9,94.2,101.7,4037.9,310204.8,316160.8,22191103.9,65319712.7,80000531.0,13912.9,52150.3,64802.9
Saudi Arabia,1414,454,74850.8,125093.4,1999.2,2006.4,2006.2,2006.7,540.2,1271.4,1324.3,1600.7,42.0,177.0,286.2,291.0,40.0,75.7,64.6,61.9,7453.6,575330.7,586377.1,42777489.8,97791178.5,105407045.1,30252.8,89245.0,108853.5
Greece,785,461,11934.6,16392.1,2001.0,2000.7,2004.9,2005.5,595.5,833.1,723.4,710.5,57.0,93.3,163.4,112.2,45.0,96.7,83.0,71.3,2243.8,171771.4,175069.4,13534427.1,38581488.7,45591173.9,17241.3,57221.4,71237.9
Italy,642,387,35084.3,43779.4,2005.8,2005.6,2008.1,2008.0,1295.7,1283.0,1306.6,1300.8,101.0,121.5,103.9,107.9,32.0,63.5,37.8,40.9,4086.6,315481.0,321538.2,26558305.5,69502300.1,80186358.4,41368.1,130595.9,156981.7
Israel,514,218,5260.9,5425.0,2003.9,2003.3,2005.5,2005.8,315.3,406.0,386.3,386.7,30.0,72.0,53.9,61.3,30.0,66.9,40.8,47.3,1030.6,79384.2,80908.4,4320961.1,12785726.6,15055353.2,8406.5,28295.0,33825.6
Lebanon,463,222,5190.4,6055.3,1998.8,1997.2,2006.7,2006.2,380.5,476.7,416.3,411.7,35.0,88.2,56.5,58.9,43.0,84.6,48.6,53.0,847.3,65158.3,66409.3,4885239.8,14856612.0,17529209.8,10551.3,36606.8,44402.6
Cyprus,433,232,3126.3,4100.4,2001.2,2000.3,2003.2,2003.3,349.8,564.5,449.7,471.9,33.0,130.8,136.7,156.3,39.0,112.4,86.3,95.9,690.0,52920.2,53936.3,4123154.9,11949371.6,14579187.5,9522.3,32055.2,40004.0
Spain,349,262,20552.2,30375.9,2006.5,2006.4,2008.5,2008.8,1892.3,2080.4,1982.6,1981.3,167.0,196.4,173.8,176.6,41.0,87.9,61.1,65.4,2490.5,188372.5,191989.3,15156326.3,44776472.3,52101717.5,43427.9,159275.3,197855.7
Malta,335,236,15402.3,20644.9,2005.8,2005.5,2007.3,2007.1,895.6,1014.9,954.7,961.2,74.0,108.0,86.8,93.5,40.0,99.2,56.4,60.7,1910.2,146795.5,149614.0,11885453.9,30597686.1,34821736.0,35479.0,111367.6,134084.7
Jordan,302,150,2861.7,2873.8,2000.2,2003.4,2005.6,2005.9,310.0,313.7,351.4,321.9,29.0,55.0,54.7,63.1,45.0,77.1,101.1,99.0,544.9,41595.5,42394.2,2632258.5,9306769.8,9013581.8,8716.1,27473.9,32912.5
