Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,1307,110,967.4,854.7,2002.9,2001.5,2004.5,2003.2,275.0,1098.1,566.5,578.5,76.0,442.0,1236.6,1169.9,42.0,253.0,447.4,464.3,1035.2,77724.1,79216.4,21860677.7,51693921.9,69215367.4,16725.8,43189.1,58312.7
Container,548,116,4658.4,5521.4,2001.0,2003.1,2003.5,2003.2,200.6,267.4,293.3,291.7,22.0,26.8,55.2,56.5,31.0,32.2,39.2,39.9,940.4,72234.9,73621.8,4520113.6,14268216.7,16098041.9,8248.4,28367.4,33513.6
General cargo,356,233,669.4,957.6,1992.3,1994.4,1996.5,1996.5,188.9,332.2,352.5,359.7,22.0,66.7,142.9,145.0,61.0,91.0,87.5,88.3,214.8,16307.3,16620.4,1386752.0,4135458.0,5851621.7,3895.4,15201.9,20367.1
Oil tanker,243,72,4439.6,8171.7,1994.8,2004.9,2003.4,2003.6,310.9,417.9,390.5,392.8,50.0,87.9,137.0,134.2,49.0,108.0,104.5,103.2,1131.1,87007.1,88677.7,3595606.2,6697774.7,7356627.5,14796.7,38653.5,47888.3
Bulk carrier,154,131,1310.2,2284.5,2005.7,2006.0,2007.2,2007.1,228.4,284.2,311.6,314.1,52.5,141.8,139.8,139.7,83.0,123.7,131.2,132.2,226.9,17506.7,17842.9,755079.0,1820454.0,2289709.0,4903.1,18861.3,22871.8
Liquefied gas tanker,105,32,1154.7,1298.7,1999.3,2007.4,2003.1,2002.3,366.3,484.1,576.2,575.2,41.0,125.4,332.9,346.9,42.0,78.3,129.1,137.4,377.0,28247.3,28789.6,758693.8,2650478.6,2724542.5,7225.7,42922.6,58479.2
Chemical tanker,97,57,664.1,1098.8,2008.9,2008.2,2008.2,2008.2,214.3,323.1,318.9,321.9,36.0,58.8,168.5,172.6,59.0,70.4,76.0,76.2,249.8,19276.0,19646.1,342019.0,1859353.0,2187237.6,3526.0,22276.0,27523.9
Service - other,89,13,211.5,231.3,2008.4,2004.5,2005.8,2006.8,587.5,1020.7,1431.0,1859.7,104.0,403.2,994.9,1089.7,42.0,136.2,512.9,646.0,108.8,8225.1,8383.0,1614075.5,3311728.6,3568588.1,18135.7,40354.9,45566.4
Cruise,20,11,283.2,32.9,1998.0,1995.4,2005.7,1998.4,281.6,367.9,377.0,394.1,16.0,29.8,44.4,44.5,23.5,22.5,16.1,21.0,69.9,5407.1,5510.9,136321.1,716130.0,886650.9,6816.1,31081.9,35006.2
Ro-Ro,11,6,59.7,39.5,1991.0,1990.0,1993.2,1991.5,296.4,488.5,639.9,648.2,106.0,301.3,500.1,421.1,124.0,118.0,268.7,271.1,55.0,4213.0,4293.9,98119.5,644790.6,328613.8,8920.0,21612.6,29329.1
Ferry-RoPax,9,8,34.8,10.5,1988.2,1987.4,1989.5,1990.4,269.8,350.4,374.5,429.9,24.0,178.2,253.6,196.0,273.0,508.9,634.8,585.2,79.8,6001.4,6116.6,65211.3,161262.5,197870.1,7245.7,15466.7,14086.9
Vehicle,1,1,20.4,7.6,2012.0,2012.0,2012.0,2012.0,282.0,282.0,282.0,282.0,23.0,23.0,23.0,23.0,18.0,18.0,18.0,18.0,1.2,94.7,96.5,7704.9,33970.5,39341.3,7704.9,29286.4,31518.6
