Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Alexandria,2015,1067,54223.3,62800.1,2000.6,2001.9,2006.8,2006.7,898.7,1655.8,1502.0,1548.4,102.0,183.0,278.8,300.8,59.0,131.7,112.4,149.8,8067.8,620762.9,632681.5,43039203.7,133947366.0,165812994.3,21359.4,81698.5,100414.2
Damietta,1889,951,105933.2,135247.1,2002.1,2003.2,2007.6,2007.7,874.7,1559.2,1929.8,1899.9,81.0,155.9,231.6,241.0,39.0,89.2,54.1,62.7,12650.7,978059.0,996837.8,74485066.6,200939384.3,237676964.3,39431.0,133963.3,159611.1
El Dekheila,1315,768,57619.3,92948.7,2004.9,2005.0,2009.1,2009.4,785.3,1678.1,1439.6,1677.8,68.0,171.1,344.5,378.3,48.0,114.9,117.4,125.6,6566.6,507279.9,517019.6,36450184.5,103511716.2,120859458.9,27718.8,102585.7,122933.7
Safaga,689,110,7868.7,9211.5,1993.1,2000.8,1999.3,2003.2,167.2,2074.7,707.9,1303.4,12.0,253.1,357.7,337.8,24.0,103.9,98.6,91.8,1669.9,128005.7,130463.4,9927896.3,25370886.7,29477585.0,14409.1,39825.6,45313.9
Al Adabiyah,613,435,30791.7,49546.1,2004.2,2006.3,2009.3,2009.2,1047.4,2113.7,2232.4,2268.8,157.0,227.5,314.6,319.4,81.0,116.2,92.9,92.6,3987.5,307360.8,313262.1,21013432.6,60340132.4,73195270.9,34279.7,134183.3,166142.8
Port Said,514,387,39810.0,52313.2,2002.2,2002.4,2010.0,2009.8,873.9,1611.8,2260.7,2195.8,84.0,153.0,281.8,289.5,41.0,69.9,47.9,53.0,4145.5,317235.3,323326.2,24367795.7,68042597.8,78454104.9,47408.2,165485.6,203117.5
Sidi Kerir (Kurayr),419,280,72683.5,138306.0,2007.8,2008.8,2009.6,2009.6,1278.1,1862.0,2062.5,2075.0,125.0,191.6,288.9,289.7,29.0,44.6,35.2,35.1,5565.2,430918.9,439192.5,44520787.3,83452631.2,90716952.1,106254.9,278979.4,345672.0
Idku,363,271,9242.5,10372.5,1998.4,1998.8,2008.5,2007.1,820.3,1306.1,1912.1,1799.7,95.0,143.0,278.1,273.9,110.0,153.0,97.5,120.1,1316.4,92515.2,94291.5,6371510.0,22335142.9,25740430.8,17552.4,79244.9,110241.0
Port Said East,307,101,43448.8,45932.0,2005.1,2007.2,2009.2,2009.1,1280.9,1754.3,1919.0,1880.7,81.0,126.9,177.9,176.3,32.0,43.9,32.8,32.9,4280.2,331253.5,337613.6,21891905.2,57033710.3,66592251.3,71309.1,240763.6,289487.1
Sokhna,215,145,24334.5,35557.3,2009.2,2009.8,2011.5,2011.6,672.9,2672.3,1699.1,2084.8,57.0,247.0,514.3,606.0,59.0,94.5,105.8,119.0,2189.9,163386.9,166523.9,11448984.1,32127425.9,36009889.9,53251.1,211678.5,265109.8
