Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Damietta,2072,1023,107075.4,130856.7,2001.9,2002.9,2007.4,2007.4,794.1,1207.6,1768.0,1671.3,95.0,168.8,249.2,254.2,22.0,59.5,51.4,54.5,13752.8,1062820.3,1083226.5,77249549.3,209774068.6,246352990.9,37282.6,123914.0,147149.0
Alexandria,1871,1011,29212.2,34589.0,2000.9,2002.5,2005.7,2005.7,722.4,982.0,859.6,905.5,68.0,122.7,155.0,174.7,20.0,54.3,42.5,48.2,4342.7,334311.2,340730.0,26415956.5,80308475.1,98956024.2,14118.6,52420.6,64502.3
El Dekheila,1301,743,32929.0,49312.5,2004.5,2004.7,2007.6,2008.0,733.7,1050.1,836.6,915.3,79.0,195.1,220.2,248.7,20.0,59.3,57.0,61.4,4500.0,347399.1,354069.2,23402887.6,72440781.9,84284182.2,17988.4,68976.8,83155.4
Safaga,676,99,6686.6,8088.7,1993.0,2000.7,2000.9,2003.7,119.5,1776.1,625.9,1251.3,12.0,211.2,339.1,379.0,7.0,50.9,47.1,53.8,1198.0,91961.2,93726.9,6599721.0,17728908.6,20751289.4,9762.9,28895.0,33348.8
Al Adabiyah,616,433,26472.3,40263.6,2003.6,2005.7,2009.1,2009.0,984.3,1867.4,1909.3,1859.0,171.5,238.4,324.4,327.2,40.5,80.1,75.7,79.1,3484.7,266794.1,271916.5,17341933.8,54850801.2,65718003.0,28152.5,117596.8,147861.5
Port Said,528,407,36438.2,55264.0,2002.4,2002.6,2008.4,2008.1,822.9,1941.0,2043.8,2240.5,100.0,203.0,352.5,385.5,29.0,79.6,67.7,72.4,3852.8,291933.3,297538.4,22836388.5,59837606.1,68885070.5,43250.7,148355.2,184674.4
Sidi Kerir (Kurayr),447,300,100503.6,191121.3,2007.7,2008.7,2009.7,2009.8,1626.8,2491.6,2588.8,2599.4,155.0,256.4,546.1,547.3,41.0,53.0,52.5,52.5,8358.8,645568.2,657963.1,61512320.6,115200794.9,125246551.7,137611.5,360847.9,446864.9
Idku,353,276,14864.3,14162.3,1999.1,1999.8,2010.8,2009.5,765.2,1331.1,3053.6,2480.2,120.0,213.0,503.1,472.5,36.0,66.5,45.0,48.3,2022.8,132495.4,135039.3,6775821.2,29676213.0,30715319.3,19195.0,105978.8,153595.5
Port Said East,280,104,26826.3,28578.6,2005.6,2007.1,2010.4,2010.3,678.5,1446.4,1331.9,1324.0,45.0,125.6,183.3,183.0,17.0,34.0,27.4,27.9,2504.5,193667.8,197386.2,12652827.7,34549267.3,40315001.6,45188.7,160758.4,195363.7
Sokhna,218,148,16105.6,21136.4,2008.8,2009.1,2010.8,2010.9,638.3,1395.5,1120.0,1234.7,55.0,146.6,256.6,288.6,20.0,50.7,49.2,49.9,1459.1,108406.8,110488.2,8284542.3,23898536.4,26162696.1,38002.5,149613.4,187838.5
Suez,215,142,7067.9,10260.0,1997.3,2002.2,2006.9,2007.6,981.1,1646.8,1667.4,1729.2,151.0,259.3,324.2,332.8,41.0,142.1,61.9,62.1,1304.7,100150.1,102073.0,6002663.8,19245695.7,21701541.9,27919.4,103816.9,127160.3
Ain Sukhna Terminal,178,90,60333.7,105685.9,2004.5,2009.6,2006.3,2006.0,2579.2,3162.0,2486.5,2457.0,237.5,471.0,368.9,369.2,31.0,59.0,55.6,58.5,3492.4,257585.6,262531.2,25492905.1,53551796.0,53150317.9,143218.6,451015.6,591654.9
Nuweiba El Muzeima,145,66,6234.2,5139.0,2000.7,2003.6,2010.7,2010.6,618.1,1466.2,1805.4,1625.3,74.0,128.4,294.9,281.8,20.0,54.2,33.6,34.4,855.8,61081.6,62254.4,3192494.1,13032722.6,12683054.9,22017.2,91824.4,118717.6
Ras Sudr,145,104,10527.2,17609.1,2007.4,2008.7,2010.2,2010.5,748.0,1728.3,1722.2,1748.8,110.0,202.7,360.6,362.3,33.0,60.8,65.1,69.0,1179.5,91285.5,93038.2,7069180.0,18625933.1,20309927.8,48753.0,167686.6,215022.4
Nuwaiba,128,114,8947.1,10876.6,2003.9,2004.7,2008.2,2007.5,1197.8,1943.5,1843.5,1954.1,121.5,169.6,281.4,300.2,26.5,51.0,63.9,62.0,1052.6,76807.8,78282.5,4301425.9,15074377.5,16959734.5,33604.9,153375.0,197721.1
Sharm Ash Shaykh,82,68,2520.8,2691.2,2003.3,2005.3,2006.8,2007.2,575.2,1096.0,845.3,807.3,92.5,195.8,200.2,195.1,21.0,53.6,41.9,52.8,368.9,27959.8,28496.7,1679261.1,5133999.2,5916714.5,20478.8,75189.4,91588.3
Atakka Dry Port,62,55,3155.2,5243.8,2004.5,2004.9,2002.2,2001.7,781.7,1192.8,1290.1,1414.5,90.0,150.4,255.8,272.8,29.5,65.0,105.0,118.3,358.7,27719.2,28251.4,2372035.3,5896067.8,6847904.4,38258.6,122080.0,148522.4
Hurghada,59,16,913.8,1399.8,2004.7,2004.6,2004.6,2003.9,315.2,2003.5,1596.4,2368.0,15.0,204.8,242.7,253.5,21.0,177.8,61.6,64.4,177.7,13528.6,13788.4,715638.4,1867531.8,2383139.8,12129.5,44094.2,56682.6
Ras Charib,41,29,6728.5,12132.2,2004.9,2004.6,2005.2,2005.2,2855.8,2937.8,2849.5,2873.3,266.0,338.2,386.2,386.6,36.0,74.4,56.8,57.1,545.8,42242.5,43053.5,6066251.5,12895666.7,14212107.2,147957.4,372571.7,464633.1
El Tor,26,15,2180.0,2904.5,2005.1,1999.7,2002.8,2002.6,1230.5,2821.5,3520.0,3060.6,176.0,304.5,475.6,431.4,23.0,54.1,29.5,23.8,220.7,15218.3,15510.5,1132951.4,3359318.8,3391752.5,43575.1,171831.3,233950.8
Ras Shukheir,24,16,1372.4,2362.0,2007.2,2005.5,2003.9,2003.4,1327.5,1781.5,1771.1,1785.1,141.0,183.2,215.1,219.6,24.0,43.4,37.1,37.4,124.1,9572.3,9756.1,998219.6,1930797.1,2154807.2,41592.5,121559.3,150133.0
Wadi Feiran,21,17,2154.4,3758.5,2006.0,2006.1,2004.3,2004.3,1057.1,2238.6,1736.9,1825.3,103.0,402.9,231.8,230.7,21.0,37.4,38.9,37.6,169.4,13082.2,13333.4,1712668.2,3887443.5,4254276.6,81555.6,224204.2,283860.7
Hamrawein,20,18,584.9,975.7,1998.4,1998.5,2002.8,2003.1,1042.8,1309.0,1226.2,1312.6,92.0,133.6,239.1,246.2,20.5,67.7,88.2,88.9,60.2,4649.4,4738.7,445534.0,1034447.2,1386919.5,22276.7,82110.4,100141.5
Ras Abu Zanimah,16,14,372.2,568.7,1999.8,2001.0,2005.5,2005.2,1113.5,1767.1,1892.8,1893.6,184.0,182.5,209.6,209.0,45.5,57.1,52.7,52.2,56.8,4373.8,4457.8,310190.1,912392.2,1352497.3,19386.9,89825.3,116518.0
Abu Zenimah,9,9,1480.3,2351.0,1998.9,1998.9,1999.8,1997.7,1145.9,1888.7,2730.0,2817.6,220.0,266.2,280.5,293.5,22.0,45.6,68.8,77.7,89.2,6902.8,7035.3,773972.3,1677195.9,1863580.6,85996.9,248900.6,300026.6
Rashid,9,8,241.8,418.3,2005.0,2004.9,2004.6,2004.7,668.8,1226.9,1523.6,1613.4,288.0,877.6,277.3,274.6,38.0,41.9,42.2,42.6,34.0,2607.4,2657.5,239062.4,547854.0,630647.3,26562.5,71461.7,89895.3
Fa'Id,7,7,934.2,1586.4,2001.6,2001.6,2013.4,2013.2,3254.8,2420.4,2822.5,2814.6,312.0,337.6,434.2,446.7,29.0,69.9,107.1,117.0,93.6,7242.0,7381.0,325094.1,1287235.7,1327460.5,46442.0,225128.4,296853.2
Abu Chosoun,5,5,91.6,150.1,2002.2,2002.2,2000.5,2000.6,932.8,1247.3,833.7,829.6,182.0,175.2,267.7,269.3,26.0,51.8,23.7,23.2,12.4,953.0,971.3,81522.0,218125.7,311430.3,16304.4,65974.2,84506.4
Ismailia,4,4,61.5,88.9,2008.8,2008.8,2010.1,2010.2,2011.4,2507.3,2526.9,2594.2,227.0,1574.5,441.4,409.9,28.0,141.8,45.1,42.4,18.3,1400.6,1427.5,58784.9,223004.6,278961.1,14696.2,65874.6,83774.4
Al Qusayr,4,4,159.3,188.2,1996.0,1996.0,2013.6,2013.1,881.4,1288.2,2471.5,2272.9,247.0,297.8,475.5,475.7,31.0,396.8,18.3,18.1,23.6,1815.8,1850.6,71845.1,390643.4,364021.4,17961.3,115869.0,173518.9
Ras Badran Oil Terminal,3,3,533.1,857.3,2007.7,2007.7,2006.2,2004.9,1074.5,3713.8,2091.9,2268.3,324.0,539.7,734.2,763.8,9.0,15.7,15.1,16.0,38.6,2990.5,3048.0,328103.2,680899.6,810875.7,109367.7,341476.1,400802.7
El-Guna (El Gouna),2,2,3.4,3.2,1995.0,1995.0,1988.9,1983.1,575.2,575.2,344.4,302.8,69.0,69.0,51.1,33.9,17.0,17.0,16.4,15.8,1.9,147.7,150.5,7344.5,14489.1,16064.7,3672.2,8345.0,9202.2
Mersa Martu,1,1,0.7,0.6,1971.0,1971.0,1971.0,1971.0,865.1,865.1,865.1,865.1,125.0,125.0,125.0,125.0,7.0,7.0,7.0,7.0,0.5,40.0,40.8,14980.0,35423.2,47429.7,14980.0,38681.0,52225.9
