Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,17979,1815,18417.0,26423.6,1990.2,1994.6,1993.8,1993.7,177.1,250.2,301.9,301.1,24.0,41.7,127.1,126.1,24.0,48.4,66.6,65.5,6131.1,464453.4,473370.9,50887584.7,149036282.6,211959663.2,2830.4,10259.1,14088.4
Container,5870,435,50428.0,58826.3,2003.5,2004.3,2006.2,2006.1,100.1,207.4,247.9,246.3,15.0,26.1,71.8,74.4,13.0,25.8,28.4,28.6,7734.8,596325.0,607774.4,45240483.6,138931184.5,156223757.8,7707.1,25992.1,30613.4
Chemical tanker,5011,697,16622.1,26315.3,2005.6,2007.5,2007.1,2007.1,156.0,201.7,268.5,267.9,21.0,35.9,110.4,110.0,22.0,36.7,46.2,45.9,7125.8,544756.2,555215.6,15650689.3,60879822.9,72837345.9,3123.3,13923.9,17119.8
Oil tanker,4590,606,31314.5,57605.8,2006.7,2008.0,2008.5,2008.5,85.6,215.3,273.6,276.2,17.0,35.0,124.9,125.7,12.0,38.7,46.9,46.7,7153.5,550489.8,561059.2,30751724.4,58062891.0,65243700.5,6699.7,17433.5,21432.6
Bulk carrier,2998,1226,26728.3,45612.2,2004.0,2007.1,2006.0,2006.2,204.5,329.8,348.0,341.7,23.0,45.4,118.3,111.2,14.0,55.5,74.1,72.8,3059.8,236168.0,240702.4,16987309.2,40038985.1,53423066.1,5666.2,21379.4,26248.3
Service - tug,1080,111,228.0,142.6,2010.3,2005.0,2009.5,2008.8,130.7,636.4,495.3,412.8,51.0,349.3,916.3,794.7,24.0,177.3,291.1,249.7,766.8,57673.2,58780.6,3648262.6,8627042.8,11551144.1,3378.0,8722.7,11777.1
Ro-Ro,951,49,1689.7,957.2,1983.8,1994.7,2000.1,1995.6,59.1,362.2,201.1,175.2,7.0,94.5,46.1,57.0,6.0,44.7,18.0,20.7,576.2,44050.9,44896.7,2035312.7,12147269.5,6504771.2,2140.2,5165.7,6820.5
Liquefied gas tanker,745,91,4604.4,5435.7,1999.1,2006.4,2004.8,2004.8,157.8,370.9,397.4,403.4,21.0,45.4,106.0,106.1,18.0,52.3,72.5,72.7,1530.3,116887.3,119131.5,2521343.3,10534296.9,10188174.2,3384.4,21912.1,30862.2
Vehicle,603,94,3213.8,1051.7,2005.0,2006.0,2006.1,2005.7,79.4,192.2,130.1,133.0,9.0,18.6,28.3,28.8,11.0,14.4,15.4,16.3,351.2,27165.7,27687.2,1064994.5,4695483.9,5437848.9,1766.2,6713.2,7224.8
Ferry-pax only,350,18,226.5,31.1,2008.4,2006.4,2008.0,2009.5,421.1,769.2,1183.8,1241.9,58.0,105.0,636.6,664.1,33.0,207.1,141.7,220.6,240.6,18066.6,18413.5,2556382.4,5206311.9,6558344.0,7303.9,16985.0,22391.8
Miscellaneous - fishing,318,18,100.3,76.2,2003.7,2003.7,2005.6,2002.1,237.2,559.4,411.8,382.3,33.0,282.9,217.8,199.7,14.0,431.6,184.7,178.5,140.2,10529.1,10731.3,536106.7,1189188.0,1351986.3,1685.9,3967.6,4703.4
Service - other,234,33,515.0,766.8,1999.6,1996.7,2009.5,2011.1,178.6,552.2,381.9,288.3,37.0,268.5,594.9,476.4,19.0,192.9,299.4,156.0,278.8,20993.7,21396.8,5350869.3,10978809.2,11830331.7,22867.0,50882.8,57453.9
Ferry-RoPax,227,28,1339.0,395.0,1993.6,2000.6,1999.8,1996.4,427.0,2986.7,1227.5,679.4,33.0,493.4,2408.3,2025.0,23.0,245.4,278.9,318.7,728.6,54835.2,55888.0,7665982.6,16988456.5,22256411.4,33770.8,74831.6,100334.2
Cruise,14,3,10.1,1.8,1943.7,1954.7,1974.4,1971.6,178.2,190.9,268.2,266.3,27.0,115.2,57.6,61.7,29.0,38.8,31.4,32.8,72.1,5415.3,5519.3,16209.4,49013.7,92907.9,1157.8,3772.2,6543.8
Refrigerated bulk,8,7,19.0,20.3,1992.6,1992.7,1994.4,1994.3,93.0,336.9,310.1,317.6,21.0,30.9,50.2,51.6,8.0,89.5,136.6,153.6,17.7,1337.3,1363.0,60104.8,131331.9,147933.0,7513.1,16010.3,17286.3
