Inventory,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
All Global Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
All International Voyages,1229088,41343,71953336.7,102531467.9,2003.7,2003.8,2009.2,2009.4,668.4,1825.5,2058.1,2438.9,67.0,228.6,428.3,471.9,22.0,79.5,68.9,76.8,7386879.1,561972489.7,572762361.5,42427448653.6,117844885887.1,135247567981.6,34519.5,120548.3,148093.0
All Domestic Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
Int. Arr. Inventory,591,262,54316.9,63780.5,2004.9,2005.2,2004.9,2004.6,1537.0,2575.0,2537.7,2807.6,147.0,204.7,272.7,285.0,23.0,107.9,192.4,318.7,7242.2,560446.4,571207.0,46766871.7,133632070.1,149284192.5,79131.8,247916.9,286980.1
Int. Dep. Inventory,603,264,33148.2,35725.4,2004.9,2005.5,2006.3,2006.8,387.2,1757.4,1533.7,1554.0,41.0,173.7,236.7,234.1,29.0,61.4,34.6,37.2,4053.2,313237.1,319251.2,27035891.0,76588673.0,86096107.1,44835.6,139534.3,160657.6
Domestic Inventory,27,13,152.8,123.7,2004.6,2000.5,2000.6,1999.9,758.2,919.7,367.8,274.5,230.0,358.0,492.5,388.9,42.0,283.6,106.2,224.7,80.9,6147.9,6265.9,348705.9,785214.0,889624.2,12915.0,32027.3,37254.0
