Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,388,124,41296.1,48130.6,2004.7,2004.4,2005.1,2005.2,2294.9,2536.2,2703.3,2652.5,156.0,168.1,235.9,233.9,18.0,26.9,25.8,25.5,5586.0,432553.4,440858.5,37744431.8,106006963.9,116817779.8,97279.5,294398.7,338503.4
Cruise,35,17,1109.3,132.1,1995.9,1997.4,1999.1,1997.7,473.9,688.7,652.8,668.8,39.0,48.1,73.3,72.3,10.0,13.7,13.9,13.6,272.5,21098.5,21503.5,386672.4,2499271.4,3080539.1,11047.8,61641.9,69830.9
Vehicle,34,30,3650.4,1340.8,2007.1,2007.4,2006.2,2005.8,394.7,1495.1,1673.3,1780.6,46.0,102.2,337.2,340.8,22.5,20.5,22.7,22.3,227.2,17589.4,17927.1,1357780.7,5986357.2,6932811.7,39934.7,151791.9,163361.3
Bulk carrier,30,25,3580.9,6351.9,2012.0,2011.2,2012.5,2012.6,3558.4,3801.1,3812.0,3815.1,293.5,369.1,552.3,552.3,105.0,126.0,119.7,118.3,303.6,23504.1,23955.4,2208092.3,5036850.1,6194440.8,73603.1,261722.6,314039.8
General cargo,26,17,498.9,747.3,2007.3,2007.3,2008.8,2009.0,729.0,1802.1,2266.8,2425.1,99.5,191.6,538.4,556.4,77.0,115.1,115.0,116.6,92.6,7103.9,7240.2,390218.5,1325511.4,1917594.1,15008.4,79282.0,106035.9
Chemical tanker,21,16,1514.7,2522.9,2012.3,2012.1,2012.9,2012.9,3303.1,2734.6,2554.5,2552.4,279.0,249.1,290.9,291.2,28.0,41.9,42.8,42.9,192.2,14885.3,15171.1,486633.7,3563767.3,4108955.3,23173.0,200110.6,245995.1
Miscellaneous - fishing,21,10,99.2,46.5,2005.0,2003.8,2007.8,2007.7,2940.8,4181.0,4406.7,4318.2,312.0,586.1,818.5,820.4,166.0,1058.6,1996.5,1912.9,87.3,6564.9,6690.9,327029.8,725415.0,824723.4,15572.8,36650.0,43446.3
Oil tanker,13,13,2254.9,4336.4,2003.3,2003.3,1983.6,1981.1,3462.0,4983.0,6908.1,7882.6,286.0,266.5,378.7,386.8,59.0,537.9,3746.0,4146.0,364.6,28240.8,28783.0,2820487.5,6333489.2,7062555.6,216960.6,594663.3,717622.4
Service - other,9,5,258.9,141.2,1990.9,1987.6,1995.6,1995.9,3754.1,3211.0,4234.7,4329.8,303.0,304.4,487.3,500.1,56.0,76.2,348.0,348.8,74.5,5741.7,5852.0,985592.8,2022220.1,2179064.6,109510.3,243678.9,275148.0
Liquefied gas tanker,8,2,6.3,7.3,2009.2,2009.0,2009.3,2009.3,161.8,161.8,175.8,176.0,16.0,16.0,186.0,189.0,31.0,25.0,33.1,33.1,19.9,1494.8,1523.5,5486.5,15895.3,17553.5,685.8,3754.8,4937.6
Service - tug,4,2,3.6,1.2,2004.8,2001.5,1996.9,1998.4,685.5,5142.2,3058.7,1955.5,20.5,728.0,1235.5,1067.2,201.0,146.5,107.5,137.4,12.9,967.1,985.7,30656.4,72493.2,97064.5,7664.1,19790.1,26720.0
Ro-Ro,2,1,43.5,22.2,2013.0,2013.0,2013.0,2013.0,919.6,919.6,919.6,919.6,94.5,94.5,95.0,95.0,17.5,17.5,17.4,17.4,9.1,702.6,716.1,23789.2,43836.0,51110.0,11894.6,27956.7,29676.5
