Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,603,62,179.2,71.6,2010.3,2005.6,2011.6,2010.8,418.0,969.1,712.8,636.5,205.0,514.2,763.0,763.6,61.0,292.8,413.3,367.9,586.9,44073.6,44919.9,1831221.9,4330288.5,5798022.2,3036.9,7841.7,10587.6
Oil tanker,305,59,1244.7,2116.5,1992.7,2000.6,2002.5,2002.8,75.0,1076.9,404.1,395.3,121.0,337.1,682.9,652.0,65.0,169.8,265.9,249.6,1772.9,134321.2,136900.1,2646734.3,2954203.8,3431876.4,8677.8,24462.1,31044.1
Chemical tanker,105,28,286.9,440.4,2006.4,2008.9,2008.3,2008.4,71.7,123.4,259.8,252.0,62.0,59.6,283.1,281.5,52.0,101.4,115.0,114.7,278.8,21157.7,21563.9,293836.9,1061884.5,1261184.4,2798.4,11469.3,13880.9
Service - other,56,19,394.8,590.9,1996.9,1999.5,2000.9,2001.4,140.9,909.7,1802.6,2050.8,257.5,499.7,741.2,749.8,119.0,238.3,341.2,303.6,134.7,10232.6,10429.1,4123508.0,8460533.2,9116736.9,73634.1,163848.2,185007.8
Cruise,44,9,72.2,24.8,1988.1,1990.1,1988.0,1988.6,283.5,234.8,351.9,361.4,37.5,39.7,64.9,64.4,12.5,57.7,15.7,14.5,44.0,3322.0,3385.8,119332.7,579718.3,1230245.2,2712.1,13611.9,25781.1
Container,40,23,323.0,378.1,2013.8,2013.5,2011.0,2010.9,51.0,156.7,101.5,103.3,11.0,13.9,23.5,23.6,39.5,75.4,146.2,148.4,88.6,6824.9,6956.0,274826.4,977185.3,1119310.6,6870.7,27268.0,32919.9
Bulk carrier,29,26,361.5,609.7,2009.5,2010.4,2004.2,2004.4,56.2,192.0,388.4,378.0,18.0,58.3,417.6,418.6,46.0,74.3,95.6,94.1,26.8,2068.6,2108.3,221868.6,585497.2,868473.0,7650.6,33592.9,42848.4
Ro-Ro,13,2,2.8,3.5,1995.4,1993.5,2001.2,1997.2,102.0,101.4,198.5,181.9,23.0,22.8,159.0,147.3,59.0,69.0,273.2,246.2,23.2,1738.3,1771.7,12764.9,98412.2,46439.8,981.9,2396.3,3416.0
Miscellaneous - fishing,11,8,33.7,31.9,1996.4,1994.0,1983.9,1980.6,57.6,3684.2,3110.8,4169.6,18.0,492.4,1891.3,2071.8,37.0,104.1,43.4,39.9,16.2,1217.6,1241.0,224008.0,496892.9,564916.9,20364.4,47926.6,56814.1
Liquefied gas tanker,10,9,979.1,1112.8,2004.6,2005.2,2008.1,2008.1,48.8,2262.8,3696.8,3572.6,12.5,236.5,1407.8,1407.4,44.5,47.4,74.7,74.7,137.4,10632.3,10836.5,261440.4,1938655.0,1612359.5,26144.0,235317.5,365233.5
Refrigerated bulk,9,9,8.4,9.7,1992.3,1992.3,1989.9,1989.8,69.3,91.6,97.0,99.1,11.0,13.8,15.0,14.8,63.0,94.0,60.4,59.6,23.2,1743.9,1777.4,28821.5,62976.3,70936.9,3202.4,6824.2,7368.1
General cargo,9,8,26.1,33.2,2007.8,2010.2,1997.5,1997.4,139.7,154.4,164.6,175.6,58.0,62.7,110.1,112.3,65.0,140.7,116.2,122.7,9.1,687.9,701.2,19563.5,64962.8,93342.4,2173.7,11026.4,14637.6
Ferry-pax only,3,3,1.1,0.5,1968.0,1968.0,1970.6,1962.1,81.4,176.4,84.5,102.3,9.0,83.7,25.8,69.4,92.0,302.7,670.8,555.3,4.2,316.8,322.9,20286.1,48680.9,62270.8,6762.0,17186.3,22700.5
Vehicle,1,1,0.7,0.3,1996.0,1996.0,1996.0,1996.0,75.0,75.0,75.0,75.0,35.0,35.0,35.0,35.0,384.0,384.0,384.0,384.0,4.5,334.2,340.7,303.5,1337.9,1549.5,303.5,1153.4,1241.4
