Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Taboguilla,1437,1120,115234.3,177526.6,2009.0,2009.2,2009.8,2009.9,1677.0,2565.5,2492.1,2481.4,163.0,254.9,438.3,454.5,56.0,101.2,85.5,89.9,14074.6,1073483.6,1094094.5,71815076.9,217974455.1,250751928.6,49975.7,202120.2,255054.3
Cristobal,823,569,76426.3,99916.5,2006.0,2007.5,2011.7,2011.4,1404.1,2383.2,2518.3,2454.5,118.0,239.4,338.8,355.1,41.0,95.3,51.0,58.5,10003.5,766347.4,781061.3,47317677.9,143507907.4,166226665.7,57494.1,222003.9,272302.7
Manzanillo,621,455,56939.9,65888.0,2006.1,2006.5,2010.9,2010.8,956.3,2674.7,3145.4,3151.4,98.0,262.9,535.3,554.9,26.0,102.6,43.4,51.2,6913.4,518975.1,528939.4,33651922.1,110158292.6,124366015.7,54189.9,217162.8,271927.4
Balboa,382,201,52476.8,60533.9,2005.8,2005.7,2006.7,2006.7,855.0,2838.5,2468.1,2420.7,71.0,208.7,357.9,359.2,21.0,55.6,25.9,27.3,6715.4,519201.1,529169.8,40669362.8,109651669.9,123489417.6,106464.3,328576.1,381813.2
Puerto Colon,297,143,9840.9,10667.8,2007.2,2006.5,2007.4,2007.5,551.0,1338.2,967.9,937.3,48.0,98.8,149.2,151.3,17.0,32.1,33.2,35.9,1526.6,117884.7,120148.1,9313057.6,28789959.1,32618541.3,31357.1,103377.2,120580.1
Rodman,283,211,15064.5,18356.4,2004.6,2006.1,2009.5,2009.4,938.7,2274.9,1372.9,1354.5,92.0,274.5,289.1,288.1,41.0,103.9,60.9,51.3,2359.2,180841.8,184313.9,14583353.0,39039331.7,44607148.4,51531.3,165780.6,200403.7
Las Minas,139,86,4994.4,7222.3,2005.7,2007.6,2009.2,2010.1,1389.4,1519.8,1653.5,1563.0,126.0,158.1,228.5,212.3,48.0,83.6,56.5,59.1,699.7,53634.0,54663.8,2711660.9,11429867.2,13327061.6,19508.4,103384.3,126957.0
Chriqui Grande,117,66,7012.4,12814.9,2008.8,2008.8,2008.8,2008.9,660.6,1237.7,1067.3,1060.9,115.0,147.8,238.8,238.9,36.0,63.5,65.7,66.0,825.6,63869.0,65095.3,6783052.0,12858078.8,15413326.3,57974.8,146064.2,181324.2
Ancon,96,81,2807.3,4054.0,2003.3,2003.8,2005.7,2006.8,1397.3,2030.8,1889.6,1856.0,139.0,187.2,273.3,269.5,50.5,80.2,73.0,76.4,570.0,43594.9,44431.9,3807397.8,9307731.6,11200582.7,39660.4,115276.5,135403.3
Puerto Armuelles,76,54,29762.9,56931.8,2009.7,2009.8,2010.9,2010.9,2776.3,4196.7,5028.6,5099.3,292.0,406.4,616.6,619.7,53.5,98.8,93.8,94.1,2731.9,209963.8,213995.1,18549203.7,32820783.4,36853212.4,244068.5,635438.6,789044.1
Almirante,42,9,1964.8,2239.7,1993.8,1998.2,1990.7,1990.1,4945.2,3003.0,3691.1,3751.3,299.0,188.9,294.6,295.9,42.5,50.0,56.1,56.7,650.5,49652.5,50605.8,6422356.7,14213547.4,16015800.4,152913.3,331115.7,358991.9
