Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,544,97,9395.9,10008.9,2004.3,2004.6,2005.7,2005.8,135.6,581.0,659.6,628.7,30.0,48.5,153.8,151.9,16.0,25.2,32.8,32.7,1446.7,111561.6,113703.5,7993553.8,24481616.8,27867014.8,14694.0,50305.4,59682.3
General cargo,346,175,1552.8,2077.4,1997.1,1998.8,2002.3,2003.7,739.4,898.5,889.8,885.6,83.5,112.0,179.5,186.0,62.5,68.1,83.6,85.4,392.6,29967.5,30542.8,2871813.5,8596878.8,12179709.8,8300.0,32651.1,43808.7
Vehicle,248,85,19275.5,6215.6,2005.5,2006.8,2007.5,2007.2,1134.0,2526.0,1759.4,1732.7,81.5,171.4,227.3,230.3,36.0,42.6,51.0,50.2,1301.9,100686.0,102619.1,6294061.2,27750061.3,32137399.2,25379.3,96466.6,103819.2
Chemical tanker,145,99,4503.0,7389.7,2007.2,2007.6,2008.7,2008.7,936.4,1478.4,1473.0,1489.4,88.0,135.6,271.0,273.6,41.0,46.3,50.8,50.9,813.0,62894.2,64101.8,1690132.8,11038662.9,12798067.5,11656.1,89405.2,109947.2
Bulk carrier,143,122,17178.7,31305.6,2007.6,2009.0,2011.1,2011.0,1671.3,2718.3,3353.1,3403.8,158.0,306.7,586.7,590.7,108.0,161.2,180.9,183.4,1429.0,110523.1,112645.2,8116206.7,18688549.1,22163504.3,56756.7,199004.8,237254.6
Cruise,92,30,1104.2,110.2,1999.0,2002.5,1996.4,1996.4,126.9,223.3,281.9,265.6,15.0,20.7,41.9,44.3,11.0,10.4,11.8,11.6,301.1,23295.6,23742.8,524908.2,2400789.6,2719725.4,5705.5,22702.3,23477.1
Service - tug,27,5,2.7,1.1,1995.5,1989.6,1994.2,1995.7,197.2,431.7,423.7,361.4,138.0,132.8,421.2,354.9,41.0,113.8,75.7,109.0,13.4,1003.7,1023.0,28931.4,68414.1,91602.8,1071.5,2766.9,3735.8
Oil tanker,9,7,277.3,516.9,2007.8,2007.4,2007.2,2007.3,779.1,658.2,854.7,877.1,86.0,68.4,89.7,90.1,44.0,31.1,15.9,14.2,38.0,2942.9,2999.4,260840.3,506861.3,569380.5,28982.3,77887.8,94274.6
Ferry-pax only,9,2,1.9,0.5,1989.0,1989.0,1989.0,1989.0,682.6,1434.6,1082.9,1476.2,16.0,130.5,114.8,182.2,23.0,20.0,42.2,26.7,3.7,280.4,285.8,37163.7,75687.4,95342.8,4129.3,9602.5,12659.3
Service - other,3,3,2.4,0.9,2005.7,2005.7,2003.6,2004.0,427.1,363.8,539.2,442.6,54.0,270.0,103.7,134.0,29.0,42.0,88.4,82.6,1.9,145.7,148.5,6198.7,12718.4,13704.9,2066.2,4597.7,5191.5
Ro-Ro,1,1,0.6,0.4,1971.0,1971.0,1971.0,1971.0,191.8,191.8,191.8,191.8,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,0.2,13.7,14.0,1444.9,11139.7,5256.7,1444.9,3526.2,5026.7
Refrigerated bulk,1,1,58.8,70.4,1994.0,1994.0,1994.0,1994.0,6984.7,6984.7,6984.7,6984.7,438.0,438.0,438.0,438.0,303.0,303.0,303.0,303.0,39.0,2976.0,3033.1,208991.7,456657.1,514381.3,208991.7,445359.1,480854.0
Miscellaneous - fishing,1,1,0.0,0.0,1986.0,1986.0,1986.0,1986.0,49.6,49.6,49.6,49.6,17.0,17.0,17.0,17.0,646.0,646.0,646.0,646.0,1.1,81.0,82.5,26.9,59.6,67.7,26.9,63.2,74.9
