Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,543,98,6206.2,7111.1,2004.3,2004.6,2005.9,2005.8,149.5,447.4,440.5,451.3,15.0,36.7,65.5,67.9,16.0,22.8,20.1,20.0,1005.9,77540.7,79029.4,6236777.7,19046608.6,21178739.2,11485.8,37331.9,43538.3
General cargo,344,175,1932.0,2559.7,1997.2,1998.8,2002.2,2003.6,1046.3,948.0,1097.9,1080.5,99.5,98.4,174.1,180.8,32.0,62.5,76.7,79.9,459.3,35175.9,35851.3,3922891.6,11643239.2,16425120.0,11403.8,44265.6,58956.5
Vehicle,252,86,26018.7,8440.1,2005.4,2006.6,2006.1,2005.6,1169.1,3277.9,2337.1,2317.4,79.0,216.6,301.2,297.9,10.0,14.6,14.0,14.0,1637.1,126776.9,129211.0,8546683.3,37681709.6,43639260.2,33915.4,128912.5,138738.1
Bulk carrier,148,128,8925.2,16361.5,2007.6,2009.0,2011.1,2011.0,1154.4,1447.3,1667.0,1695.0,96.0,146.7,357.2,364.7,48.5,77.4,66.7,64.3,608.2,47007.1,47909.6,4193383.7,9935981.7,11741860.8,28333.7,102395.7,122590.2
Chemical tanker,145,98,2976.7,4841.8,2007.3,2007.6,2008.5,2008.5,876.8,940.9,966.1,968.3,76.0,86.1,108.4,108.9,29.0,39.5,41.4,41.3,481.4,37234.9,37949.8,1146184.2,7317148.4,8489867.4,7904.7,59253.6,72851.7
Cruise,92,30,1042.0,121.5,1999.0,2002.5,1999.8,2000.0,119.2,274.7,266.0,292.7,13.5,25.0,53.9,56.3,10.0,17.8,13.0,13.2,320.2,24753.5,25228.8,673327.0,2669503.0,2840739.7,7318.8,25587.7,25188.5
Service - tug,25,5,2.3,1.5,1995.1,1987.6,1994.6,1997.0,211.2,845.0,428.7,518.3,118.0,659.1,570.7,655.3,41.0,131.2,309.5,356.7,15.1,1131.5,1153.3,38802.5,91756.3,122856.8,1552.1,4007.8,5411.2
Ferry-pax only,9,2,1.2,0.3,1989.0,1989.0,1989.0,1989.0,404.4,1053.3,666.9,1025.0,14.0,22.5,23.8,27.9,10.0,39.8,49.0,60.9,2.3,175.1,178.5,25805.9,52556.1,66204.4,2867.3,6667.8,8790.4
Oil tanker,7,5,75.2,120.0,2007.9,2007.4,2006.1,2006.1,766.0,582.8,476.3,448.5,107.0,81.9,100.5,100.3,37.0,55.2,38.7,38.6,23.8,1839.5,1874.8,140365.5,243534.7,277747.0,20052.2,58290.2,69799.2
Service - other,3,3,2.5,1.1,2005.7,2005.7,2005.9,2006.8,426.2,845.2,546.2,551.6,67.0,127.7,141.2,162.5,21.0,31.7,48.4,37.7,3.2,242.7,247.4,7725.4,15850.9,17080.3,2575.1,5730.1,6470.1
Ro-Ro,1,1,1.1,0.7,1971.0,1971.0,1971.0,1971.0,345.2,345.2,345.2,345.2,43.0,43.0,43.0,43.0,15.0,15.0,15.0,15.0,0.4,28.0,28.5,2599.9,20044.6,9458.8,2599.9,6345.0,9045.0
Refrigerated bulk,1,1,16.7,20.0,1994.0,1994.0,1994.0,1994.0,1985.6,1985.6,1985.6,1985.6,107.0,107.0,107.0,107.0,14.0,14.0,14.0,14.0,8.1,620.0,631.9,59410.9,129815.6,146225.1,59410.9,126603.9,136694.1
Miscellaneous - fishing,1,1,0.1,0.0,1986.0,1986.0,1986.0,1986.0,394.7,394.7,394.7,394.7,10.0,10.0,10.0,10.0,91.0,91.0,91.0,91.0,0.3,20.8,21.2,213.7,474.1,539.0,213.7,503.0,596.3
