Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,5725,225,3500.1,3140.1,2011.3,2009.9,2011.6,2011.5,202.1,573.8,355.2,349.7,46.0,343.6,396.3,372.2,23.0,93.3,145.3,140.8,2713.6,203936.6,207852.2,80317611.7,189926973.2,254301951.8,14029.3,36226.1,48911.4
Service - other,940,60,426.3,284.3,2010.0,2010.1,2007.9,2007.7,270.0,1212.0,540.3,549.2,47.0,447.3,961.7,1084.1,24.0,106.3,182.4,183.4,839.3,63019.8,64229.8,1984140.2,4071020.1,4386770.7,2110.8,4696.9,5303.4
Oil tanker,803,136,39263.7,71674.6,2004.5,2006.6,2003.6,2003.6,387.0,931.9,1275.0,1315.8,76.0,178.5,328.5,330.8,35.0,50.4,77.5,77.5,4909.0,379377.6,386661.7,33230613.2,60397180.4,68428398.0,41383.1,107460.0,133387.6
Chemical tanker,772,170,13249.8,21783.6,2011.9,2010.4,2011.7,2011.7,336.7,940.7,603.8,602.6,52.0,126.7,220.1,220.5,35.0,39.8,55.7,55.6,2374.7,183841.9,187371.6,4567754.8,31498142.6,36357652.1,5916.8,47989.2,58895.1
Container,314,95,6631.7,7443.7,2006.8,2007.1,2007.9,2007.8,140.9,327.9,306.4,314.5,14.0,58.3,97.9,100.0,16.0,18.4,19.5,19.2,747.2,57819.0,58929.1,5015288.1,14126243.0,15912905.5,15972.3,51070.9,59591.2
Bulk carrier,97,87,789.5,1350.4,2008.1,2009.0,2009.5,2009.5,213.6,304.6,307.2,308.1,30.0,65.8,101.7,103.2,88.0,125.1,135.7,135.3,109.9,8484.6,8647.5,509379.5,1160508.1,1508500.2,5251.3,19405.8,23442.6
General cargo,45,41,210.0,275.8,2004.9,2005.7,2007.1,2007.2,218.2,437.6,350.6,340.9,28.0,51.0,97.5,97.8,45.0,70.4,55.5,58.6,60.8,4645.3,4734.5,149709.4,504866.5,729852.0,3326.9,17283.1,23140.4
Ro-Ro,36,19,862.3,566.2,2006.1,2004.2,2004.3,2003.9,416.0,2575.2,971.3,1059.9,46.5,596.2,908.7,1631.4,40.5,120.1,133.9,183.7,267.9,20314.7,20704.8,980785.3,4914715.0,2896165.2,27244.0,65358.4,82449.3
Liquefied gas tanker,24,16,1088.2,1254.1,2009.9,2007.4,2015.5,2015.5,728.8,1340.4,1461.4,1448.1,59.5,115.5,304.7,304.5,22.5,36.2,57.5,57.7,136.6,10541.6,10744.0,422814.3,2294551.8,2055332.3,17617.3,131232.4,193621.0
Ferry-RoPax,9,4,177.8,26.7,1989.0,1991.8,1981.7,1979.2,1308.5,3105.8,3639.7,3582.7,134.0,820.9,1994.9,1909.2,81.0,239.8,224.7,199.6,117.8,8860.7,9030.9,165809.0,410032.6,503112.6,18423.2,39326.2,35817.9
Ferry-pax only,5,1,3.2,0.5,1972.0,1972.0,1972.0,1972.0,256.1,256.1,417.2,417.2,306.0,306.0,326.6,326.6,83.0,83.0,121.4,121.4,3.4,253.4,258.3,38962.9,79351.6,99958.5,7792.6,18121.3,23889.8
