Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Jeddah,3245,1114,382445.9,395626.1,2003.3,2006.8,2010.3,2010.4,1051.9,2254.0,2092.8,2040.1,105.0,203.5,218.7,222.8,19.0,56.5,33.1,43.8,35222.2,2725154.6,2777477.6,205499828.6,585029015.6,680308044.2,63328.1,217436.5,256947.6
Al Jubayl,1511,937,62695.7,107590.3,2009.7,2010.2,2010.6,2010.7,579.4,1161.9,1362.8,1380.3,54.0,123.4,371.0,383.1,75.0,92.6,93.2,93.7,7608.0,588127.3,599419.3,43685606.4,122804487.9,143754103.6,28911.7,103913.4,127225.4
Dammam,1260,751,45952.5,66850.2,2008.0,2008.5,2010.1,2010.4,351.8,1086.7,721.2,984.5,32.0,124.7,381.6,467.2,29.0,113.9,208.5,255.5,4735.4,366044.5,373072.6,24499626.4,67286815.1,81348850.2,19444.1,74622.7,90315.7
Ras Tanura,1240,758,103210.9,193705.5,2007.9,2008.4,2007.8,2007.8,486.1,919.8,1049.1,1060.1,53.0,132.7,275.6,278.5,40.0,62.8,48.3,48.3,7709.2,596693.2,608149.7,62399528.0,115690372.8,129101176.0,50322.2,134222.6,167219.0
Juaymah,1098,535,212196.3,398764.9,2008.1,2008.7,2009.3,2009.4,525.2,1476.2,1420.7,1410.6,50.0,134.0,300.2,301.7,42.0,50.1,46.6,46.8,10267.0,795143.0,810409.7,97284110.6,182880379.9,187228405.1,88601.2,261844.7,334959.4
Rabigh,1060,378,181567.1,210067.8,2006.5,2007.0,2009.1,2009.0,1699.5,1962.2,2140.6,2127.1,140.0,170.3,184.9,189.0,17.0,25.3,17.7,18.6,18167.3,1406271.9,1433272.3,98640142.4,260451376.6,307994761.9,93056.7,321894.0,389100.5
Duba,703,51,3143.7,3184.8,1991.9,2000.1,1998.0,2004.5,119.7,1213.0,325.7,645.9,12.0,274.2,313.2,352.4,7.0,92.5,127.0,215.2,770.1,58952.2,60084.0,3879489.3,11715643.3,11618487.0,5518.5,13889.6,15412.2
Yanbu Industrial,666,438,65584.9,113543.6,2008.1,2009.5,2007.2,2007.1,1450.6,2216.4,1900.3,1899.6,194.0,255.5,345.9,347.5,33.5,50.7,54.5,54.4,6289.7,486727.8,496073.0,43955489.4,112215770.0,125058171.6,65999.2,216863.6,273988.2
Al Jubail,403,305,11255.8,17877.0,2007.1,2008.3,2009.1,2009.4,516.8,1105.9,888.4,1010.6,54.0,121.3,262.9,287.3,41.0,112.5,142.7,157.3,1497.6,115655.4,117875.9,6953220.2,21578383.5,25837617.5,17253.6,71749.5,87732.5
Ras Al Khair,197,155,8622.7,12439.9,2009.1,2009.5,2008.1,2008.2,688.6,1388.0,1883.3,1774.2,90.0,152.2,594.2,680.8,110.0,161.8,99.9,101.6,965.1,74492.4,75922.7,5444813.7,16947384.8,18979996.1,27638.6,140433.6,185706.2
Yanbu,129,110,7439.5,13006.0,2005.6,2007.1,2010.1,2010.5,1682.2,2306.1,2333.6,2416.8,178.0,231.0,348.7,350.6,54.0,96.2,99.4,101.8,827.3,63847.7,65073.6,4594760.5,13240761.4,15895613.2,35618.3,140411.2,171103.1
Khafji,108,56,1075.0,1380.2,2005.8,2005.9,1993.4,1993.6,103.8,551.7,2071.9,1776.5,23.0,150.6,508.3,502.8,20.0,85.4,160.4,159.9,177.3,13643.0,13905.0,960469.2,2851450.8,3900625.3,8893.2,37688.8,49727.9
Jizan,84,77,4050.9,6482.0,2007.5,2007.8,2009.8,2009.7,1861.1,1945.7,1862.8,1860.1,162.0,179.1,225.1,227.7,66.0,128.8,124.8,134.4,494.0,38156.8,38889.4,2259084.5,7840381.7,9554537.5,26893.9,125999.1,156482.1
Safaniya,12,7,147.8,167.8,2014.4,2012.3,2017.7,2017.8,251.9,300.6,546.7,562.6,43.0,169.4,35.2,30.4,37.5,67.8,99.3,98.1,19.8,1524.0,1553.3,83481.8,383151.1,354176.8,6956.8,37638.5,55555.4
Al Khobar,2,2,107.0,202.7,1996.5,1996.5,1997.8,1997.8,475.6,475.6,586.2,589.2,173.5,173.5,117.4,116.6,328.5,328.5,598.1,601.7,15.2,1176.1,1198.7,51263.7,88326.7,94535.8,25631.9,71121.1,88148.4
Buraydah,2,2,139.3,240.6,2001.5,2001.5,1996.0,1996.0,2734.1,2734.1,5028.7,5057.2,390.5,390.5,377.0,377.0,200.0,200.0,377.4,377.6,18.3,1404.5,1431.5,108276.7,220282.5,267035.2,54138.4,172439.8,200828.2
Ras Al Mishab,2,2,9.8,11.5,2006.5,2006.5,2003.0,2002.7,588.7,588.7,293.2,286.8,211.5,211.5,235.3,237.1,1272.0,1272.0,1247.8,1246.0,22.9,1768.0,1801.9,15369.7,45353.1,49128.5,7684.8,23277.0,26897.4
Umm Lajj,1,1,49.4,86.0,2006.0,2006.0,2006.0,2006.0,5978.0,5978.0,5978.0,5978.0,790.0,790.0,790.0,790.0,64.0,64.0,64.0,64.0,6.5,490.8,500.2,102720.0,291897.0,345753.9,102720.0,321974.4,377451.2
