Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Dehtary,67,36,79.5,80.5,1993.1,1991.2,1999.0,2003.3,243.9,986.8,860.3,921.4,51.0,270.1,1143.1,1190.1,10.0,18.0,15.6,13.2,61.2,4602.6,4691.0,242808.0,631292.9,791716.4,3624.0,10714.0,13474.3
Kosor,40,20,16.4,9.5,1989.1,1987.6,1986.4,1987.2,221.0,860.5,614.8,552.5,57.0,190.5,322.8,290.9,11.5,23.1,11.9,12.6,24.3,1826.3,1861.4,61341.9,137755.0,157990.5,1533.5,3693.3,4395.3
Dobroviz,10,8,413.1,669.2,1995.9,1998.4,2004.8,2005.0,1022.6,1735.2,5478.6,6134.9,263.5,306.6,708.2,708.8,8.0,23.1,1.9,0.6,57.4,4411.1,4495.8,503303.3,1097467.8,1285138.5,50330.3,124971.1,159157.9
Semcice,5,5,82.6,79.9,1989.4,1989.4,1992.6,1991.5,3028.5,5745.2,4079.6,3282.9,575.0,891.4,904.8,772.2,0.0,63.6,134.2,112.3,35.5,2703.7,2755.6,405013.9,858673.4,968903.4,81002.8,198197.3,238258.2
Osice,1,1,0.1,0.1,2020.0,2020.0,2020.0,2020.0,62.5,62.5,62.5,62.5,266.0,266.0,266.0,266.0,18.0,18.0,18.0,18.0,0.2,13.8,14.0,2078.9,4916.0,6582.3,2078.9,5368.1,7247.9
Novy Vestec,1,1,0.3,0.4,1991.0,1991.0,1991.0,1991.0,78.1,78.1,78.1,78.1,70.0,70.0,70.0,70.0,1.0,1.0,1.0,1.0,0.4,27.2,27.7,726.0,777.8,732.6,726.0,2473.1,3287.2
Kvasice,1,1,50.6,43.9,2005.0,2005.0,2005.0,2005.0,519.1,519.1,519.1,519.1,28.0,28.0,28.0,28.0,4.0,4.0,4.0,4.0,6.5,388.0,395.4,10237.9,76491.8,63516.9,10237.9,92597.9,143885.4
Novy Knin,1,1,0.6,0.2,1995.0,1995.0,1995.0,1995.0,1274.1,1274.1,1274.1,1274.1,141.0,141.0,141.0,141.0,8.0,8.0,8.0,8.0,0.8,56.6,57.7,1326.1,2941.6,3344.3,1326.1,3120.9,3699.7
Kadan,1,1,55.2,53.5,2019.0,2019.0,2019.0,2019.0,364.8,364.8,364.8,364.8,48.0,48.0,48.0,48.0,9.0,9.0,9.0,9.0,1.1,88.4,90.1,19635.5,44506.4,59231.8,19635.5,75117.6,93906.8
Chocen,1,1,33.5,64.5,2016.0,2016.0,2016.0,2016.0,356.9,356.9,356.9,356.9,39.0,39.0,39.0,39.0,1.0,1.0,1.0,1.0,1.3,101.8,103.7,14505.5,28773.1,33133.3,14505.5,41100.7,47465.3
