Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,791,385,3266.3,4273.2,1992.4,1996.7,1996.4,1997.3,751.5,922.4,1088.2,1065.2,73.0,92.3,183.0,185.7,50.0,67.2,86.5,86.3,810.9,61854.4,63042.0,7127343.4,21054290.7,29885979.7,9010.5,33791.0,45913.4
Cruise,455,71,11019.3,1145.1,2001.1,2000.5,2002.4,2001.7,252.0,431.8,461.0,460.1,19.0,35.4,48.7,49.7,8.0,10.5,13.3,13.6,2522.0,195136.8,198883.5,6474520.4,24817179.4,25909741.7,14229.7,48355.0,47005.4
Container,363,82,4004.2,4539.2,2006.9,2005.7,2008.4,2008.0,161.6,418.9,266.6,277.4,16.0,32.4,44.6,46.6,13.0,65.5,54.1,57.3,625.2,48227.2,49153.1,4068389.5,12474063.9,14203726.4,11207.7,37836.7,44786.5
Bulk carrier,318,98,8583.0,15604.7,1980.3,2002.2,2008.1,2008.4,241.0,2344.5,2845.2,2976.4,24.0,191.9,387.5,392.5,40.5,109.5,113.6,111.9,785.7,60605.6,61769.2,4944452.5,12055686.4,14583098.0,15548.6,57906.2,70296.0
Ferry-RoPax,292,10,2161.3,644.9,1979.4,1986.7,1989.7,1992.6,128.4,956.3,510.8,949.2,12.0,60.2,1139.1,1692.8,12.0,37.6,147.3,211.8,579.9,44455.0,45308.5,4006683.6,9908211.6,12157439.3,13721.5,29290.0,26677.0
Chemical tanker,147,96,2626.9,4235.4,2006.4,2007.0,2005.6,2005.5,740.0,1140.8,1163.5,1166.7,66.0,108.5,652.5,655.5,29.0,73.9,138.0,137.0,552.7,42658.2,43477.3,1472683.5,7467276.2,8784820.8,10018.3,58968.6,72582.5
Oil tanker,102,78,12668.9,23655.3,2007.3,2007.4,2007.6,2007.6,1326.3,2043.3,2010.2,2018.0,130.5,213.1,291.4,292.3,26.0,60.8,49.3,49.9,1421.5,110073.9,112187.3,10968577.5,22436137.2,24883400.0,107535.1,272289.3,335777.0
Ferry-pax only,93,10,27.8,4.8,1993.4,1993.3,1991.0,1989.4,296.2,1555.6,787.6,639.9,9.0,172.8,234.5,158.1,29.0,78.8,267.4,192.2,43.7,3283.8,3346.9,393790.8,801991.8,1010261.8,4234.3,9846.7,12981.2
Service - tug,42,20,37.5,28.2,1998.4,2000.2,2001.7,2001.6,236.4,1124.9,1214.8,1189.5,76.0,430.6,1235.8,1045.8,19.5,213.0,491.3,518.9,37.3,2806.6,2860.5,721088.9,1705158.2,2283114.7,17168.8,44332.9,59856.9
Liquefied gas tanker,16,9,553.7,658.4,2001.3,1999.2,2006.8,2006.8,1769.9,2643.3,4954.0,5013.5,168.5,237.3,746.5,748.8,16.0,67.4,378.7,380.3,106.2,8189.9,8347.1,225506.7,1207656.0,1085605.8,14094.2,104201.6,153389.5
Service - other,7,6,19.3,16.2,1989.0,1991.3,1993.7,1992.9,224.5,1086.9,1929.6,2328.8,34.0,161.4,301.4,309.0,17.0,36.0,94.9,96.3,14.2,1065.6,1086.1,113359.3,232588.4,250628.1,16194.2,36034.8,40688.4
Refrigerated bulk,5,5,59.7,68.1,1996.8,1996.8,1994.1,1993.5,1301.1,1460.8,1400.7,1387.9,74.0,100.6,104.5,102.5,28.0,128.2,171.7,175.7,37.1,2811.7,2865.7,202057.3,441504.9,497313.8,40411.5,86116.4,92979.8
Ro-Ro,4,4,29.6,24.2,2002.5,2002.5,2001.9,2002.1,500.3,728.8,383.8,370.5,104.0,94.2,112.9,111.2,108.0,150.2,126.9,123.3,14.6,1129.2,1150.8,25951.6,47820.8,55755.9,6487.9,15249.0,16187.1
