Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ferry-pax only,1134,28,664.5,78.2,1997.4,1992.7,1995.7,1993.8,641.6,1353.9,1270.2,1219.2,29.0,62.2,276.8,336.2,19.0,66.9,117.1,123.1,731.1,54891.4,55945.3,6431027.2,13097388.5,16498662.0,5671.1,13187.9,17386.0
Miscellaneous - fishing,1123,35,120.6,78.3,1990.7,1988.3,1991.2,1990.5,162.5,743.9,594.6,569.1,30.0,76.3,402.7,435.3,21.0,82.0,235.9,236.5,474.6,35633.7,36317.9,550710.1,1221581.1,1388814.1,490.4,1154.1,1368.1
Ferry-RoPax,693,39,4223.9,1112.0,1996.4,1994.1,1996.2,1995.1,545.9,1885.8,1565.7,2008.8,39.0,228.2,729.4,963.2,23.0,63.2,280.3,436.9,2018.0,152563.8,155493.0,10893214.8,25432885.7,32285336.6,15718.9,34240.8,39244.0
Cruise,364,46,1751.7,201.4,2000.0,1999.5,2004.2,2004.0,225.0,206.1,213.2,219.5,18.0,19.1,26.0,31.5,9.0,18.4,15.3,21.3,594.7,45512.3,46386.1,1633571.8,5028857.5,5976842.0,4487.8,13135.4,15122.5
Chemical tanker,362,39,527.8,806.3,2005.3,2007.5,2006.2,2006.2,207.8,317.1,288.4,288.6,21.0,36.6,38.0,38.1,20.0,27.7,26.2,26.0,239.2,18304.3,18655.8,1233271.6,3539809.0,4305729.3,3406.8,11416.0,13977.3
General cargo,300,115,542.0,662.2,1984.7,1992.3,1990.4,1993.7,398.1,524.9,669.8,601.5,30.0,43.1,225.3,118.3,32.0,55.6,135.8,100.1,194.8,14743.3,15026.4,1415762.2,4123088.3,5868658.6,4719.2,16744.9,23131.2
Service - tug,219,22,29.6,21.7,1993.2,1992.2,1988.9,1990.0,206.8,453.9,584.0,627.8,51.0,229.5,806.6,572.2,31.0,85.0,536.9,655.2,132.1,9915.4,10105.8,554679.4,1311649.8,1756228.2,2532.8,6540.1,8830.2
Bulk carrier,175,22,271.3,413.0,1981.1,1987.7,1988.4,1989.2,382.4,411.3,492.7,489.7,23.0,31.0,99.6,96.0,21.0,53.1,50.0,49.1,81.0,6197.4,6316.4,685600.4,1562833.6,1886359.0,3917.7,11990.2,14945.0
Service - other,110,7,57.5,39.7,1999.3,1992.9,2004.1,2009.6,361.8,618.2,1011.4,1323.6,34.0,406.1,311.2,309.6,33.5,30.6,237.8,265.6,98.0,7361.0,7502.4,277149.5,568649.9,612754.7,2519.5,5606.4,6330.4
Container,52,18,185.6,219.1,2004.5,2004.2,2004.3,2004.0,273.6,241.9,215.7,221.7,15.5,14.6,16.5,17.0,11.0,11.5,12.8,12.9,36.3,2793.0,2846.6,302335.2,882778.9,998248.2,5814.1,17792.5,20703.7
Liquefied gas tanker,5,1,10.1,12.0,1991.0,1991.0,1991.0,1991.0,91.6,91.6,665.1,665.1,12.0,12.0,303.1,303.1,5.0,5.0,107.3,107.3,5.4,405.9,413.7,9089.1,26332.5,29079.6,1817.8,9952.5,13087.7
Refrigerated bulk,3,2,7.9,8.3,2007.0,2009.0,2011.0,2010.9,299.5,692.4,572.9,560.6,26.0,37.5,42.7,42.2,242.0,185.0,203.3,201.5,8.7,658.3,671.0,24728.1,54032.1,60862.1,8242.7,17565.1,18965.0
Oil tanker,2,2,16.7,29.6,2006.0,2006.0,2006.5,2006.5,196.4,196.4,197.6,197.6,12.0,12.0,11.5,11.5,16.0,16.0,11.8,11.7,1.4,105.6,107.7,18199.7,40371.0,44903.3,9099.8,24380.7,29626.3
