Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,797,389,2949.8,3879.1,1992.5,1996.8,1996.5,1997.4,809.1,927.8,977.6,962.9,84.0,102.6,179.2,181.0,34.0,65.2,68.6,70.4,769.9,58716.8,59844.2,7035274.5,20669339.7,29324385.3,8827.2,32582.6,44344.3
Cruise,455,71,8468.8,884.3,2001.1,2000.5,2001.2,2000.8,227.8,348.3,354.3,355.3,18.0,30.0,41.7,42.6,10.0,15.8,13.5,13.6,2285.8,176859.3,180255.0,4932236.5,19254223.3,20234942.4,10840.1,37380.5,36418.8
Container,363,84,6213.6,6758.4,2006.9,2005.8,2008.8,2008.5,172.8,452.6,413.7,413.0,25.0,38.6,65.8,65.5,29.0,45.8,36.6,37.4,817.8,63091.0,64302.3,5049410.3,13995796.7,16321830.5,13910.2,45598.4,54118.5
Bulk carrier,325,101,4367.0,7770.2,1980.6,2002.6,2007.0,2007.7,268.5,1256.3,1387.9,1420.1,27.0,125.8,233.6,235.3,22.0,71.0,64.0,60.4,424.8,32717.2,33345.4,3020619.8,7357091.6,9071602.3,9294.2,34022.9,41747.6
Ferry-RoPax,293,10,1574.9,392.4,1979.4,1986.7,1987.9,1991.6,130.1,785.5,371.4,576.4,12.0,31.0,67.5,82.2,12.0,34.4,112.1,133.7,438.1,33608.3,34253.6,2437914.6,6028769.8,7397339.3,8320.5,17761.0,16176.5
Chemical tanker,145,95,2180.6,3524.4,2006.4,2007.0,2006.8,2006.7,761.7,967.9,972.6,977.1,68.0,116.7,182.8,182.3,28.0,48.0,60.7,60.0,511.0,39438.6,40195.9,1280737.4,6347428.5,7482012.8,8832.7,50821.7,62606.3
Oil tanker,105,79,9332.8,17417.8,2007.2,2007.4,2008.1,2008.1,956.8,1384.5,1439.4,1445.2,94.0,143.8,499.4,507.3,25.0,45.6,51.0,50.8,807.4,62532.5,63733.2,7875661.8,15984012.3,17742530.8,75006.3,190595.1,234670.1
Ferry-pax only,91,9,24.2,5.7,1993.0,1992.3,1988.4,1987.9,340.4,805.1,704.0,774.4,30.0,101.1,167.6,211.1,5.0,22.2,28.0,17.0,43.0,3224.9,3286.8,470654.3,958531.6,1207453.5,5172.0,12027.3,15856.0
Service - tug,41,19,13.8,10.6,1997.1,1997.6,1997.3,1996.5,222.3,433.4,497.8,505.0,41.0,105.7,148.5,151.4,65.0,191.3,378.7,388.4,21.0,1580.9,1611.3,271596.8,642244.7,859931.0,6624.3,17105.2,23094.9
Liquefied gas tanker,16,9,115.5,135.3,2001.3,1999.2,2002.9,2003.0,1163.2,1033.1,1033.4,1029.9,96.5,118.1,115.9,115.3,22.0,46.6,79.9,79.4,42.7,3256.3,3318.8,82293.9,278846.3,289846.4,5143.4,30131.5,40817.0
Service - other,9,8,42.4,45.6,1985.4,1986.8,1988.5,1986.0,611.7,1798.1,739.1,543.5,95.0,135.4,260.6,220.7,24.0,1098.4,1333.6,2197.2,36.9,2770.6,2823.8,318295.7,653073.0,703725.7,35366.2,78695.7,88858.6
Refrigerated bulk,5,5,77.0,89.9,1996.4,1996.4,1988.7,1988.5,1582.1,1518.2,1807.7,1830.4,95.0,368.0,592.8,595.4,9.0,50.8,21.7,20.5,64.2,4848.3,4941.4,266653.6,582651.0,656301.6,53330.7,113647.2,122704.8
Ro-Ro,5,5,54.8,46.8,1999.2,1999.2,2012.2,2012.7,160.1,331.4,592.2,628.3,64.0,69.8,63.5,64.1,14.0,15.8,14.3,14.2,10.6,821.1,836.8,50213.2,92527.4,107880.9,10042.6,23603.9,25056.0
Miscellaneous - fishing,1,1,0.0,0.0,2000.0,2000.0,2000.0,2000.0,75.1,75.1,75.1,75.1,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,0.0,2.7,2.7,61.2,135.8,154.4,61.2,144.1,170.8
