Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Saint Lucia,236,81,1740.1,320.6,2002.2,1999.8,2006.2,2005.1,124.3,139.3,141.4,141.1,14.0,16.8,16.4,16.3,10.0,21.4,10.3,14.7,385.7,29769.0,30340.5,581559.4,3079601.7,3754153.1,2464.2,12217.1,14433.5
Trinidad and Tobago,214,44,463.9,557.1,2004.3,2002.2,2005.3,2006.1,230.3,238.7,227.3,244.5,20.0,33.9,28.5,31.9,17.5,40.0,26.6,30.6,194.4,14831.0,15115.8,686512.1,2168200.0,2501078.6,3208.0,11428.5,13764.3
Saint Vincent and the Grenadines,165,42,501.8,114.8,1988.8,1995.1,2003.0,2003.4,106.0,496.6,136.2,130.0,14.0,124.4,173.5,157.5,12.0,17.1,22.8,18.4,218.1,16792.4,17114.8,349399.2,1306711.2,1657184.8,2117.6,7719.0,9769.4
Martinique,121,40,746.9,213.9,2004.9,2005.8,2006.0,2006.7,138.1,146.2,151.5,150.4,14.0,14.3,14.9,14.9,11.0,13.1,15.3,12.8,203.2,15680.0,15981.1,387550.3,1718730.3,2030451.6,3202.9,13391.9,15392.4
Virgin Islands (U.S.),83,8,1196.2,366.5,1999.3,2003.6,1995.5,2000.0,423.9,460.8,450.3,430.7,29.0,51.1,38.1,34.1,9.0,17.2,8.7,11.2,328.6,25294.3,25779.9,763620.6,2582451.5,2667453.6,9200.2,31622.8,32266.0
Grenada,59,31,460.6,57.4,1997.5,1995.5,2005.4,2003.3,160.6,184.0,157.5,165.0,15.0,24.5,15.2,20.7,11.0,23.4,11.0,16.3,119.4,9232.4,9409.6,107995.1,716656.7,879653.7,1830.4,11118.4,13154.8
Guyana,37,14,62.5,85.9,1991.7,1991.3,1995.9,1994.3,431.5,438.9,442.4,446.4,48.0,119.6,119.5,129.9,21.0,37.1,36.8,38.2,30.8,2344.5,2389.5,154631.0,370405.8,451198.5,4179.2,13599.1,17218.3
Dominica,36,17,342.1,59.7,2004.9,2006.7,2004.2,2005.7,189.6,213.1,188.8,203.6,15.0,24.0,15.5,22.5,11.5,21.6,20.3,18.9,105.9,8195.8,8353.1,223754.3,794521.9,831251.2,6215.4,20839.1,20831.7
Puerto Rico,33,12,721.5,230.9,2006.9,2007.4,2005.6,2006.5,526.0,568.0,565.5,592.0,43.0,45.8,41.6,54.5,31.0,27.5,12.1,31.4,168.4,12919.6,13167.6,592180.0,2067149.5,2140232.6,17944.8,58655.4,58438.1
Antigua and Barbuda,31,17,757.8,85.8,2004.9,2004.2,2007.8,2006.1,308.7,316.0,307.4,313.6,19.0,28.7,20.3,25.0,8.0,14.4,12.2,15.2,172.7,13364.0,13620.6,101339.7,945383.4,1195402.8,3269.0,28303.7,34885.6
Netherlands,25,7,1296.9,1435.4,2001.1,2001.1,2001.2,2001.2,3889.2,3936.5,3902.2,3901.4,220.0,225.1,223.5,223.4,12.0,10.8,11.1,11.0,465.3,35625.0,36309.0,4258264.4,9304514.6,10480660.6,170330.6,362972.6,391901.3
Suriname,16,5,128.0,45.4,2007.8,2002.8,2009.5,2008.0,530.3,566.4,530.4,542.2,41.5,51.4,41.1,43.8,7.5,10.0,7.6,8.7,27.8,2146.2,2187.4,50063.2,177265.3,203405.7,3129.0,12009.6,13922.1
United States of America,16,15,1250.6,1687.5,2008.5,2008.4,2011.3,2011.5,2307.7,2324.4,2249.1,2514.9,198.5,250.7,346.8,447.0,18.5,83.2,30.1,28.7,175.5,12782.5,13028.0,553578.3,1849082.6,2160197.5,34598.6,154916.9,204218.1
Spain,13,13,1284.5,342.5,1996.5,1996.5,2006.7,1998.3,2697.1,3398.7,2787.9,3562.6,253.0,396.5,214.8,451.0,11.0,24.8,15.8,42.3,265.6,20498.3,20891.8,679694.6,2535570.0,3074458.7,52284.2,196978.6,232550.5
Saint Kitts and Nevis,11,10,241.2,27.0,1995.9,1995.9,2002.8,2001.3,321.3,347.5,352.7,351.1,21.0,34.0,19.9,23.2,9.0,35.8,10.7,15.8,57.1,4421.0,4505.8,62034.0,396135.5,475009.3,5639.5,32719.8,37577.0
Sint Maarten (Dutch part),10,9,104.9,30.8,2001.5,2000.3,2010.5,2005.8,381.1,414.2,366.9,358.6,42.0,46.3,35.0,49.3,45.0,71.7,30.6,43.7,27.7,2135.5,2176.5,63164.4,223609.6,259110.8,6316.4,23941.4,28168.3
Dominican Republic,10,8,73.1,52.7,2001.0,2002.2,1997.6,2004.0,678.9,691.0,673.9,692.2,75.0,75.5,63.9,74.4,15.0,43.5,24.2,39.7,19.6,1497.8,1526.5,75059.1,293580.5,368794.0,7505.9,30609.5,37650.3
