Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Miscellaneous - fishing,615,104,960.9,551.9,1987.8,1989.1,1991.2,1992.3,171.5,1722.5,1237.1,1301.6,41.0,371.3,1270.3,1290.1,14.0,46.1,96.0,98.6,432.9,32674.5,33301.8,3881209.1,8609270.1,9787868.3,6310.9,14852.4,17606.7
Cruise,192,25,918.6,153.0,1988.4,1990.8,1992.8,1989.1,589.6,594.3,632.4,634.3,61.5,64.5,106.7,108.0,4.0,6.9,7.9,7.7,438.5,33289.3,33928.4,803774.3,3649640.8,6340045.0,4186.3,18516.1,29591.5
General cargo,184,17,128.0,164.9,1989.8,1991.5,1999.6,1999.3,129.8,439.7,622.6,626.4,16.0,53.1,135.7,135.1,16.0,49.0,194.4,209.9,44.3,3361.4,3425.9,183606.5,562443.8,814735.1,997.9,3929.8,5542.1
Refrigerated bulk,78,39,434.0,442.5,1988.7,1989.3,1987.9,1988.1,742.4,1185.3,1079.9,1083.7,80.0,196.6,274.3,276.9,16.5,32.0,51.6,51.7,300.7,22777.6,23214.9,1312760.6,2868445.7,3231034.4,16830.3,35865.1,38723.5
Service - other,75,21,529.0,262.6,1996.1,1997.1,1996.3,1996.5,626.6,2057.2,1240.8,1227.6,69.0,337.6,633.6,688.8,10.0,29.2,52.4,52.8,257.4,19539.3,19914.5,1832549.2,3759988.6,4051615.4,24434.0,54369.7,61391.1
Ferry-pax only,73,6,119.5,24.8,1991.4,1994.2,1988.3,1987.0,240.7,502.7,376.5,413.4,23.0,58.5,83.7,82.7,3.0,28.8,9.6,12.5,47.1,3560.8,3629.1,691144.3,1937785.6,2509243.0,9467.7,26339.8,34852.6
Chemical tanker,23,3,7.5,10.9,1989.0,1989.0,1991.0,1991.0,172.4,210.2,307.0,297.2,54.0,53.2,102.3,102.3,20.0,18.0,20.2,20.2,14.8,1119.6,1141.1,39214.3,98550.6,121483.6,1705.0,5016.3,6150.2
Oil tanker,22,13,92.1,133.5,1990.0,1989.4,1994.1,1994.7,764.6,1512.8,1578.4,1562.3,97.0,219.4,405.3,382.9,20.0,18.8,8.7,8.5,34.0,2589.8,2639.5,320257.5,230706.6,237596.4,14557.2,43825.5,57100.8
Bulk carrier,21,2,55.3,93.3,1993.8,2001.5,2006.5,2008.4,766.6,896.3,931.0,979.4,84.0,98.8,110.2,112.2,66.0,36.0,17.1,8.1,14.0,1059.2,1079.5,36046.9,93224.8,109164.0,1716.5,6447.6,7950.3
Ferry-RoPax,20,2,117.9,8.8,2004.6,2005.0,2003.6,2003.6,153.8,295.7,410.9,399.7,17.0,33.8,77.6,76.6,7.0,8.5,6.8,6.8,24.3,1858.5,1894.2,54834.2,135600.7,166383.0,2741.7,5852.5,5330.4
Ro-Ro,17,2,6.7,7.8,2003.6,2001.0,1994.6,1994.9,105.9,333.0,326.1,311.4,27.0,85.2,138.3,136.8,8.0,15.5,19.2,19.0,10.5,794.2,809.5,28138.2,216934.7,102369.5,1655.2,4039.4,5758.3
Service - tug,11,4,8.3,8.8,1982.6,1987.5,1980.8,1976.8,328.6,358.7,454.6,583.0,96.0,146.0,275.0,323.1,34.0,33.4,54.4,68.1,10.0,755.4,769.9,224772.8,531519.9,711676.5,20433.9,52764.0,71240.3
Container,1,1,509.1,508.1,2014.0,2014.0,2014.0,2014.0,3578.0,3578.0,3578.0,3578.0,176.0,176.0,176.0,176.0,1.0,1.0,1.0,1.0,42.5,3273.1,3335.9,186362.0,422414.3,562175.0,186362.0,712948.7,891278.1
