Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Russian Federation,837,154,1024.4,735.1,1989.4,1989.3,1990.2,1990.7,155.1,1055.1,797.0,801.3,24.0,182.7,646.9,493.7,20.0,77.0,105.6,106.5,572.5,43175.4,44004.4,3639091.0,7891720.0,9185857.2,4347.8,10579.0,12740.3
Argentina,199,42,1079.9,233.5,1988.8,1991.9,1990.9,1987.0,675.1,794.1,774.1,824.5,67.0,101.7,119.5,152.1,14.0,26.9,57.0,88.8,482.6,36722.4,37427.5,2013426.0,6580816.9,10031192.8,10117.7,33094.9,48147.3
Japan,127,39,73.2,50.9,1984.1,1988.9,1991.6,1993.8,75.6,379.4,468.6,576.2,19.0,67.7,151.8,159.7,12.0,17.2,16.1,15.9,28.6,2158.4,2199.9,241003.3,463778.1,530070.5,1897.7,4566.8,5455.1
Chile,82,41,570.8,323.4,1995.3,1994.1,1997.3,1992.2,612.5,2221.4,853.5,1458.9,76.0,362.3,806.8,1549.0,4.5,96.1,101.2,158.5,274.4,20705.5,21103.1,2957232.8,7124846.8,9202591.0,36063.8,93665.5,121611.8
Uruguay,18,14,211.2,160.8,1991.2,1991.9,1990.5,1989.1,812.3,1142.5,1722.8,1941.8,114.0,274.4,425.9,364.2,25.5,256.0,288.7,243.1,87.1,6617.3,6744.3,700187.3,1532387.9,1724918.4,38899.3,87253.9,98737.3
Falkland Islands (Malvinas),12,7,112.3,66.2,1991.2,1991.0,1991.2,1989.1,854.7,1281.2,1212.0,1110.8,93.0,155.4,247.9,231.6,31.0,57.2,49.8,42.0,48.1,3663.5,3733.8,348841.0,741289.5,867890.5,29070.1,64973.2,76248.7
Peru,9,6,23.8,4.5,1984.9,1984.5,1992.2,1983.9,392.7,327.6,351.5,291.5,31.0,37.9,50.2,39.9,20.0,15.1,19.0,19.6,9.7,737.8,752.0,27983.1,78943.7,118944.5,3109.2,8898.9,12363.7
China,7,7,60.0,62.9,2003.0,2003.0,1994.9,1992.2,2473.5,2689.3,3087.3,3796.7,449.0,432.7,772.2,908.6,26.0,109.6,52.2,54.3,40.2,3028.6,3086.7,257137.2,547584.4,603327.4,36733.9,79993.1,88386.6
Spain,7,6,11.7,2.8,1991.6,1990.7,1990.8,1993.0,215.4,316.6,336.4,383.9,21.0,69.5,234.6,293.9,3.0,2.5,2.4,2.6,7.0,528.1,538.3,16016.9,46286.9,63002.7,2288.1,6742.0,8822.7
South Georgia and the South Sandwich Islands,7,7,50.0,15.1,1992.3,1992.3,1993.7,1994.4,978.7,875.7,876.3,811.0,94.0,97.7,91.6,95.7,15.0,25.6,21.6,17.3,18.4,1402.1,1429.1,88846.4,255683.8,316286.7,12692.3,36445.2,44221.8
New Zealand,6,5,111.7,74.8,1999.8,1998.0,2003.5,2005.6,2375.0,2837.2,2291.8,2248.6,202.0,304.6,212.0,199.8,149.5,446.9,175.3,121.0,62.9,4756.0,4847.3,345707.7,660219.4,727976.5,57618.0,127210.5,149650.5
Réunion,5,4,48.2,24.3,1997.6,1996.8,1997.6,1997.5,3745.0,4075.9,3581.7,3527.3,431.0,693.0,649.4,630.6,76.0,470.9,300.8,294.8,29.2,2210.2,2252.6,169944.0,360972.9,398687.1,33988.8,77524.9,89492.8
"Korea, Republic of",5,5,170.6,174.7,1994.0,1994.0,2011.3,2011.1,1043.1,2998.4,1129.0,1157.3,120.0,399.0,269.7,306.5,69.0,84.2,21.1,22.0,36.1,2741.9,2794.6,280471.1,624218.5,731921.7,56094.2,146561.3,175728.5
Australia,4,3,110.5,59.7,1987.0,1986.0,1984.3,1984.3,3053.6,3239.1,3398.0,3448.6,274.5,363.5,386.9,380.5,164.5,971.3,1660.0,1809.9,130.6,10070.5,10263.8,416855.0,855295.0,921632.1,104213.8,231893.1,261840.2
Maldives,4,1,0.2,0.2,2010.0,2010.0,2010.0,2010.0,14.8,14.8,38.6,38.6,8.0,8.0,36.4,36.4,10.0,10.0,11.9,11.9,1.0,78.3,79.8,726.5,5601.2,2643.2,181.6,443.3,631.9
Iran (Islamic Republic of),3,1,0.2,0.3,2010.0,2010.0,2010.0,2010.0,32.2,32.2,77.3,77.3,11.0,11.0,47.9,47.9,4.0,4.0,3.4,3.4,0.9,69.3,70.6,1091.5,8415.4,3971.1,363.8,887.9,1265.8
Mauritius,2,2,70.9,41.2,1997.5,1997.5,1994.4,1994.3,26113.0,26113.0,26694.3,29163.9,1141.5,1141.5,1722.9,1736.4,2176.5,2176.5,4019.2,4062.1,13.0,975.9,994.7,289793.2,642817.2,730818.0,144896.6,341007.5,404243.7
Ukraine,1,1,12.3,10.2,1993.0,1993.0,1993.0,1993.0,1586.5,1586.5,1586.5,1586.5,243.0,243.0,243.0,243.0,49.0,49.0,49.0,49.0,2.0,156.8,159.8,71796.3,159258.0,181060.2,71796.3,168969.2,200302.8
Canada,1,1,156.2,299.0,2010.0,2010.0,2010.0,2010.0,3639.6,3639.6,3639.6,3639.6,323.0,323.0,323.0,323.0,23.0,23.0,23.0,23.0,13.8,1060.0,1080.3,60904.8,178773.2,204227.1,60904.8,278307.1,340128.3
"Taiwan, Province of China",1,1,3.7,2.0,1989.0,1989.0,1989.0,1989.0,4064.1,4064.1,4064.1,4064.1,710.0,710.0,710.0,710.0,23.0,23.0,23.0,23.0,2.4,177.9,181.4,14033.0,31128.0,35389.3,14033.0,33026.1,39150.4
Mexico,1,1,0.1,0.2,2010.0,2010.0,2010.0,2010.0,121.7,121.7,121.7,121.7,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.3,23.1,23.6,572.7,4415.2,2083.5,572.7,1397.6,1992.3
Indonesia,1,1,0.0,0.1,1985.0,1985.0,1985.0,1985.0,47.6,47.6,47.6,47.6,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.1,8.5,8.6,215.9,542.7,668.9,215.9,635.3,778.9
