Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Shakotan,561,68,234.9,137.5,1989.2,1990.2,1990.2,1991.1,106.4,406.1,216.9,259.1,36.0,87.8,239.1,254.7,9.0,16.6,85.8,74.8,190.0,14291.4,14565.8,896537.7,2015597.3,2266427.5,1598.1,3746.2,4430.0
Port Foster,87,28,143.0,29.7,1989.2,1989.1,1992.4,1987.9,245.5,298.9,293.0,294.0,40.0,50.9,59.6,69.5,2.0,7.1,6.3,8.6,78.2,5911.5,6025.0,202184.7,678187.1,1091207.4,2324.0,7906.1,11942.3
Vernadsky,45,19,97.6,18.2,1991.1,1990.8,1992.4,1987.5,281.1,335.5,331.8,342.5,43.0,51.7,60.7,63.9,6.0,9.3,8.2,7.4,46.6,3526.5,3594.3,138896.1,416187.5,627788.9,3086.6,9330.5,13276.1
Escudero,42,18,50.4,18.5,1991.0,1991.6,1997.7,2002.5,183.8,302.0,287.6,372.5,27.0,56.2,79.4,127.8,10.5,12.3,16.4,12.3,31.4,2359.6,2404.9,132885.0,374752.6,536489.7,3163.9,9232.8,12755.8
Palmer,25,15,45.6,12.5,1991.0,1990.8,1993.6,1990.9,309.0,332.5,319.4,361.9,25.0,46.0,49.9,78.3,9.0,11.5,14.1,10.8,18.7,1416.4,1443.6,93379.8,272152.9,421212.9,3735.2,11368.5,16605.0
Arctowski,8,5,5.7,5.6,2000.5,1990.6,2008.0,2008.9,187.4,246.1,183.2,199.4,38.0,55.8,45.9,51.2,2.5,14.6,31.3,32.8,4.6,346.6,353.2,56051.1,121059.5,147132.5,7006.4,16512.6,20567.9
Jubany,7,4,13.3,6.9,1987.1,1988.5,1983.7,1985.1,357.8,370.8,393.4,389.5,48.0,66.1,72.4,73.4,19.0,20.5,20.2,20.0,3.5,261.8,266.8,76402.0,169242.1,206736.3,10914.6,26308.3,32922.4
Mario Zucchelli,5,2,74.8,41.4,1996.2,2001.0,1994.5,1994.1,295.6,614.8,1085.2,1090.5,28.0,101.2,218.2,219.5,7.0,6.5,7.3,7.3,22.1,1703.7,1736.4,288690.4,592329.2,638270.6,57738.1,128476.9,145068.6
Rothera,5,4,9.1,4.7,1996.2,1997.5,1995.3,1995.2,412.4,344.0,373.7,381.7,48.0,43.2,59.6,61.7,75.0,63.2,68.6,74.9,4.5,338.5,345.0,32221.1,69225.8,79961.5,6444.2,14954.9,17690.5
Signy,5,5,24.3,14.3,1989.6,1989.6,1991.3,1994.7,889.8,1058.3,947.3,939.3,117.0,166.8,143.5,135.6,35.0,50.4,60.5,78.4,9.4,711.9,725.6,100089.6,216468.5,242042.6,20017.9,46255.6,53997.7
Comandante Ferraz,3,3,12.8,4.5,1996.3,1996.3,1985.9,1989.4,411.6,427.1,509.8,391.1,32.0,75.7,126.8,124.8,2.0,5.7,1.4,3.0,3.6,273.1,278.4,30159.6,69163.0,87071.8,10053.2,24767.7,31099.8
Mcmurdo,3,1,65.9,37.6,1993.0,1993.0,1993.0,1993.0,321.3,321.3,1430.7,1430.7,79.0,79.0,291.7,291.7,23.0,23.0,43.7,43.7,15.4,1188.2,1211.0,262337.4,538258.8,580006.5,87445.8,194581.6,219710.2
Marambio,2,2,7.5,3.6,2005.0,2005.0,2006.8,2005.7,567.4,567.4,599.7,548.1,87.5,87.5,106.5,94.4,13.0,13.0,16.7,14.3,3.0,222.7,226.9,25246.2,51799.6,55817.2,12623.1,28088.5,31715.9
Jang Bogo Station,1,1,6.2,2.5,1992.0,1992.0,1992.0,1992.0,1008.3,1008.3,1008.3,1008.3,218.0,218.0,218.0,218.0,32.0,32.0,32.0,32.0,2.0,146.6,149.4,17590.6,36092.0,38891.3,17590.6,39142.0,44196.9
Davis Station,1,1,9.5,5.7,1990.0,1990.0,1990.0,1990.0,1445.2,1445.2,1445.2,1445.2,425.0,425.0,425.0,425.0,68.0,68.0,68.0,68.0,3.3,249.8,254.6,39440.9,80924.1,87200.7,39440.9,87762.7,99096.5
Orcadas,1,1,7.2,1.0,1991.0,1991.0,1991.0,1991.0,855.9,855.9,855.9,855.9,91.0,91.0,91.0,91.0,3.0,3.0,3.0,3.0,2.4,180.7,184.2,4043.2,22834.5,49650.7,4043.2,23357.5,45142.7
Mawson Station,1,1,3.1,1.8,1990.0,1990.0,1990.0,1990.0,467.5,467.5,467.5,467.5,51.0,51.0,51.0,51.0,11.0,11.0,11.0,11.0,1.2,96.2,98.1,12760.1,26180.9,28211.5,12760.1,28393.3,32060.1
