Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Miscellaneous - fishing,504,54,235.2,130.6,1988.2,1988.8,1990.3,1991.7,126.1,512.5,242.3,321.9,39.0,105.8,236.4,251.6,9.5,19.5,90.4,85.1,154.3,11604.2,11827.0,918193.3,2036729.8,2315555.5,1821.8,4287.6,5082.6
Cruise,119,20,229.9,43.0,1988.6,1989.3,1992.1,1987.6,277.2,282.7,310.8,308.5,39.0,38.3,52.8,53.2,3.0,4.1,6.7,7.4,136.4,10309.3,10507.3,244616.8,1040266.7,1901459.2,2055.6,8745.6,14635.6
Service - other,57,14,266.6,145.8,1995.8,1996.8,1993.3,1994.7,332.0,456.7,653.1,659.4,54.0,99.2,195.9,200.9,8.0,20.7,23.3,23.8,80.0,6105.6,6222.8,1017604.3,2087900.6,2249839.3,17852.7,39725.3,44855.5
Ferry-pax only,41,5,23.2,2.0,1992.5,1996.8,1991.7,1991.5,227.7,122.3,247.9,231.8,37.0,25.5,52.3,51.3,8.0,11.9,9.2,8.4,14.1,1059.6,1079.9,56028.3,156858.0,203094.3,1366.5,3798.5,5026.0
Refrigerated bulk,25,10,15.8,15.9,1990.6,1989.5,1987.1,1986.4,54.8,327.7,166.4,172.3,29.0,75.3,209.9,228.6,8.0,8.8,14.9,14.0,25.1,1890.8,1927.1,47151.8,103029.0,116052.5,1886.1,4019.2,4339.5
Ro-Ro,21,1,1.1,1.4,2010.0,2010.0,2010.0,2010.0,43.7,43.7,50.7,50.7,26.0,26.0,75.2,75.2,5.0,5.0,8.3,8.3,12.5,935.9,953.9,5012.6,38645.3,18236.4,238.7,582.5,830.4
Service - tug,10,2,5.1,4.0,1982.6,1981.0,1985.5,1981.2,278.3,266.2,258.3,280.7,29.0,47.8,53.3,66.9,15.5,17.8,40.1,29.3,3.7,280.9,286.3,101684.4,240453.0,321953.6,10168.4,26256.7,35451.0
Ferry-RoPax,9,2,33.7,2.7,2005.7,2005.0,2005.0,2005.2,279.9,297.5,284.5,281.3,43.0,39.8,42.6,43.5,12.0,18.0,18.6,17.9,10.5,800.7,816.1,16528.1,40872.7,50151.1,1836.5,3920.1,3570.4
Chemical tanker,8,2,0.1,0.2,1985.9,1988.5,1988.2,1987.9,11.9,13.6,14.4,14.3,10.0,9.0,12.2,12.5,36.0,27.5,26.7,28.2,2.5,189.4,193.0,695.7,1748.5,2155.3,87.0,255.9,313.7
General cargo,7,2,0.4,0.4,1987.1,1990.0,1988.3,1987.5,30.2,87.6,104.9,101.2,29.0,29.8,125.2,137.3,39.0,30.0,40.0,42.5,0.5,34.8,35.5,1292.5,3708.0,5328.7,184.6,601.9,865.6
Bulk carrier,1,1,0.1,0.1,1993.0,1993.0,1993.0,1993.0,77.7,77.7,77.7,77.7,30.0,30.0,30.0,30.0,51.0,51.0,51.0,51.0,0.2,13.7,14.0,107.5,243.8,293.7,107.5,324.1,404.5
