Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Shakotan,985,169,1474.9,1317.9,1988.9,1989.7,1994.8,1997.8,142.3,1142.2,887.8,1039.4,23.0,193.0,550.7,436.2,18.0,69.8,81.3,71.0,695.0,52453.6,53460.7,4444285.0,9663118.2,11208983.0,4512.0,11107.2,13333.3
Port Foster,107,36,493.8,79.4,1991.8,1992.0,1996.4,1993.5,630.8,582.6,628.2,567.5,59.0,63.1,84.3,91.5,15.0,29.6,24.5,38.8,222.2,16879.8,17203.9,405847.6,1675632.0,2630961.7,3793.0,14987.7,21706.0
Vernadsky,74,28,362.4,70.7,1988.4,1991.9,1992.0,1986.2,755.8,733.2,665.2,685.3,80.0,201.8,97.6,121.5,10.0,16.1,13.7,15.3,170.2,12908.9,13156.7,494070.2,1771362.8,3047456.3,6676.6,24112.8,38376.3
Palmer,42,22,250.7,57.0,1992.5,1990.3,1997.1,1995.9,718.3,693.6,745.7,936.9,80.5,81.9,182.2,271.4,12.0,16.0,56.6,70.8,103.9,7902.1,8053.8,318165.2,1017727.9,1480329.6,7575.4,24284.2,33229.5
Escudero,32,22,215.3,116.2,1992.3,1992.7,1993.4,1982.7,603.1,1901.0,1156.1,2701.0,64.5,183.8,942.1,2703.8,15.0,25.5,74.0,193.4,149.2,11274.0,11490.5,2135317.0,5249068.0,7059218.0,66728.7,176632.7,237525.0
Signy,27,12,395.6,287.1,1988.7,1993.9,1988.5,1989.4,1700.4,1811.5,1929.3,1865.9,194.0,378.3,770.3,713.5,33.0,375.5,207.6,180.8,138.7,10516.6,10718.5,1388188.2,3085601.6,3554298.9,51414.4,118232.3,137759.3
Orcadas,13,7,85.7,28.2,1981.6,1982.6,1980.4,1979.1,519.5,784.8,925.8,1381.4,49.0,81.9,281.2,373.0,3.0,22.5,94.7,128.8,36.5,2756.3,2809.2,179239.7,450601.8,612481.4,13787.7,36767.2,48666.7
Arctowski,12,7,40.0,19.3,2001.4,1999.0,2004.5,2011.0,616.4,602.5,608.9,633.7,85.0,72.4,139.5,125.5,8.5,19.2,23.6,40.4,25.4,1914.3,1951.1,204057.5,391606.1,465456.2,17004.8,36061.9,44594.6
Jubany,10,6,22.6,12.1,1986.4,1988.3,1986.5,1987.0,325.6,542.8,371.3,486.0,51.5,106.8,225.4,232.6,13.5,14.3,45.6,44.6,7.6,573.5,584.5,152506.6,343430.6,428956.4,15250.7,37353.8,47584.3
Marambio,8,7,94.4,38.8,1991.6,1993.1,1986.6,1988.2,797.6,1124.7,1536.5,1590.4,134.5,103.4,142.4,142.8,19.0,95.2,411.9,397.9,39.6,3045.3,3103.8,764353.3,2086765.6,2674797.0,95544.2,260792.6,341187.3
Port-Aux-Francais,7,5,119.1,65.5,1997.6,1996.2,1995.7,1995.5,3745.0,12506.5,7395.0,7894.6,487.0,813.2,1288.7,1326.5,102.0,1184.4,2515.4,2665.7,42.2,3186.1,3247.3,459737.1,1003790.1,1129505.2,65676.7,152805.6,179421.6
Rothera,5,5,39.8,17.2,1994.0,1994.0,1999.8,1997.8,1102.8,1432.3,1126.1,1408.5,111.0,221.0,387.8,463.3,4.0,32.4,62.8,73.9,14.2,1090.8,1111.7,120330.8,250791.6,273585.0,24066.2,53585.6,60027.4
Mcmurdo,4,4,91.8,68.1,1991.0,1991.0,1990.8,1997.3,3139.0,3336.0,2907.4,2649.4,469.5,434.0,423.6,350.0,463.5,525.5,184.7,121.6,120.2,9251.1,9428.7,298971.3,564326.5,624646.1,74742.8,164816.6,195119.1
Comandante Ferraz,4,3,77.9,94.2,1991.0,1989.0,1993.4,1996.0,1256.2,929.7,1184.7,1235.6,365.5,249.5,400.9,423.4,52.5,38.5,86.3,105.5,18.2,1387.7,1414.3,79066.4,215187.9,280109.3,19766.6,75091.8,96500.3
Casey Station,2,2,14.2,8.3,2002.0,2002.0,1991.3,1991.1,1289.1,1289.1,1771.5,1809.9,106.5,106.5,148.0,148.8,197.5,197.5,120.4,118.9,9.2,712.9,726.6,58257.2,119974.5,129630.5,29128.6,64987.0,73556.0
Jang Bogo Station,2,2,33.0,13.0,2000.5,2000.5,2001.1,2000.9,2422.0,2422.0,2414.3,2416.1,253.0,253.0,249.2,250.6,163.5,163.5,161.7,162.3,18.1,1361.9,1388.0,91062.0,186839.2,201330.6,45531.0,101314.1,114398.0
Mario Zucchelli,2,2,49.9,25.1,2001.0,2001.0,1998.8,1997.4,2240.2,2240.2,2183.1,2156.6,189.0,189.0,183.5,180.1,142.0,142.0,136.2,132.7,21.6,1641.5,1673.0,175475.0,360036.3,387960.9,87737.5,195230.7,220443.1
King Sejong,2,2,6.9,3.1,1991.0,1991.0,2007.4,2002.8,623.9,623.9,827.9,708.8,67.0,67.0,115.3,101.6,37.5,37.5,27.0,30.0,4.1,311.3,317.3,31484.6,68885.5,82694.0,15742.3,37474.2,46222.2
Davis Station,1,1,34.1,20.3,1990.0,1990.0,1990.0,1990.0,5183.3,5183.3,5183.3,5183.3,238.0,238.0,238.0,238.0,5059.0,5059.0,5059.0,5059.0,24.8,1899.8,1936.3,141461.8,290248.5,312760.3,141461.8,314776.3,355427.0
