Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Miscellaneous - fishing,620,103,906.8,498.9,1987.8,1989.3,1991.0,1993.2,142.1,1750.4,1184.9,1208.7,24.0,271.8,1051.7,1046.9,16.0,176.7,500.5,539.3,366.2,27563.9,28093.1,3508245.5,7781964.8,8847305.9,5658.5,13316.9,15786.4
Cruise,198,25,948.9,163.8,1988.7,1990.8,1992.7,1988.4,642.6,703.2,630.9,651.6,61.0,74.6,83.7,88.0,12.0,44.2,19.6,23.2,485.9,36925.6,37634.6,883085.7,3925205.3,6929437.1,4460.0,19474.5,31588.3
General cargo,182,17,128.1,169.6,1989.8,1991.5,1999.5,1999.1,116.3,433.6,630.9,654.0,14.0,64.5,265.8,281.9,24.5,42.6,73.3,77.4,39.6,3003.2,3060.8,178193.3,548937.0,794802.1,979.1,3928.9,5515.1
Refrigerated bulk,78,40,474.4,489.9,1988.7,1989.4,1987.6,1987.7,805.0,1320.6,1198.4,1217.2,83.0,223.3,314.4,332.7,58.5,88.2,71.3,71.8,346.6,26221.9,26725.4,1453343.3,3175625.6,3577043.6,18632.6,39705.9,42870.4
Service - other,76,23,586.0,294.5,1996.3,1996.7,1993.9,1994.5,825.5,1947.7,1349.1,1356.3,97.0,304.5,397.9,384.8,24.0,172.8,396.7,443.7,326.9,24909.6,25387.9,2055151.9,4216720.5,4543771.7,27041.5,60171.8,67942.5
Ferry-pax only,72,6,174.5,42.6,1991.4,1994.2,1986.9,1985.2,271.7,762.0,557.9,719.7,26.5,67.6,92.1,108.0,12.0,66.4,213.5,303.7,70.0,5319.6,5421.8,1182521.5,3320926.1,4300784.2,16423.9,45737.3,60520.4
Oil tanker,22,13,82.8,119.1,1990.0,1989.4,1992.3,1992.7,799.5,1259.2,1419.0,1393.9,80.0,171.1,324.5,322.8,23.0,31.2,24.4,23.9,35.4,2686.3,2737.9,340898.9,182443.0,198828.6,15495.4,44387.4,57401.9
Chemical tanker,22,3,10.8,15.9,1989.1,1989.0,1991.4,1991.4,100.3,329.5,456.5,446.6,33.5,46.5,93.8,93.8,32.5,42.7,46.7,46.7,13.5,1023.0,1042.7,56896.3,142987.9,176261.5,2586.2,7609.0,9329.0
Bulk carrier,21,2,167.2,307.7,1993.8,2001.5,2008.9,2009.5,767.4,2198.4,2813.8,3230.6,85.0,202.8,307.9,316.5,51.0,37.2,25.4,24.0,22.2,1690.3,1722.8,79316.3,220534.1,254535.9,3777.0,15896.3,19496.2
Ferry-RoPax,19,2,228.0,17.5,2004.7,2005.0,2004.2,2004.3,930.7,869.7,842.0,836.0,82.0,91.0,113.7,112.1,10.0,10.5,13.9,13.7,51.1,3907.4,3982.4,108534.9,268398.1,329326.2,5712.4,12193.6,11105.8
Ro-Ro,17,2,2.7,3.1,2003.6,2001.0,1996.4,1996.8,54.6,61.1,129.9,125.5,10.0,11.2,64.8,63.9,9.0,31.2,145.7,141.7,9.0,678.5,691.5,11338.4,87414.7,41250.2,667.0,1627.7,2320.3
Service - tug,11,4,51.9,79.5,1982.6,1987.5,1975.6,1973.9,256.4,471.0,2848.0,5273.4,26.0,229.2,3472.7,3871.6,22.0,24.9,253.1,273.5,83.0,6235.4,6355.1,2033112.0,4807697.8,6437247.5,184828.4,477260.0,644381.9
Container,1,1,140.0,139.7,2014.0,2014.0,2014.0,2014.0,983.7,983.7,983.7,983.7,49.0,49.0,49.0,49.0,11.0,11.0,11.0,11.0,11.7,902.7,920.1,51238.9,116139.7,154565.9,51238.9,196020.0,245050.4
