Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Russian Federation,838,149,796.2,558.3,1989.2,1989.2,1991.5,1992.1,172.3,809.7,627.9,647.3,32.0,173.5,573.3,460.7,15.0,26.1,37.2,33.8,471.4,35621.4,36305.3,2799492.2,6072748.9,6929348.2,3340.7,8221.0,9974.1
Argentina,152,40,751.6,159.8,1988.9,1991.7,1990.3,1986.9,631.2,661.9,696.8,683.2,66.0,80.5,109.8,115.0,6.0,14.0,9.0,10.7,328.2,24927.9,25406.5,1314984.3,4375013.9,6624807.8,8651.2,28702.6,41490.9
Chile,108,40,442.2,175.5,1993.1,1992.8,1997.9,1995.7,369.8,661.1,506.5,735.7,52.5,141.4,131.9,167.9,7.0,29.8,54.3,165.8,191.7,14516.0,14794.7,659916.5,1883954.0,2569212.4,6110.3,18271.6,23896.7
Japan,104,24,47.4,26.1,1984.2,1989.8,1992.0,1993.9,92.3,241.1,508.9,471.6,31.5,59.6,201.0,191.0,11.0,20.0,14.3,16.1,27.3,2049.4,2088.7,183208.9,406789.4,465129.5,1761.6,4159.9,4955.7
"Korea, Republic of",28,26,463.9,429.1,1992.0,1992.0,1994.2,1995.7,1115.9,4020.3,2706.0,2053.6,174.0,758.9,1516.3,1134.9,2.5,40.8,91.7,74.7,173.7,13197.4,13450.8,1815715.3,3992599.2,4532555.4,64847.0,152620.7,178918.2
Uruguay,15,11,161.5,128.5,1989.7,1990.0,1986.5,1986.5,1696.1,1359.4,1713.5,1738.1,145.0,175.9,214.0,204.0,18.0,68.4,78.3,78.6,72.6,5508.1,5613.8,514140.3,1168046.6,1389350.4,34276.0,78995.5,92722.4
Falkland Islands (Malvinas),15,10,132.2,79.3,1988.9,1988.2,1990.0,1989.9,931.9,1781.2,1254.3,1202.7,138.0,312.7,378.4,330.5,12.0,24.6,32.5,39.7,71.0,5415.9,5519.9,369955.0,847104.0,1063022.4,24663.7,58483.4,72068.3
Peru,13,9,23.7,6.3,1984.8,1984.9,1983.8,1982.0,210.1,231.0,252.6,251.5,29.0,27.7,37.9,36.2,6.0,8.1,7.9,7.6,9.1,687.7,700.9,42688.6,132184.9,212583.8,3283.7,10498.7,15848.2
South Georgia and the South Sandwich Islands,13,11,155.6,54.7,1992.4,1991.8,1995.4,1996.3,1144.0,1655.3,1469.1,2353.4,114.0,351.8,625.4,1133.2,4.0,37.2,66.2,107.5,56.3,4267.1,4349.1,327776.3,946639.1,1238977.7,25213.6,73398.8,94031.3
Spain,9,5,9.0,2.6,1991.4,1993.6,1991.3,1990.9,292.2,300.2,334.2,344.7,22.0,34.6,78.5,81.4,6.0,15.5,28.6,29.7,5.1,387.4,394.8,16892.9,42388.9,58989.9,1877.0,5024.8,6782.3
