,exp_code_str3,exp_name,HS2,Description,USD,tonne
0,076,Brazil,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",16774886454.999,40460547.556294
1,076,Brazil,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",7997729654.231,32725488.088132996
2,076,Brazil,26,"Ores, slag and ash",3382433216.986,27906125.707553998
3,076,Brazil,17,Sugars and sugar confectionery,4175029512.577,12157315.402568
4,076,Brazil,10,Cereals,2410783663.969,10872232.607934
5,076,Brazil,72,Iron and steel,8007289676.049,10728433.369779
6,076,Brazil,23,"Food industries, residues and wastes thereof; prepared animal fodder",3616767654.034,9666935.329319
7,076,Brazil,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,4155711504.313,5371567.653355
8,076,Brazil,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",2320906616.207,4906811.003075
9,076,Brazil,44,Wood and articles of wood; wood charcoal,2283184384.997,4891205.450845
10,076,Brazil,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",441711302.871,3201067.177057
11,076,Brazil,20,"Preparations of vegetables, fruit, nuts or other parts of plants",2268863212.781,2355204.575405
12,076,Brazil,02,Meat and edible meat offal,3527505319.597,1894583.23636
13,076,Brazil,09,"Coffee, tea, mate and spices",4142256090.2209997,1703713.493209
14,076,Brazil,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",1288453056.333,1372910.649388
15,076,Brazil,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",779258760.112,1111910.837558
16,076,Brazil,39,Plastics and articles thereof,1591417736.473,986376.8525479999
17,076,Brazil,29,Organic chemicals,984829982.025,939550.4064290001
18,076,Brazil,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",516817390.946,893212.727588
19,076,Brazil,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7356961338.386,878249.7969739999
20,076,Brazil,08,"Fruit and nuts, edible; peel of citrus fruit or melons",968496117.5289999,822553.438363
21,076,Brazil,22,"Beverages, spirits and vinegar",374504248.795,816886.662806
22,076,Brazil,69,Ceramic products,260149697.077,685748.306363
23,076,Brazil,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",4041026073.1140003,659490.425516
24,076,Brazil,73,Iron or steel articles,685762370.775,545164.958303
25,076,Brazil,21,Miscellaneous edible preparations,1012509051.299,466783.867364
26,076,Brazil,41,Raw hides and skins (other than furskins) and leather,905886185.768,377328.91196299996
27,076,Brazil,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",1201781293.689,375149.662382
28,076,Brazil,38,Chemical products n.e.c.,517104899.918,262823.064438
29,076,Brazil,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",509905064.465,258527.022438
30,076,Brazil,40,Rubber and articles thereof,892980464.9250001,247773.57023
31,076,Brazil,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",787461091.995,239746.074042
32,076,Brazil,76,Aluminium and articles thereof,526364742.152,191982.376817
33,076,Brazil,01,Animals; live,599025222.54,169900.572237
34,076,Brazil,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",87135338.138,146270.253432
