Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Dublin,4190,484,24377.6,15240.0,2004.0,2004.9,2006.7,2007.3,133.1,577.9,365.2,428.8,12.0,63.8,85.3,110.4,11.0,37.7,27.5,37.0,5698.3,435248.9,443605.7,28319031.0,74035220.1,88247292.7,6758.7,18169.8,19837.1
Rosslare,388,32,4333.0,830.5,1997.8,1998.7,1993.2,1997.1,307.0,644.0,409.4,359.9,19.0,56.6,264.4,165.4,6.0,19.4,248.0,148.2,883.6,67256.1,68547.4,4674925.5,11519369.2,14163428.5,12048.8,26080.2,24219.2
Ringaskiddy Deepwater Terminal,371,207,13359.6,15753.8,2005.6,2005.5,2010.1,2010.8,606.0,1449.8,1566.2,2466.0,68.0,153.3,240.6,276.0,14.0,35.3,21.4,25.6,1945.0,150012.7,152892.9,12768451.1,37412007.7,44407734.5,34416.3,112890.0,132454.0
Ford'S Wharf (Topaz Energy Terminal),285,150,909.9,1102.7,2003.9,2003.0,2007.5,2007.1,589.6,729.7,602.3,616.4,59.0,85.3,84.8,87.8,24.0,48.1,39.2,39.9,325.7,24619.2,25091.9,2001916.1,5917764.7,7556828.6,7024.3,23553.8,30357.7
Tom Roes Point Terminal/Drogheda,262,184,672.8,1003.3,2003.5,2003.4,2004.1,2004.2,745.6,983.2,938.1,937.8,80.0,126.6,160.3,159.2,35.5,40.8,48.9,49.7,207.2,15719.8,16021.6,2715158.0,7776562.9,11045194.7,10363.2,35080.9,48974.3
Castletown Bearhaven,238,89,235.9,187.9,1997.3,1996.0,1999.5,2000.8,1941.9,2262.5,1977.8,1632.7,261.0,392.0,717.2,577.6,23.0,145.5,227.4,195.4,376.5,28274.0,28816.9,1011252.8,2395292.8,2925635.6,4249.0,10911.5,13750.2
Cork,191,142,5098.5,8908.0,2005.6,2005.6,2008.1,2008.2,570.1,985.0,1444.2,1499.9,66.0,119.8,299.2,305.1,32.0,39.3,58.3,58.5,716.5,55000.3,56056.3,5042831.2,11792179.3,13579018.4,26402.3,73385.6,91847.2
Waterford Great Island (Esb),168,146,611.0,861.8,2005.9,2005.8,2008.0,2008.1,594.5,796.1,920.2,980.8,70.5,89.0,152.9,154.1,32.0,36.1,42.1,43.5,160.6,12193.8,12427.9,1477452.4,4263125.4,5966401.4,8794.4,31929.3,42820.8
Killybegs,164,103,556.9,390.9,1998.3,1999.2,2003.3,2003.7,993.1,2105.3,831.6,1290.8,86.0,320.3,493.8,638.4,49.0,304.4,241.3,344.0,352.2,26597.0,27107.6,2155061.2,5085540.4,5878854.7,13140.6,32923.3,39051.6
Greenore,151,123,1140.9,1623.9,2002.7,2003.0,2004.9,2005.7,1034.2,1262.1,1364.7,1387.5,131.0,147.0,251.6,253.0,28.0,39.9,52.3,53.5,248.7,18953.1,19317.0,2103668.6,6017151.0,8528776.0,13931.6,52305.7,69803.5
Foynes,149,117,1971.2,3083.8,2003.9,2005.0,2008.5,2008.6,955.5,1443.8,2080.4,2100.2,109.0,149.7,291.4,293.0,40.0,57.0,77.5,77.8,309.6,23710.4,24165.6,2439431.8,6647012.5,9338049.1,16372.0,60576.4,79829.5
Wicklow,141,55,101.9,139.7,1993.4,2000.5,2000.6,2001.0,195.7,341.5,348.1,353.5,25.0,42.5,76.4,77.8,19.0,21.1,24.0,24.0,35.3,2660.2,2711.2,357563.3,1040091.6,1469127.0,2535.9,8369.6,11856.7
Dunmore East,135,123,645.9,875.9,2004.0,2004.1,2006.2,2006.2,736.0,955.4,947.5,1090.6,77.0,106.0,140.0,150.3,15.0,26.4,28.2,30.3,144.1,10961.6,11172.1,1446631.8,4293869.0,6076127.7,10715.8,40163.0,53988.1
Moneypoint,126,100,4226.5,7571.3,2006.2,2006.4,2008.6,2008.6,1092.3,1595.2,2284.6,2345.4,114.0,158.4,288.2,293.1,23.0,71.4,158.3,162.4,430.5,33134.0,33770.2,2858863.1,7404189.9,9472549.0,22689.4,85144.6,106466.3
Kilrush,125,106,1902.5,3087.6,2005.9,2006.0,2007.7,2007.8,1113.0,1433.5,1934.0,1995.3,84.0,121.1,254.1,260.6,37.0,47.9,61.9,63.5,319.6,24479.3,24949.3,2089230.3,6673838.2,8662370.9,16713.8,68015.6,87037.6
Aughinish,98,78,5079.7,9099.0,2008.3,2008.8,2011.1,2011.2,1516.7,2041.5,2550.8,2602.4,163.5,253.5,414.0,418.1,56.0,78.3,106.3,107.3,504.9,38989.1,39737.7,2686421.5,7318915.2,8970147.2,27412.5,113202.7,139511.0
Howth,88,47,800.5,302.0,2001.7,2002.2,2004.9,2005.3,244.4,559.0,598.2,575.9,18.5,49.0,60.3,61.5,7.0,19.3,15.9,16.2,138.6,10650.3,10854.8,772604.1,2270907.9,2706400.1,8779.6,23539.6,23992.6
Cobh,75,49,2783.4,930.6,2001.5,2000.1,2006.7,2009.7,424.3,1017.2,578.6,1407.0,37.0,85.0,103.1,272.7,9.0,64.9,24.5,46.1,552.9,42480.5,43296.1,1158022.2,5340171.0,6561895.6,15440.3,69048.4,79530.7
Donegal,68,57,236.2,331.1,2003.4,2004.2,2008.4,2008.5,547.8,703.9,647.6,642.1,61.0,85.5,107.4,105.6,28.0,32.1,26.5,26.2,57.3,4347.0,4430.4,480040.2,1501089.1,2035046.5,7059.4,26128.1,35005.4
Tarbert,65,57,1136.8,1956.3,2005.3,2005.1,2010.0,2010.2,1037.8,1343.4,1890.1,1960.2,91.0,128.1,250.1,256.7,14.0,21.7,24.0,24.2,143.2,10974.2,11184.9,1037169.2,2885854.9,3860937.4,15956.4,61334.8,79828.5
Dun Laoghaire,61,45,581.9,462.8,2004.8,2005.4,2010.4,2009.2,583.8,716.6,816.9,749.5,44.0,55.2,69.2,81.8,12.0,33.3,39.4,34.2,121.4,9267.5,9445.5,604150.6,1635933.3,1944452.5,9904.1,29852.7,34918.2
Limerick,47,35,101.8,157.1,2002.9,2004.3,2005.2,2005.7,666.8,830.3,836.1,841.3,69.0,95.5,123.4,122.9,49.0,59.5,61.8,62.2,34.0,2572.3,2621.7,415289.3,1197356.4,1704961.2,8835.9,30269.8,42138.1
Fenit,45,36,608.4,750.9,2004.7,2006.6,2007.9,2007.9,924.3,1448.1,2070.4,2062.7,79.0,124.5,266.9,263.6,43.0,85.4,137.6,117.6,130.2,9942.8,10133.7,524006.8,1804039.7,2452356.4,11644.6,52380.2,70008.0
Rushbrooke,44,30,85.7,117.3,2002.5,2005.0,2005.3,2005.5,393.6,633.9,544.3,555.9,44.0,116.6,103.2,110.4,30.5,74.1,85.6,82.5,40.1,3034.3,3092.5,254157.7,672896.4,936228.6,5776.3,19929.1,26869.2
Ballydavid,43,35,1007.0,1808.6,2001.0,2002.2,2007.5,2007.9,1123.7,2211.6,2108.5,2222.5,122.0,248.6,337.7,336.2,12.0,58.6,14.0,11.7,134.3,10282.9,10480.3,777207.2,2079289.8,2616839.2,18074.6,65393.9,81064.3
Dundalk,40,29,40.0,57.8,2000.4,2000.5,1998.6,1998.5,238.5,434.5,431.6,435.4,38.5,65.8,102.7,103.6,36.0,38.3,38.6,38.2,12.7,954.4,972.8,180847.8,518818.6,745581.4,4521.2,14737.0,21195.6
New Ross-Raheen/Roberscon,36,33,86.3,129.7,2002.8,2003.8,2003.8,2003.9,642.3,871.4,935.2,927.8,105.0,109.4,155.9,155.7,34.5,40.8,43.7,44.3,28.7,2157.1,2198.5,363463.2,1040498.8,1481306.8,10096.2,33837.7,47510.9
