Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Dublin,302,75,870.2,620.0,2004.6,2002.8,2004.2,2007.5,170.6,315.1,259.8,229.6,14.0,32.0,71.8,41.1,11.0,20.5,15.6,23.0,247.3,19001.5,19366.3,1428987.1,3849347.7,4534271.4,4731.7,13106.9,14674.6
Cork,187,42,229.9,296.9,2000.7,2003.9,2003.4,2002.2,274.1,326.4,324.5,274.6,28.0,51.1,96.1,51.2,15.0,29.7,91.4,44.3,110.5,8392.1,8553.2,967107.8,990796.1,1222202.1,5171.7,13863.4,17402.2
Cobh,152,43,710.3,94.8,2000.5,2000.0,2009.0,2005.2,206.7,319.4,221.2,282.4,38.0,62.9,57.1,163.3,13.0,44.1,20.6,45.8,222.3,17015.0,17341.7,388189.5,1530935.5,1927825.4,2553.9,9856.8,12256.4
Killybegs,138,54,126.6,58.0,1995.9,2000.2,1994.0,1997.5,347.6,805.9,386.6,373.2,43.0,376.1,256.7,463.0,14.5,134.7,186.4,243.7,134.5,10135.9,10330.5,373395.9,943128.9,1098869.3,2705.8,6999.8,8271.2
Galway,95,25,122.0,105.0,1998.6,1999.8,2000.0,1999.0,263.5,514.3,339.9,313.4,30.0,56.7,105.6,79.6,17.0,70.1,77.7,43.0,69.5,5267.5,5368.7,460292.5,466486.3,592463.1,4845.2,12964.8,16382.9
Castletown Bearhaven,93,46,32.9,25.8,1996.9,1996.8,1996.9,1998.2,487.7,1055.6,564.6,438.7,82.0,279.3,510.6,385.2,19.0,72.3,121.9,92.2,77.5,5817.7,5929.4,159825.1,372615.3,451723.0,1718.5,4321.7,5407.2
Ringaskiddy Deepwater Terminal,91,69,238.1,345.5,2005.3,2007.2,2009.4,2010.5,201.6,321.2,226.0,224.3,32.0,81.8,86.5,65.5,44.0,60.5,69.9,71.6,65.2,4991.8,5087.7,323784.1,848621.0,1137635.8,3558.1,12069.5,15539.6
Ford'S Wharf (Topaz Energy Terminal),69,38,76.1,100.0,2000.6,2003.4,2004.6,2005.1,183.1,338.3,299.0,313.9,20.0,43.3,69.4,72.5,16.0,41.2,32.4,28.5,31.2,2372.2,2417.7,163578.5,448122.5,578557.2,2370.7,7720.2,9848.5
Dunmore East,61,49,132.0,102.6,2004.9,2004.7,2009.2,2009.4,293.7,539.1,185.2,301.6,55.0,79.1,68.2,99.8,25.0,37.8,46.7,68.7,46.6,3560.3,3628.6,189792.7,596413.1,805113.4,3111.4,11838.8,15657.8
Foynes,56,47,100.7,157.1,2000.8,2002.2,2005.2,2005.5,248.7,299.5,309.5,311.5,23.0,58.2,58.4,51.2,27.5,45.3,60.4,58.6,27.6,2093.7,2133.9,192472.9,513559.5,724057.9,3437.0,11587.7,15689.8
Moneypoint,54,46,276.7,478.6,2004.4,2005.0,2008.1,2008.3,320.8,364.9,452.0,458.1,28.5,38.4,48.4,48.7,21.0,33.2,36.9,36.6,37.5,2874.3,2929.5,263626.6,709004.9,948474.0,4882.0,18074.9,23422.2
