Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Miscellaneous - fishing,643,82,260.1,179.0,1996.4,1996.6,1999.3,1998.9,343.0,1184.5,591.4,430.1,45.0,335.2,504.7,461.0,25.0,129.2,286.8,257.3,474.1,35601.7,36285.3,1258874.0,2792425.2,3174704.7,1957.8,4607.6,5462.1
General cargo,432,253,505.2,765.1,2003.1,2004.2,2007.2,2007.3,207.1,293.4,328.8,331.2,21.0,33.3,63.2,63.9,26.0,38.1,57.7,58.4,146.2,11106.0,11319.2,1336979.3,3941119.2,5622450.2,3094.9,11341.1,15655.2
Service - other,320,22,353.8,171.4,1999.3,2002.2,2003.4,2002.9,337.3,421.9,694.7,597.3,41.0,180.2,279.7,217.5,20.0,22.9,187.8,170.0,255.5,19185.4,19553.7,1196203.8,2454347.6,2644708.2,3738.1,8318.0,9392.2
Container,267,17,329.6,404.3,2005.4,2003.0,2006.2,2006.2,169.9,161.8,166.0,166.2,13.0,17.4,14.4,14.4,10.0,13.0,12.4,12.6,128.2,9839.9,10028.8,902089.5,2289962.1,2585686.8,3378.6,8716.9,9818.9
Oil tanker,183,8,216.9,330.9,1997.5,2004.0,1999.0,1999.3,285.4,244.4,276.0,272.2,28.0,31.1,35.8,36.4,14.0,22.6,23.5,24.0,92.9,7101.9,7238.2,1250921.8,283465.8,406645.9,6835.6,17724.0,22555.0
Service - tug,150,12,33.6,24.3,1996.0,1990.8,1996.7,1996.4,210.0,575.8,622.9,579.2,54.5,189.0,580.7,622.6,28.5,233.7,1069.9,1149.0,83.1,6238.9,6358.7,621343.2,1469289.7,1967299.5,4142.3,10696.1,14441.6
Chemical tanker,143,35,177.6,291.3,2004.3,2005.1,2006.0,2005.9,177.8,232.5,225.6,223.0,23.0,27.4,37.3,37.0,17.0,31.7,36.5,36.7,108.7,8273.3,8432.2,371791.6,1185162.9,1486906.8,2599.9,9292.8,11813.9
Cruise,98,40,1184.7,116.4,1995.9,1995.6,2004.6,2002.2,183.0,188.5,204.8,206.8,14.0,14.8,17.5,17.9,10.0,21.8,13.1,12.8,307.4,23767.4,24223.7,229571.7,1961011.5,2538696.6,2342.6,17371.3,20960.6
Bulk carrier,84,70,825.2,1450.6,2009.3,2009.3,2010.0,2010.1,218.9,302.6,326.8,329.4,33.0,40.9,66.7,68.6,54.0,62.3,59.1,59.4,82.5,6376.6,6499.0,461660.1,1102940.2,1426700.4,5496.0,21031.7,25621.9
Ferry-RoPax,20,6,405.4,94.6,1984.1,1988.2,2002.6,2003.0,599.0,1150.4,1131.7,1173.8,27.0,183.2,158.3,177.5,25.0,57.8,20.6,25.1,104.3,7961.4,8114.2,651862.1,1587819.0,1965601.3,32593.1,69955.9,68201.2
Liquefied gas tanker,19,10,68.2,75.7,2012.6,2011.0,2014.5,2014.6,215.0,232.5,241.3,241.9,23.0,33.4,74.2,76.1,21.0,38.9,23.6,23.0,20.9,1586.4,1616.9,22851.7,136141.7,119050.9,1202.7,9457.3,14175.0
Ferry-pax only,16,3,30.2,3.4,1988.9,1992.0,1996.7,1995.0,2639.9,7518.5,5668.7,5111.4,81.0,293.8,1369.5,1201.0,125.0,163.5,432.3,397.8,15.9,1195.5,1218.4,280291.1,571745.5,720339.3,17518.2,40771.5,53751.2
Vehicle,5,4,154.4,47.2,2011.8,2011.8,2014.6,2014.5,93.6,612.3,563.6,568.1,18.0,91.0,280.7,280.1,19.0,35.1,80.4,80.2,6.5,502.2,511.9,47816.8,210820.6,244151.8,9563.4,36350.3,39120.9
Ro-Ro,2,2,5.9,4.1,2001.0,2001.0,2000.1,1999.8,301.4,301.4,206.6,228.2,28.5,28.5,33.2,35.1,29.5,29.5,22.2,19.3,2.9,223.6,227.9,4435.7,8173.7,9529.9,2217.9,5212.8,5533.5
